LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
0800140050,DENIO MEMORIAL LIBRARY,50 JOHN STREET,AKRON,14001,1020,7165422327,7440,1,0,0,0.75,0.75,0.75,1.5,13879,7713,0,57859,79451,,,,16936,,75496,1714,13072,442,369,104,1560,19001,437,33644,0,0,14538,206,ME,CI,SO,ERIE CO.,6944,NY0006,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800140100,EWELL FREE LIBRARY,13280 BROADWAY,ALDEN,14004,1323,7169377082,2457,1,0,0,0,0.75,1.2,1.95,10700,1388,0,77126,89214,,,,10700,,78814,0,15826,742,283,69,1560,25220,6812,56011,0,0,24202,657,ME,NP,SO,ERIE CO.,2293,NY0007,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800140240,ANGOLA PUBLIC LIBRARY,34 NORTH MAIN STREET,ANGOLA,14006,1316,7165491271,2231,1,0,0,0,0.88,1.31,2.19,9886,1388,0,51669,62943,41389,4031,45420,9625,6477,61522,261,14394,392,278,63,1820,29068,5980,45831,0,0,19804,440,ME,CI,SO,ERIE CO.,2082,NY0008,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800140770,BOSTON FREE LIBRARY,9475 BOSTON STATE ROAD,BOSTON,14025,  -1,7169413516,7445,1,0,0,0,0.75,0.81,1.56,9400,2135,0,47636,59171,,,,9400,,57036,0,14038,654,597,67,1560,28236,10660,47208,0,0,20399,1732,ME,NP,SO,ERIE CO.,6948,NY0009,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800141300,CHEEKTOWAGA PUBLIC LIBRARY,2580 HARLEM ROAD,CHEEKTOWAGA,14225,4099,7168928089,99314,1,3,0,8.2,8.2,16.8,25,186167,31802,0,822925,1040894,610263,117446,727709,133567,149824,1011100,1480,144804,9878,3375,860,8164,389371,86008,772460,0,0,333795,11451,ME,CI,MO,ERIE CO.,92691,NY0010,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800141380,CLARENCE PUBLIC LIBRARY,9655 MAIN STREET,CLARENCE,14031,2003,7167596651,20041,1,0,0,4.29,4.29,7.44,11.73,32120,5747,0,219460,257327,168610,32774,201384,38600,18186,258170,2868,30998,2539,1137,139,2242,98512,31000,192140,0,0,83028,6026,ME,CI,SO,ERIE CO.,18704,NY0011,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800141500,COLLINS FREE LIBRARY,MILL STREET PO BOX 470,COLLINS,14034,0470,7165325129,6020,1,0,0,0,0.75,1.5,2.25,7960,1726,0,38046,47732,30118,6534,36652,7960,2351,46963,0,12494,187,526,71,1560,13156,12584,33732,0,0,14569,675,ME,CI,SO,ERIE CO.,5619,NY0012,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800141870,AURORA TOWN PUBLIC LIBRARY,550 MAIN STREET,EAST AURORA,14052,1705,7166524440,13433,1,1,0,2.5,2.5,4.8,7.3,45426,3852,0,254240,303518,195383,29210,224593,49054,29509,303156,426,43539,3074,1082,250,2530,131300,20176,271815,0,0,117458,4856,ME,CI,MO,ERIE CO.,12537,NY0013,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800142020,EDEN LIBRARY,2901 EAST CHURCH STREET,EDEN,14057,9571,7169924028,7416,1,0,0,0,0.75,1.45,2.2,11742,2127,0,59366,73235,39050,4482,43532,12317,14066,69915,4867,17626,810,292,74,1560,34834,5876,64374,0,0,27817,1426,ME,CI,SO,ERIE CO.,6921,NY0014,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800142120,ELMA PUBLIC LIBRARY,1860 BOWEN ROAD,ELMA,14059,9407,7166522719,10355,1,0,0,2.2,2.2,4,6.2,27654,2969,0,193173,223796,140277,25010,165287,28330,18541,212158,1111,41504,2395,801,164,2360,68796,11804,172984,0,0,74750,5651,ME,CI,SO,ERIE CO.,9664,NY0015,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800142560,GOWANDA FREE LIBRARY,56 WEST MAIN STREET,GOWANDA,14070,1390,7165323451,2901,1,0,0,0.3,0.3,1.44,1.74,6150,1388,0,47119,54657,,,,12957,,58130,0,17175,0,180,20,1248,15444,1993,35605,0,85,15670,564,ME,NP,SO,ERIE CO.,2708,NY0016,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800142590,GRAND ISLAND MEMORIAL LIBRARY,1715 BEDELL ROAD,GRAND ISLAND,14072,1840,7167737124,17561,1,0,0,2.2,2.2,4.4,6.6,32374,5036,0,233424,270834,169507,23041,192548,32374,34160,259082,4146,48028,4518,591,136,2256,72644,16276,201636,0,0,87132,4057,ME,CI,SO,ERIE CO.,16390,NY0017,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800142720,HAMBURG PUBLIC LIBRARY,102 BUFFALO STREET,HAMBURG,14075,5097,7166494415,53735,1,2,0,6.4,6.4,11.9,18.3,75059,15409,0,599714,690182,464466,77301,541767,72925,66673,681365,2134,82967,2856,2129,351,6620,261716,23452,438074,0,0,189301,11920,ME,CI,MO,ERIE CO.,50151,NY0018,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800143380,TOWN OF TONAWANDA PUBLIC LIBRARY,160 DELAWARE ROAD,KENMORE,14217,2446,7168732861,82464,1,4,0,12,12,14,26,158553,23647,0,1149541,1331741,855548,158581,1014129,156780,140183,1311092,1773,158944,10784,3658,953,10972,484927,65016,969034,0,0,418739,9312,ME,CI,MO,ERIE CO.,76964,NY0019,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800143440,LACKAWANNA PUBLIC LIBRARY,560 RIDGE ROAD,LACKAWANNA,14218,1320,7168230630,20585,1,0,0,2,2,3,5,15913,5902,0,190294,212109,148693,33287,181980,15487,13796,211263,426,21756,874,377,124,2252,25755,13260,59661,0,0,25782,1734,ME,CI,SO,ERIE CO.,19212,NY0020,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800143520,LANCASTER PUBLIC LIBRARY,5466 BROADWAY,LANCASTER,14086,2133,7166831120,32181,1,1,0,5.2,5.2,8.1,13.3,50053,9228,0,452057,511338,328491,58317,386808,51282,62804,500894,1053,72427,2906,1075,400,4512,183792,35152,299125,0,0,129258,5672,ME,CI,MO,ERIE CO.,30035,NY0021,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800143910,MARILLA FREE LIBRARY,PO BOX 96,MARILLA,14102,9727,7166527449,5250,1,0,0,0,0.5,2.5,3,8045,1506,0,40968,50519,28879,4102,32981,7550,8557,49088,495,11713,139,224,89,1040,20000,3005,20708,0,120,8948,300,ME,NP,SO,ERIE CO.,4900,NY0022,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800144610,NORTH COLLINS MEMORIAL LIBRARY,2021 CENTER STREET PO BOX 730,NORTH COLLINS,14111,0730,7163373211,3502,1,0,0,0,0.63,0.63,1.26,13683,1388,0,37055,52126,,,,7660,,76101,1023,6322,249,467,64,1300,11492,7928,31549,0,0,13634,882,ME,NP,SO,ERIE CO.,3268,NY0023,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800144820,ORCHARD PARK PUBLIC LIBRARY,4570 SOUTH BUFFALO STREET,ORCHARD PARK,14127,2989,7166629851,24632,1,0,0,3.25,3.25,6.1,9.35,44311,7063,0,319015,370389,224680,35878,260558,47941,48111,356610,7259,52253,3376,821,177,2132,145184,23244,293676,0,0,126904,3759,ME,CI,SO,ERIE CO.,22989,NY0024,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800146260,TOWN OF CONCORD PUBLIC LIBRARY,18 CHAPEL STREET,SPRINGVILLE,14141,1335,7165927742,8387,1,0,0,0,0.75,1.05,1.8,14081,2405,0,64291,80777,,,,14000,,102912,255735,18414,1013,506,86,1560,50887,35132,82838,0,0,35796,620,ME,CI,SO,ERIE CO.,7828,NY0025,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800146470,CITY OF TONAWANDA PUBLIC LIBRARY,333 MAIN STREET,TONAWANDA,14150,3320,7166935043,17284,1,0,0,2.3,2.3,4.8,7.1,32607,4956,813,225437,263813,162260,34207,196467,32191,24752,253410,4772,32533,1591,796,140,2240,105768,29224,184829,0,0,79869,3734,ME,CI,SO,ERIE CO.,16131,NY0026,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800140180,AMHERST PUBLIC LIBRARY,350 JOHN JAMES AUDUBON PARKWAY,AMHERST,14228,1142,7166884919,111711,1,3,0,14.99,14.99,32.64,47.63,218812,32033,0,1306560,1557405,977760,175185,1152945,234309,154833,1542087,1492,214319,17803,6455,825,10920,903715,135927,1571916,0,0,679257,39128,ME,CI,MO,ERIE CO.,104261,NY0027,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
0800146980,WEST SENECA PUBLIC LIBRARY,1300 UNION ROAD,WEST SENECA,14224,1887,7166742928,47830,1,0,0,3.5,3.5,6.6,10.1,51090,13715,0,309302,374107,236379,34798,271177,50045,28000,349222,1045,54739,2149,461,189,2446,205602,39673,332994,0,0,143894,5110,ME,CI,SO,ERIE CO.,44640,NY0028,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200040120,ALLEGANY PUBLIC LIBRARY,90 WEST MAIN STREET,ALLEGANY,14706,1204,7163731056,1980,1,0,0,0,0.85,0.94,1.79,35750,1388,0,4428,41566,,,,3285,,50269,929,21368,90,290,42,2280,14020,1527,19925,44,128,4930,143,ME,CI,SO,CATTARAUGUS CO.,1848,NY0030,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200041160,CATTARAUGUS FREE LIBRARY,21 MAIN STREET,CATTARAUGUS,14719,1032,7162579500,1100,1,0,0,0,0.47,0.42,0.89,7500,1388,0,5432,14320,,,,1565,,15968,0,13379,0,108,16,1092,10338,1900,22881,15,272,8152,427,ME,NP,SO,CATTARAUGUS CO.,1027,NY0031,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200041715,DELEVAN-YORKSHIRE PUBLIC LIBRARY,28 SCHOOL STREET,DELEVAN,14042,0185,7164921961,3905,1,0,0,0,0.31,0.51,0.82,10550,3077,0,106698,120325,,,,2558,,20245,100180,18290,496,143,44,1280,13380,1150,19646,10,434,10861,76,ME,CI,SO,CATTARAUGUS CO.,3645,NY0032,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200042090,ELLICOTTVILLE MEMORIAL LIBRARY,"1 WASHINGTON STREET, PO BOX 1226",ELLICOTTVILLE,14731,1226,7166992842,1607,1,0,0,0,0.53,0.18,0.71,8350,1388,0,11976,21714,,,,3676,,16147,0,8863,220,162,60,1846,3650,400,15145,1,47,4948,50,ME,NP,SO,CATTARAUGUS CO.,1500,NY0033,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200042380,BLOUNT LIBRARY INC,5 N. MAIN STREET,FRANKLINVILLE,14737,1015,7166765715,1739,1,0,0,0,0.5,0,0.5,12000,1388,0,7840,21228,,,,7343,,19738,6922,16700,82,188,47,1144,9100,590,18352,9,90,9401,141,ME,NP,SO,CATTARAUGUS CO.,1623,NY0034,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200043660,MEMORIAL LIBRARY OF LITTLE VALLEY,110 ROCK CITY STREET,LITTLE VALLEY,14755,1252,7169386301,1188,1,0,0,0,0.56,0.04,0.6,5900,1388,0,13438,20726,,,,4871,,17429,0,13851,179,323,50,1430,15080,231,14797,17,1123,9425,281,ME,NP,SO,CATTARAUGUS CO.,1109,NY0035,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200043800,KING MEMORIAL LIBRARY,"TOWN HALL, ROSZYK HILL ROAD",MACHIAS,14101,9747,7163539915,2338,1,0,0,0,0.37,0.15,0.52,9666,1388,0,2027,13081,,,,1244,,14286,1611,11962,98,367,18,1092,7541,550,11454,14,107,5389,328,ME,CI,SO,CATTARAUGUS CO.,2182,NY0036,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200044760,OLEAN PUBLIC LIBRARY,134 N SECOND STREET,OLEAN,14760,2583,7163720200,18185,1,0,0,4.69,5.63,11.78,17.41,554018,56715,0,37426,648159,320475,71822,392297,68334,132172,592803,301772,99117,1399,1476,407,3137,218390,12046,254994,450,957,91570,5041,ME,SC,SO,CATTARAUGUS CO.,16972,NY0037,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200045340,PORTVILLE FREE LIBRARY,2 NORTH MAIN STREET,PORTVILLE,14770,0482,7169338441,4397,1,0,0,0.53,1.28,1.65,2.93,24412,1690,0,76703,102805,58864,7168,66032,13010,38214,117256,5125,38507,2254,309,72,1481,18552,2264,31431,59,78,14372,1275,ME,NP,SO,CATTARAUGUS CO.,4104,NY0038,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200045440,RANDOLPH FREE LIBRARY,26 JAMESTOWN STREET,RANDOLPH,14772,1121,7163583712,1298,1,0,0,0,0.88,1.14,2.02,26048,1388,0,19432,46868,19366,5690,25056,14380,7404,46840,13494,18931,193,671,37,1794,31540,2845,49096,39,92,13525,2416,ME,CI,SO,CATTARAUGUS CO.,1211,NY0039,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200045810,SALAMANCA PUBLIC LIBRARY,155 WILDWOOD AVENUE,SALAMANCA,14779,1576,7169451890,6566,1,0,0,1,1,5,6,199919,2316,0,13152,215387,108742,27060,135802,35456,41178,212436,3692,43091,589,338,116,3098,34267,7360,73096,77,641,21738,435,ME,CI,SO,CATTARAUGUS CO.,6128,NY0040,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200045815,SENECA NATION LIBRARY,BROAD STREET EXTENSION,SALAMANCA,14779,0231,7169453157,4407,1,2,0,0,1,4,5,0,168604,3774,819,173197,96681,17818,114499,19902,26126,160527,0,23582,718,1935,157,4988,45801,4123,51447,158,114,28346,2327,ME,NL,MO,CATTARAUGUS CO.,4113,NY0041,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200060290,ASHVILLE FREE LIBRARY,2200 NORTH MAPLE STREET,ASHVILLE,14710,0379,7167639906,2301,1,0,0,0,0.37,0,0.37,3734,1388,0,9569,14691,,,,2355,,11553,1658,9159,5,93,26,1092,3900,364,6984,15,111,3590,180,ME,NP,SO,CHAUTAUQUA CO.,2148,NY0042,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200060620,BEMUS POINT PUBLIC LIBRARY,13 MAIN STREET PO BOX 428,BEMUS POINT,14712,0428,7163862274,383,1,0,0,0,0.75,0.04,0.79,7500,1388,0,15959,24847,,,,2379,,25456,2300,13110,91,491,48,1560,20000,1661,22600,20,53,7920,90,ME,NP,SO,CHAUTAUQUA CO.,357,NY0043,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200060890,AHIRA HALL MEMORIAL LIBRARY,37 WEST MAIN STREET,BROCTON,14716,0667,7167929418,4832,1,0,0,0,0.68,0.27,0.95,36894,3711,0,5285,45890,,,,4258,,41766,0,16064,165,320,39,1404,27464,1560,21736,30,235,8904,341,ME,CI,SO,CHAUTAUQUA CO.,4510,NY0044,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200060960,HAZELTINE PUBLIC LIBRARY,891 BUSTI-SUGAR GROVE ROAD,JAMESTOWN,14701,9510,7164871281,4486,1,0,0,0,0.6,0.4,1,31319,1388,0,3626,36333,,,,9394,,32719,0,15278,407,320,67,1306,9871,1201,21433,44,127,10963,509,ME,CI,SO,CHAUTAUQUA CO.,4187,NY0045,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200061280,SMITH MEMORIAL LIBRARY,21 MILLER AVENUE,CHAUTAUQUA,14722,1093,7163576296,2000,1,0,0,0,1.5,1.59,3.09,15000,1552,0,96541,113093,45493,10918,56411,16343,23951,96705,16388,26317,2886,397,118,1654,36771,3222,36367,98,320,12437,774,ME,NP,SO,CHAUTAUQUA CO.,1867,NY0046,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200061460,CLYMER-FRENCH CREEK FREE LIBRARY,564 N. CENTER STREET,CLYMER,14724,0068,7163558823,2390,1,0,0,0,0.5,0.25,0.75,10500,1388,0,14956,26844,,,,3416,,16005,0,9241,113,234,35,884,15309,260,17297,16,284,9923,628,ME,NP,SO,CHAUTAUQUA CO.,2231,NY0047,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200061850,DUNKIRK FREE LIBRARY,536 CENTRAL AVENUE,DUNKIRK,14048,2517,7163662511,13989,1,0,0,0.94,1.88,5.16,7.04,170157,14012,0,43986,228155,131353,22995,154348,25434,34723,214505,14482,52989,5186,805,98,3129,95514,4784,118247,180,1409,64688,8403,ME,NP,SO,CHAUTAUQUA CO.,13056,NY0048,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200062100,FARMAN FREE LIBRARY,748 NORTH PARK STREET,ELLINGTON,14732,0026,7162872945,1615,1,0,0,0,0.38,0,0.38,4500,2806,0,7231,14537,,,,1490,,16160,0,11442,291,214,29,680,7650,1300,6502,32,81,3827,100,ME,NP,SO,CHAUTAUQUA CO.,1507,NY0049,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200062200,FALCONER PUBLIC LIBRARY,101 WEST MAIN STREET,FALCONER,14733,1693,7166653504,2653,1,0,0,0,1,2,3,45500,1388,0,13915,60803,46081,5342,51423,11376,6235,69034,0,28116,445,320,73,2860,29298,5172,125610,36,1181,64373,2500,ME,CI,SO,CHAUTAUQUA CO.,2476,NY0050,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200062300,FLUVANNA FREE LIBRARY,3532 FLUVANNA AVENUE,JAMESTOWN,14701,9728,7164871773,2250,1,0,0,0,0,0,0,3700,1388,0,7587,12675,,,,3282,,7417,4531,17480,147,23,9,1015,2096,280,7663,20,15,2211,30,ME,NP,SO,CHAUTAUQUA CO.,2100,NY0051,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200062390,DARWIN R BARKER LIBRARY ASSOCIATION,7 DAY STREET,FREDONIA,14063,1891,7166728051,10436,1,0,0,1.7,1.7,5.6,7.3,129000,2992,0,74561,206553,103931,25724,129655,37626,41137,208418,0,53466,4924,420,140,2808,63462,6815,124698,80,676,53360,8447,ME,NP,SO,CHAUTAUQUA CO.,9740,NY0052,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200062410,MYERS MEMORIAL LIBRARY,23 IVORY STREET,FREWSBURG,14738,0559,7165695515,3539,1,0,0,0,0.75,0.89,1.64,9500,1388,0,30644,41532,,,,6104,,40999,6148,17743,440,317,41,1512,21402,2742,19016,28,290,7314,641,ME,NP,SO,CHAUTAUQUA CO.,3303,NY0053,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
1200063260,JAMES PRENDERGAST LIBRARY ASSOCIATION,509 CHERRY STREET,JAMESTOWN,14701,5098,7164847135,34681,1,0,0,6.47,6.47,17.91,24.38,360000,92948,0,535191,988139,430917,82556,513473,178639,212993,905105,17696,206070,3358,86,502,3499,307354,52160,604400,9674,46496,217057,7725,ME,NP,SO,CHAUTAUQUA CO.,32368,NY0054,NY,36,95,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
