STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEN,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,STFTERMS,GPTERMS,PUB_FIPS,CNTYFIPS,YR_SUB,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32,IMP33,IMP34,IMP35,IMP36,IMP37,IMP38,IMP39,IMP40
MI,MI0308,MI0308-002,SHELBY TOWNSHIP LIBRARY,51680 VAN DYKE AVENUE,SHELBY TOWNSHIP,MACOMB,48316,4459,8107397414,ME,CI,SO,Y,CI1,48655,48405,1,0,0,4,4,5.58,9.58,584802,44593,15885,42704,687984,282378,179414,461792,147415,78777,687984,56111,76029,5021,6375,271,2570,170118,24024,233859,7053,6473,86637,2596,12309,19763,63,Y,Y,PE,-1,-1,26,099,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0309,MI0309-002,SHELBY AREA DISTRICT LIBRARY,189 MAPLE STREET,SHELBY,OCEANA,49455,1134,6168614565,ME,SD,MO,Y,OTH,9519,9470,1,1,0,0,1.8,3.18,4.98,144526,8915,0,16159,169600,95663,10142,105805,31322,38093,175220,30922,29512,867,606,136,3134,40500,3600,80824,142,917,37200,1000,180,485,9,Y,Y,PE,-1,-1,26,127,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0310,MI0310-002,SHIAWASSEE COUNTY LIBRARY,701 SOUTH NORTON STREET,CORUNNA,SHIAWASSEE,48817,1207,5177432278,ME,CO,MO,Y,OTH,18171,18078,1,5,1,1,3,0,3,89676,21053,0,5327,116056,54908,8737,63645,10649,20591,94885,54743,48435,629,329,0,6807,22395,6264,43576,236,484,31145,1173,0,8200,2,Y,Y,ST,-1,0,26,155,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,28,20
MI,MI0311,MI0311-002,SLEEPER PUBLIC LIBRARY,2236 EAST MAIN STREET,UBLY,HURON,48475,9726,5176588901,ME,CI,SO,Y,OTH,4012,3991,1,0,0,0,1.2,0.06,1.26,33456,3677,0,37110,74243,,,,9148,,89185,437,11701,163,351,110,2496,10100,540,25494,0,114,6319,359,0,0,55,Y,Y,PE,-1,-1,26,063,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0312,MI0312-002,SODUS TOWNSHIP LIBRARY,3776 NAOMI ROAD,SODUS,BERRIEN,49126,9714,6169250903,ME,CI,SO,Y,CI1,2065,2054,1,0,0,0,0.63,0,0.63,30521,1934,0,1271,33726,,,,5566,,32339,300,14254,129,73,58,1275,5466,725,6558,50,20,3630,1423,0,423,0,Y,Y,PE,-1,-1,26,021,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0313,MI0313-002,SOMERSET TOWNSHIP LIBRARY,12715 EAST CHICAGO ROAD,SOMERSET CENTER,HILLSDALE,49282,M,5176889223,NO,CI,SO,Y,CI1,3416,3398,1,0,0,0,1,0,1,36650,0,0,0,36650,,,,2900,,28900,0,4891,18,0,11,2016,1982,37,4188,0,0,758,23,0,0,0,N,N,NA,0,0,26,059,1999,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI,MI0314,MI0314-002,SOUTH HAVEN MEMORIAL LIBRARY,314 BROADWAY STREET,SOUTH HAVEN,VAN BUREN,49090,1419,6166372403,ME,CI,SO,Y,OTH,9748,9698,1,0,0,1,4,0.38,4.38,151296,9310,0,24302,184908,94335,12851,107186,26681,41491,175358,62459,38622,387,0,110,2808,42000,1700,84404,229,908,28000,3080,0,100,0,Y,Y,ST,-1,0,26,159,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,28,20
MI,MI0315,MI0315-002,SALEM-SOUTH LYON DISTRICT LIBRARY,9800 PONTIAC TRAIL,SOUTH LYON,WASHTENAW,48178,7021,2484376431,ME,SD,SO,Y,OTH,10128,10076,1,0,0,1,2.5,10,12.5,591912,9673,0,94273,695858,139780,20304,160084,62991,63756,286831,2141760,27275,1797,1423,130,3113,45368,2856,112999,1931,5066,49128,2100,3367,16430,0,Y,Y,PE,-1,-1,26,161,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0316,MI0316-002,SOUTHFIELD PUBLIC LIBRARY,26000 EVERGREEN ROAD,SOUTHFIELD,OAKLAND,48076,2055,2489480489,ME,CI,MO,Y,CI2,80056,79645,1,1,0,22.99,22.99,27.25,50.24,2759345,76361,0,143042,2978748,1592094,406555,1998649,334531,645568,2978748,87463,166462,4150,4215,330,4709,484646,254513,462672,299,1786,134205,14473,74490,121684,120,Y,Y,PE,-1,-1,26,125,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0317,MI0317-002,SPARTA CARNEGIE TOWNSHIP LIBRARY,80 NORTH UNION STREET,SPARTA,KENT,49345,1138,6168879937,ME,CI,SO,Y,CI1,8447,8404,1,0,0,0,2.44,1.61,4.05,107122,7911,0,8886,123919,77978,363,78341,13526,26102,117969,1903,54082,970,61,130,1920,11000,7600,40685,1260,2400,19070,1300,0,5439,0,Y,Y,PE,-1,-1,26,081,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0318,MI0318-002,SPIES PUBLIC LIBRARY,940 FIRST STREET,MENOMINEE,MENOMINEE,49858,3234,9068632900,NO,CI,SO,Y,OTH,10585,10531,1,0,0,1,1,6,7,229696,5055,0,23423,258174,126232,33023,159255,47585,48892,255732,4445,51786,995,1427,135,2976,90249,10000,99157,192,402,16133,3041,0,2738,1,Y,Y,PE,-1,-1,26,109,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0319,MI0319-002,SPRINGFIELD TOWNSHIP LIBRARY,10900 ANDERSONVILLE ROAD,DAVISBURG,OAKLAND,48350,3140,2486250595,ME,CI,SO,Y,CI1,11104,11047,1,0,0,1,2,1.38,3.38,149022,10177,0,6491,165690,85955,25443,111398,19410,36209,167017,0,22897,652,528,99,2200,33750,11350,40406,1436,1606,26270,1750,0,17054,0,Y,Y,PE,-1,-1,26,125,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0320,MI0320-002,ST. CHARLES DISTRICT LIBRARY,104 WEST SPRUCE STREET,ST. CHARLES,SAGINAW,48655,1238,5178659371,ME,SD,SO,Y,OTH,7793,7753,1,0,0,1,3.13,0.63,3.76,128645,7298,2318,16003,154264,65653,4899,70552,29786,37300,137638,4765,20063,229,42,92,2180,18460,3744,30729,1143,563,14476,1718,0,6997,16,Y,Y,PE,-1,-1,26,145,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0321,MI0321-002,ST. CLAIR COUNTY LIBRARY,210 MCMORRAN BOULEVARD,PORT HURON,ST. CLAIR,48060,4098,8109877323,ME,CO,MO,Y,CO2,142694,141961,1,9,0,14.06,30.16,30.1,60.26,3471122,151557,11840,87552,3722071,1351753,413226,1764979,587265,504756,2857000,189141,291957,15995,11173,619,21034,416357,35935,554221,1815,761,166266,16688,10000,40000,7,Y,Y,PE,-1,-1,26,147,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0322,MI0322-002,ST. CLAIR SHORES PUBLIC LIBRARY,22500  ELEVEN MILE ROAD,ST. CLAIR SHORES,MACOMB,48081,1399,8107719020,ME,CI,SO,Y,CI1,68107,67757,1,0,0,8.56,8.56,12.21,20.77,1290251,65048,0,34426,1389725,687660,325118,1012778,132719,199930,1345427,18658,123750,3195,3214,477,3080,200132,30203,308172,6074,12014,92451,2629,24917,42457,25,Y,Y,PE,-1,-1,26,099,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0323,MI0323-002,ST. IGNACE PUBLIC LIBRARY,6 SPRING STREET,ST. IGNACE,MACKINAC,49781,1606,9066438318,ME,CI,SO,Y,OTH,4284,4262,1,0,0,0,0.75,0.25,1,93121,4116,0,5745,102982,,,,12651,,65016,12603,14628,663,497,76,1916,14000,400,26531,65,240,8513,375,200,5000,62,Y,Y,PE,-1,-1,26,097,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0324,MI0324-002,STAIR PUBLIC LIBRARY,228 WEST MAIN STREET,MORENCI,LENAWEE,49256,1421,5174586510,ME,CI,SO,Y,OTH,3163,3147,1,0,0,0,1.43,0.7,2.13,43596,3021,0,6265,52882,28470,2178,30648,9243,5902,45793,35723,16633,339,6,79,1306,3440,780,17072,80,153,5835,430,0,360,0,Y,Y,PE,-1,-1,26,091,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0325,MI0325-002,STERLING HEIGHTS PUBLIC LIBRARY,40255 DODGE PARK ROAD,STERLING HEIGHTS,MACOMB,48313,4140,8109776123,ME,CI,SO,Y,CI1,117810,117205,1,0,0,14.19,14.19,17.76,31.95,1678037,112519,80318,75076,1945950,1102818,301601,1404419,270327,259412,1934158,2687,200849,10653,3741,312,3085,300173,69989,662773,20630,23212,353200,5089,27975,97985,400,Y,Y,PE,-1,-1,26,099,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0326,MI0326-002,STURGIS PUBLIC LIBRARY,255 NORTH STREET,STURGIS,ST. JOSEPH,49091,1433,6166513687,ME,CI,SO,Y,OTH,16130,16047,1,0,0,2.81,5.44,4.2,9.64,487541,15406,0,39964,542911,260450,82248,342698,67559,82842,493099,14186,56575,1585,1392,154,2807,124800,16846,161129,958,1604,51561,4302,8050,4200,2,Y,Y,PE,-1,-1,26,149,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0327,MI0327-002,SUNFIELD DISTRICT LIBRARY,112 MAIN STREET,SUNFIELD,EATON,48890,0097,5175668065,ME,SD,SO,Y,OTH,2473,2460,1,0,0,0,0.45,0.28,0.73,17269,1911,254,5756,25190,,,,5756,,23951,0,9187,60,287,44,1186,6000,863,9591,53,554,4001,100,0,20,26,Y,Y,ST,-1,0,26,045,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,28,20
MI,MI0328,MI0328-002,SURREY TOWNSHIP PUBLIC LIBRARY,105 EAST MICHIGAN STREET,FARWELL,CLARE,48622,0189,5175889782,ME,CI,SO,Y,OTH,8441,8398,1,0,0,0,1.1,1.35,2.45,74531,8062,0,17266,99859,37995,3147,41142,17489,2342,60973,12044,33717,1267,342,62,1500,3000,1500,40000,4,12,7600,82,0,150,0,Y,Y,PI,-1,-1,26,035,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0329,MI0329-002,SUTTONS BAY AREA DISTRICT LIBRARY,416 FRONT STREET,SUTTONS BAY,LEELANAU,49682,0340,6162713512,ME,SD,SO,Y,OTH,4201,4179,1,0,0,0.8,0.8,0.55,1.35,72726,4012,0,0,76738,,,,23834,,78457,3288,18400,1270,430,72,1794,18500,870,30243,173,361,8187,814,200,1399,82,Y,Y,PE,-1,-1,26,089,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0330,MI0330-002,TAHQUAMENON AREA PUBLIC LIBRARY,700 NEWBERRY AVENUE,NEWBERRY,LUCE,49868,1598,9062935214,ME,SC,SO,Y,SD1,6992,6956,1,0,0,0,1,0.43,1.43,49947,6408,0,16087,72442,,,,12400,,41736,10000,30171,257,155,83,1820,6244,3000,6244,19,104,2000,35,1300,0,18,Y,Y,PE,-1,-1,26,095,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0331,MI0331-002,TAMARACK PUBLIC LIBRARY,407 EAST LINCOLN AVENUE,LAKEVIEW,MONTCALM,48850,0469,5173526274,ME,CI,SO,Y,OTH,8093,8051,1,0,0,0.85,0.85,2.18,3.03,97070,7729,0,12018,116817,45886,5662,51548,14326,30666,96540,7722,20071,279,174,67,2076,29071,666,36672,959,1591,13661,735,331,2104,1,Y,Y,PI,-1,-1,26,117,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0332,MI0332-002,TAYMOUTH TOWNSHIP LIBRARY,2361 EAST BURT ROAD,BURT,SAGINAW,48417,0158,5177704651,ME,CI,SO,Y,CI1,4524,4501,1,0,0,0,0.85,0.55,1.4,39825,4321,0,2207,46353,,,,8515,,43759,0,11382,374,441,32,1645,9880,2392,17695,55,198,8307,159,0,215,0,Y,Y,PE,-1,-1,26,145,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0333,MI0333-002,TECUMSEH PUBLIC LIBRARY,215 NORTH OTTAWA STREET,TECUMSEH,LENAWEE,49286,1564,5174232238,ME,SC,SO,Y,SD1,15304,15225,1,0,0,1,4,4.7,8.7,347477,14617,0,24322,386416,182541,55225,237766,54105,0,291871,20947,40814,1621,921,136,3177,105736,5078,94011,957,658,20353,1842,848,0,3,Y,Y,PE,-1,-1,26,091,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0334,MI0334-002,TEKONSHA TOWNSHIP PUBLIC LIBRARY,109 EAST CANAL STREET,TEKONSHA,CALHOUN,49092,9796,5177674769,ME,CI,SO,Y,OTH,1969,1959,1,0,0,0,0.38,0,0.38,10651,1805,0,201,12657,,,,3283,,13240,451,8275,0,75,15,762,1827,10,3321,24,425,854,0,0,610,0,Y,Y,PE,-1,-1,26,025,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0335,MI0335-002,THEODORE A. CUTLER MEMORIAL LIBRARY,312 MICHIGAN AVENUE,ST. LOUIS,GRATIOT,48880,1529,5176815141,ME,CI,SO,Y,OTH,7272,7235,1,0,0,1,1,2.08,3.08,121402,7169,0,40380,168951,63873,9949,73822,19114,30139,123075,81686,26945,335,650,62,2678,9500,2509,31741,226,47,4152,900,1200,767,5,Y,Y,PE,-1,-1,26,057,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0336,MI0336-002,THOMAS TOWNSHIP LIBRARY,8207 SHIELDS DRIVE,SAGINAW,SAGINAW,48609,4814,5177813770,ME,CI,SO,Y,CI1,10971,10915,1,0,0,0,2,3.19,5.19,263670,10275,0,43985,317930,100895,11359,112254,43796,43362,199412,1580,37407,823,943,83,2812,55012,8050,88318,364,622,35553,1400,2625,3615,2,Y,Y,PE,-1,-1,26,145,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0337,MI0337-002,THOMPSON HOME PUBLIC LIBRARY,125 WEST CENTER STREET,ITHACA,GRATIOT,48847,1412,5178754184,ME,CI,SO,Y,OTH,10563,10509,1,0,0,0,3.25,0.25,3.5,163869,0,0,30532,194401,51461,3906,55367,18285,23034,96686,806,22609,108,461,75,2912,22500,4900,30716,384,710,8261,750,0,0,32,Y,Y,PE,-1,-1,26,057,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0338,MI0338-002,THORNAPPLE KELLOGG SCHOOL AND COMMUNITY LIBRA,3885 BENDER ROAD,MIDDLEVILLE,BARRY,49333,9273,6167953394,ME,SC,SO,Y,SD2,10845,10789,1,0,0,1,1,1.8,2.8,108182,10493,0,6950,125625,75400,15459,90859,15087,26433,132379,0,38296,834,253,69,2245,38976,8760,41480,1987,1940,18098,295,1247,4818,46,Y,Y,PE,-1,-1,26,015,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0339,MI0339-002,THREE OAKS TOWNSHIP LIBRARY,102 OAK STREET,THREE OAKS,BERRIEN,49128,1303,6167565621,ME,CI,SO,Y,OTH,5867,5837,1,0,0,0,1.1,0.75,1.85,93658,5493,98,35438,134687,,,,11720,,59790,10204,23266,210,700,40,2288,20549,737,21181,81,284,9688,1512,260,1344,12,Y,Y,PE,-1,-1,26,021,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0340,MI0340-002,THREE RIVERS PUBLIC LIBRARY,920 WEST MICHIGAN AVENUE,THREE RIVERS,ST. JOSEPH,49093,2137,6162738666,ME,CI,SO,Y,OTH,13681,13611,1,0,0,1,3,5.98,8.98,286722,19206,0,0,305928,154922,35890,190812,43808,87245,321865,28701,48831,705,652,167,2520,94283,23104,92489,832,964,31273,2563,0,12000,0,Y,Y,PE,-1,-1,26,149,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0341,MI0341-002,TOPINABEE PUBLIC LIBRARY,1576 STRAITS HIGHWAY,TOPINABEE,CHEBOYGAN,49791,M,6162387514,ME,CI,SO,Y,OTH,1314,1307,1,0,0,0,0.43,0,0.43,26113,1958,0,4145,32216,,,,3202,,16391,0,7686,124,9,47,840,2000,225,12838,10,13,5329,0,1601,0,4,Y,Y,ST,-1,0,26,031,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,28,20
MI,MI0342,MI0342-002,TRAVERSE AREA DISTRICT LIBRARY,610 WOODMERE AVENUE,TRAVERSE CITY,GRAND TRAVERSE,49686,3347,6169328500,ME,SD,MO,Y,CO2,70284,69923,1,1,0,5,5,25.43,30.43,2000753,96145,16327,156230,2269455,829845,176989,1006834,171977,683939,1862750,106370,104324,14060,5120,172,5062,90000,38713,479539,3714,3693,133429,9334,4955,0,73,Y,Y,PE,-1,-1,26,055,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0343,MI0343-002,TROY PUBLIC LIBRARY,510 WEST BIG BEAVER ROAD,TROY,OAKLAND,48084,5289,2485243538,ME,CI,MO,Y,CI1,72884,72510,1,2,0,20.8,20.8,38.65,59.45,3103323,69611,0,40790,3213724,1224982,358402,1583384,449501,678731,2711616,27406,222040,27868,9773,697,6849,545579,313524,776205,20660,16465,239137,17237,55680,266780,28,Y,Y,PE,-1,-1,26,125,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0344,MI0344-002,UTICA PUBLIC LIBRARY,7530 AUBURN ROAD,UTICA,MACOMB,48317,5216,8107314141,ME,CI,SO,Y,CI1,5081,5055,1,0,0,0,2.75,0.43,3.18,111815,4853,0,12527,129195,69374,13547,82921,11574,14141,108636,0,19997,347,340,70,2419,24100,2400,27247,1213,2810,10364,460,0,833,0,Y,Y,PE,-1,-1,26,099,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0345,MI0345-002,VAN BUREN DISTRICT LIBRARY,200 NORTH PHELPS STREET,DECATUR,VAN BUREN,49045,1086,6164234771,ME,SD,MO,Y,OTH,39556,39353,1,6,0,2,8.26,11.99,20.25,867733,35447,0,92554,995734,464879,93990,558869,133326,187756,879951,113287,130529,2331,3749,385,13767,66157,1500,218834,3345,1278,88919,5424,0,14001,0,Y,Y,PE,-1,-1,26,159,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
MI,MI0346,MI0346-002,VERMONTVILLE TOWNSHIP LIBRARY,120 EAST FIRST STREET,VERMONTVILLE,EATON,49096,0910,5177261362,ME,CI,SO,Y,OTH,3561,3543,1,0,0,0,0.93,0.17,1.1,22406,3264,0,7889,33559,,,,8178,,28842,542,18688,0,773,33,1520,10400,2600,23007,245,667,11858,200,505,170,24,Y,Y,PI,-1,-1,26,045,1999,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,20,20
