LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
MI0071,Constantine Township Library,165 Canaris Street,Constantine,49042,1015,6164357957,4907,1,0,0,0,2.04,0.07,2.11,77217,4475,0,10858,92550,36600,310,36910,18542,18354,73806,2943,16584,200,351,120,2404,14700,1250,26694,432,1408,11530,1515,ME,CI,SO,St. Joseph,Y,176,525,0,Y,N,,4884,MI0071,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0072,Northeast Ottawa District Library,333 Ottawa Street,Coopersville,49404,1243,6168376809,11116,1,0,0,0,3.95,1.18,5.13,208653,10334,0,24589,243576,104302,14575,118877,29710,83557,232144,322851,31405,719,879,71,2251,44661,14123,71889,1784,1700,39308,5290,ME,SD,SO,Ottawa,Y,4284,17537,68,Y,Y,PE,11064,MI0072,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0073,Corunna Public Library,401 N. Shiawassee Street,Corunna,48817,1035,5177434800,6928,1,0,0,0,0.85,1.1,1.95,45163,5581,4833,5810,61387,,,,9244,,42685,0,13636,129,100,80,1478,12500,950,29997,997,1316,10865,400,ME,CI,SO,Shiawassee,Y,0,919,0,Y,Y,ST,6895,MI0073,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0074,Crawford County Library,100 S. James Street,Grayling,49738,1816,5173489214,10641,1,2,0,0,1.38,2.13,3.51,74487,10707,0,31264,116458,53691,21635,75326,27965,23624,126915,9857,28423,1246,433,42,3672,69978,3251,50729,75,1120,12566,1642,ME,CO,MO,Crawford,Y,0,0,16,Y,Y,PE,10591,MI0074,MI,26,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
MI0075,Cromaine District Library,3688 N. Hartland Road,Hartland,48353,0950,8106325200,20772,1,0,0,3.13,3.13,7.23,10.36,506272,18907,0,17004,542183,287327,104964,392291,70679,83094,546064,7349,50896,1569,578,306,2711,138456,14500,137634,2863,1131,66516,4130,ME,SD,SO,Livingston,Y,9200,7492,88,Y,Y,PI,20674,MI0075,MI,26,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0
MI0076,Crooked Tree District Library,2167 North Shore Drive,Walloon Lake,49796,0518,6165352111,3158,1,1,0,0,1.2,0,1.2,31883,2615,0,3182,37680,,,,6553,,41455,366,10829,155,57,18,1826,5825,250,8447,31,234,2814,32,ME,SD,MO,Charlevoix,Y,0,0,0,Y,Y,PI,3143,MI0076,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0077,Crystal Falls District Community Library,401 Superior Avenue,Crystal Falls,49920,1424,9068753344,4438,1,0,0,0,0.55,0.75,1.3,25203,4047,1404,7915,38569,,,,11135,,42175,515,15027,245,42,47,2176,13742,951,18295,8,138,5159,516,ME,SD,SO,Iron,Y,0,0,0,N,N,,4417,MI0077,MI,26,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10, 0
MI0078,Dearborn Public Library,16301 Michigan Avenue,Dearborn,48126,2792,3139432037,89286,1,3,0,23,23,47,70,3628253,81269,0,84985,3794507,1875432,725813,2601245,624500,386508,3612253,0,247680,21006,12041,807,9805,711750,171200,997274,18,168,304168,31160,ME,CI,MO,Wayne,Y,0,0,20,Y,Y,PI,88866,MI0078,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0080,Deckerville Public Library,3542 North Main Street,Deckerville,48427,9638,8103768015,4788,1,0,0,0,0.75,0.9,1.65,49234,919,0,5056,55209,,,,11183,,55544,19714,18424,210,348,83,1705,16287,2852,22674,15,170,8528,244,ME,CI,SO,Sanilac,Y,0,0,0,N,Y,PI,4765,MI0080,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0081,Delton District Library,108 S. Grove Street,Delton,49046,0155,6166238040,12306,1,0,0,0.8,1.8,0.05,1.85,59931,10775,0,5533,76239,,,,7175,,67168,0,22047,319,128,24,2040,18408,2496,28285,522,1286,8210,175,ME,SD,SO,Barry,Y,0,0,0,N,N,,12248,MI0081,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI082,Detour Area School and Public Library,202 S. Division Street,Detour Village,49725,0068,9062972011,1952,1,0,0,0,0.93,0,0.93,29779,1777,0,1472,33028,,,,5899,,31861,1843,17138,104,948,61,1717,19810,1800,10749,3,11,3518,3690,ME,SP,SO,Chippewa,Y,1736,0,113,N,Y,PE,1943,MI0082,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0083,Detroit Public Library,5201 Woodward Avenue,Detroit,48202,4007,3138331000,1027974,1,25,1,201,201,298,499,15999931,9283925,79494,677275,26040625,13263990,4629284,17893274,2822573,4254284,24970131,268314,3748161,33180,21393,7072,48178,1743980,1446982,1594963,11168,807,449242,53508,ME,CI,MO,Wayne,Y,-1,401241,-1,Y,Y,PI,1023141,MI0083,MI,26,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10,10, 0
MI0084,Dexter District Library,8040 Fourth Street,Dexter,48130,1103,3134264477,10690,1,0,0,1,1.63,1.93,3.56,207407,9730,0,260382,477519,66729,9362,76091,25389,69234,170714,237073,26067,68,333,32,1872,15587,1347,27021,0,144,16212,76,ME,SD,SO,Washtenaw,Y,0,0,0,N,Y,ST,10640,MI0084,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0085,Dickinson County Library,401 Iron Mountain Street,Iron Mountain,49801,3435,9067741218,26831,1,1,1,1,3.81,11.31,15.12,652145,29697,0,58620,740462,322553,120009,442562,90963,193073,726598,0,82048,1606,3306,293,7660,183572,28192,251486,47,859,76842,3898,ME,CO,MO,Dickinson,Y,1913,26999,0,N,Y,ST,26705,MI0085,MI,26,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 8, 0
MI0086,Dorr Township Library,1807 142nd Avenue,Dorr,49323,9501,6166819678,9569,1,2,0,0.88,1.5,2.35,3.85,108822,8726,0,18450,135998,81755,0,81755,26117,24293,132165,1999,52642,1057,1359,110,3342,31453,2615,80070,3629,1919,43910,2171,ME,CI,MO,Allegan,Y,0,6748,0,N,Y,ST,9524,MI0086,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0087,Dowagiac Public Library,211 Commercial Street,Dowagiac,49047,1728,6167823826,13696,1,1,0,1.75,1.75,4.9,6.65,149745,12466,10010,19854,192075,101449,25029,126478,40855,32190,199523,2500,45604,2076,1066,119,3042,41964,7323,75417,795,631,21242,2045,ME,CI,MO,Cass,Y,7474,5713,15,Y,N,,13632,MI0087,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0088,Dowling Public Library,1765 E. Dowling Road,Hastings,49058,9332,6167213743,4631,1,0,0,0,0.25,0.25,0.5,14818,0,0,0,14818,,,,758,,12469,500,17500,0,0,66,1020,6200,5700,7200,310,1400,3450,350,ME,CI,SO,Barry,Y,0,2111,0,N,N,,4609,MI0088,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0089,Dryden Township Library,5480 Main Street,Dryden,48428,0280,8107963586,3399,1,0,0,0,0.65,2.35,3,109626,3094,0,6714,119434,38245,2275,40520,18153,5536,64209,5559,14547,824,66,89,1703,12400,780,23977,10,165,7326,602,ME,CI,SO,Lapeer,Y,1801,2984,19,Y,N,,3383,MI0089,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0091,White Cloud Public Library,1038 E. Wilcox Avenue,White Cloud,49349,0156,6166896631,7503,1,0,0,0,1.8,1.3,3.1,39252,6829,0,42884,88965,44714,11023,55737,14700,19916,90353,1424,28694,1128,929,118,2106,24960,3744,52277,1730,2255,27185,1139,ME,CI,SO,Newaygo,Y,0,5673,0,N,Y,ST,7468,MI0091,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0092,Eastpointe Memorial Library,15875 Oak Avenue,Eastpointe,48021,2316,8104455096,35283,1,0,0,4.44,4.44,6.5,10.94,529698,32115,15000,54161,630974,287067,109447,396514,93639,143304,633457,53085,73065,2120,2173,242,2799,219188,28031,213183,6726,6467,76533,2266,ME,CI,SO,Macomb,Y,0,35810,57,Y,Y,ST,35117,MI0092,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0093,East Lansing Public Library,950 Abbott Road,East Lansing,48823,3105,5173512420,50677,1,0,0,6,6.25,13.38,19.63,777471,46127,0,85358,908956,500799,124488,625287,115352,168319,908958,0,123957,1223,1268,400,3148,226193,25160,284915,3080,2709,57460,5946,ME,CI,SO,Ingham,Y,2491,15523,7,Y,Y,PE,50439,MI0093,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0094,Eaton Rapids Public Library,220 S. Main Street,Eaton Rapids,48827,1256,5176638744,10715,1,0,0,0,1,2,3,91782,8743,0,12147,112672,54850,11539,66389,27540,18237,112166,0,25662,422,1421,53,2592,50000,1400,64821,82,289,21869,250,ME,CI,SO,Eaton,Y,0,0,10,N,N,,10665,MI0094,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0095,Eau Claire District Library,6528 E. Main Street,Eau Claire,49111,0328,6164616241,7716,1,0,0,1,1,1.65,2.65,76004,7036,0,8549,91589,39399,7091,46490,10629,35968,93087,9763,24189,346,358,54,2440,11847,1300,34661,546,243,13616,408,ME,SD,SO,Berrien,Y,199,439,1,N,N,,7680,MI0095,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0096,Edna C. Bentley Memorial Library,135 S. Main Street,Perry,48872,0017,5176253166,7597,1,1,0,0,1,1,2,40443,6928,0,7969,55340,,,,9114,,55869,379,14206,130,924,39,2001,33866,6471,49274,594,1784,23857,740,ME,CI,MO,Shiawassee,Y,0,0,0,Y,N,,7561,MI0096,MI,26,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0
MI0097,Elberta Public Library,704 Frankfort Avenue,Elberta,49628,9999,6163524351,1047,1,0,0,0,0.43,0,0.43,12184,804,0,0,12988,,,,3563,,12817,0,7447,0,0,40,780,1184,430,7245,25,50,2130,0,ME,SD,SO,Benzie,Y,0,0,0,N,N,,1042,MI0097,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0421,Elk Rapids District Library,300 Noble Street,Elk Rapids,49629,0337,6162649979,4223,1,0,0,0,0.78,0.93,1.71,65269,0,0,5339,70608,,,,12695,,65602,14972,12600,230,0,46,1591,13450,187,24698,13,158,7904,492,ME,SD,SO,Antrim,Y,0,0,0,N,N,,4203,MI0098,MI,26,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
MI0099,Elk Township Library,29 E. Lapeer Street,Peck,48466,0268,8103785409,3494,1,0,0,0,1.08,0,1.08,36909,3186,0,1145,41240,,,,6625,,36346,42,12686,270,159,47,1872,8000,300,9203,114,52,3612,350,ME,CI,SO,Sanilac,Y,0,0,0,N,N,,3478,MI0099,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0100,Elsie Public Library,145 W. Main Street,Elsie,48831,0288,5178624633,5285,1,0,0,0,0.65,1.75,2.4,36864,1947,0,19008,57819,16198,2560,18758,8488,7791,35037,14383,22089,0,0,76,1288,11271,4982,15212,0,0,8198,757,NO,SD,SO,Clinton,Y,0,0,0,N,N,,5260,MI0100,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0101,Escanaba Public Library,400 Ludington Street,Escanaba,49829,0627,9067897323,28733,1,1,0,1,3,5.53,8.53,287056,26153,0,26514,339723,158327,30666,188993,57800,82774,329567,0,65754,618,0,115,3000,115268,13305,128589,15,135,45013,2730,ME,CI,MO,Delta,Y,2621,8298,15,Y,Y,ST,28598,MI0101,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0102,Evart Public Library,P.O. Box 576,Evart,49631,0576,6167345542,6528,1,0,0,0,2.05,0.48,2.53,80719,7195,0,8675,96589,36227,5021,41248,21531,30935,93714,8815,25082,708,24,108,2044,15080,10200,42025,125,206,14008,2120,ME,SD,SO,Osceola,Y,0,0,0,N,N,,6497,MI0102,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0103,Fairgrove Township Library,1959 Main Street,Fairgrove,48733,0098,5176936050,5022,1,0,0,0,0.7,1.58,2.28,41543,964,0,10603,53110,29263,2239,31502,13161,8719,53382,200,23377,125,735,70,2073,10000,1560,21713,229,129,6088,150,ME,CI,SO,Tuscola,Y,0,0,0,N,Y,ST,4998,MI0103,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI104,Falmouth Area Library,766 E Prosper Road,Falmouth,49632,0602,6168263738,854,1,0,0,0,0.5,0,0.5,5554,0,0,508,6062,,,,49,,4523,0,7346,0,28,0,762,99,0,291,0,0,127,0,ME,CI,SO,Missaukee,Y,0,0,0,N,N,,850,MI0104,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0105,Farmington Community Library,32737 W. Twelve Mile Road,Farmington Hills,48334,3302,8105530300,84784,1,1,0,15.9,15.9,34.58,50.48,2560232,77171,0,252300,2889703,1417446,295339,1712785,367965,609825,2690575,153336,273612,7139,6123,715,6952,717738,212193,739333,1691,2272,325306,24536,ME,SD,MO,Oakland,Y,65896,43861,53,Y,Y,PE,84385,MI0105,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI1006,DeWitt Public Library,206 W. Washington Street,Dewitt,48820,0589,5176693156,26359,1,0,0,0,2.7,0.9,3.6,124228,13118,2800,22938,163084,76712,6093,82805,34988,21914,139707,5190,21037,458,2293,82,2924,47140,7006,67618,177,210,34406,176,ME,SD,SO,Clinton,Y,2799,5699,20,Y,N,,26235,MI0106,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0107,Fennville District Library,400 W. Main Street,Fennville,49408,1130,6165615050,11564,1,0,0,0,0.63,2,2.63,75773,10526,0,21534,107833,60250,0,60250,10629,37911,108790,24819,22714,874,168,82,2145,15000,400,27879,1705,1194,10460,1625,ME,SD,SO,Allegan,Y,0,708,0,Y,Y,ST,11510,MI0107,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0108,Ferndale Public Library,222 E. Nine Mile Road,Ferndale,48220,1731,8105462504,25084,1,0,0,2,3.53,3.85,7.38,327105,25358,0,39571,392034,186744,102332,289076,55891,45616,390583,10881,84419,931,2780,131,2051,34093,10462,86126,1156,734,25385,2836,ME,CI,SO,Oakland,Y,0,29550,0,N,Y,ST,24966,MI0108,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0109,Fife Lake Public Library,137 State Street,Fife Lake,49633,9999,6168794101,1344,1,0,0,0,0.45,0.19,0.64,4073,1226,0,15075,20374,,,,2732,,16570,2281,8991,0,12,20,916,2340,780,5528,217,201,2490,200,ME,CI,SO,Grand Traverse,Y,0,0,0,N,N,,1338,MI0109,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0110,Thomas E. Fleschner Memorial Library,8425 Main Street,Birch Run,48415,9704,5176245171,5354,1,0,0,0,1,0.4,1.4,44288,4882,0,6047,55217,,,,7379,,48696,3527,14475,324,424,32,1711,14207,1300,26183,339,450,13000,1200,ME,CI,SO,Saginaw,Y,0,0,0,N,Y,PI,5329,MI0110,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
M0I111,Flint Public Library,1026 East Kearsley Street,Flint,48502,1994,8102327111,140826,1,3,1,26,26,31.5,57.5,4038726,142093,0,130941,4311760,2228822,893277,3122099,367609,812755,4302463,28169,447545,14489,5808,1683,10021,361890,148269,409846,1435,1200,122068,22158,ME,SC,MO,Genesee,Y,4854,204626,668,Y,Y,PI,140164,MI0111,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
M0I112,Forsyth Township Public Library,184 W. Flint,Gwinn,49841,1328,9063463433,8775,1,0,0,0,0.63,0.95,1.58,48289,8002,0,2364,58655,,,,5322,,50348,250,13200,230,0,58,2018,14240,1480,14937,150,330,0,955,ME,CI,SO,Marquette,Y,0,0,0,N,N,,8734,MI0112,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0113,Fowlerville District Library,131 Mill Street,Fowlerville,48836,0313,5172239089,10508,1,0,0,0,1,1.7,2.7,129491,11510,0,20482,161483,51969,8445,60414,22841,23508,106763,4742,25749,645,372,56,2366,29817,10175,38088,0,248,18890,1152,ME,SD,SO,Livingston,Y,0,0,0,N,Y,PE,10459,MI0113,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0114,Benzie Shores District Library,630 Main Street,Frankfort,49635,0631,6163524671,1970,1,0,0,0.88,1.58,0.05,1.63,87024,860,0,14166,102050,,,,15600,,101620,0,16692,974,0,75,1928,28600,10000,25151,110,696,8781,2000,ME,SD,SO,Benzie,Y,0,220,0,Y,Y,PI,1961,MI0114,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0115,Franklin Public Library,32455 Franklin Road,Franklin,48025,1130,8108512254,2626,1,0,0,0.7,0.7,0.58,1.28,44400,2894,0,8553,55847,,,,15055,,84271,11335,15180,282,0,40,2285,12668,208,9329,443,112,3011,265,ME,CI,SO,Oakland,Y,0,12590,0,Y,Y,PI,2614,MI0115,MI,26,97,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0,10, 0, 0
MI0116,Fraser Public Library,16330  E. 14 Mile Road,Fraser,48026,2034,8102932055,13899,1,0,0,2.43,2.43,5.63,8.06,338346,12652,0,12784,363782,175183,80079,255262,45477,43617,344356,0,61280,1541,1935,147,2480,87500,27000,160977,10000,5000,54000,2644,ME,CI,SO,Macomb,Y,6297,25602,0,Y,Y,PE,13834,MI0116,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0117,Freeport District Library,208  S. State Street,Freeport,49325,9759,6167655181,6802,1,0,0,0,0.6,0,0.6,28469,3096,0,3860,35425,,,,8912,,32476,2948,10938,285,454,20,1020,10325,410,21222,1193,622,11540,590,ME,SD,SO,Barry,Y,0,981,0,N,Y,ST,6770,MI0117,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0118,Fremont Area District Library,104 E. Main Street,Fremont,49412,1246,6169243480,9497,1,0,0,2.7,2.7,3.2,5.9,150514,8644,0,189274,348432,146282,46224,192506,48749,111098,352353,42220,62380,2983,414,201,2665,33725,7515,128756,5312,4691,45064,5645,ME,SD,SO,Newaygo,Y,2044,5382,12,Y,Y,ST,9452,MI0118,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0119,Galesburg Memorial Library,188 E. Michigan Avenue,Galesburg,49053,9501,6166657839,9119,1,0,0,0,1.5,0,1.5,39433,3294,0,690,43417,,,,9478,,43417,0,21361,261,261,34,1560,6850,1402,18124,80,262,7651,908,ME,CI,SO,Kalamazoo,Y,0,204,21907,N,N,,9076,MI0119,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
MI0120,Galien Township Public Library,302 Main Street,Galien,49113,0278,6165458281,3094,1,0,0,0,0.66,0,0.66,24365,2822,0,0,27187,,,,5993,,24250,3261,29626,190,162,39,1378,4695,303,7182,62,221,2863,42,ME,CI,SO,Berrien,Y,0,614,16,Y,Y,PE,3079,MI0120,MI,26,97,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
