STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_OUT_TY,C_MSA,SQ_FEET,L_NUM_BM,PUB_FIPS,CNTYFIPS,YR_SUB,IMP1,IMP2
MN,MN0035,005,M0207,FRIDLEY: MISSISSIPPI BRANCH LIBRARY,410 MISSISSIPPI ST NE,FRIDLEY,ANOKA,55432,4416,7635711934,BR,NC,11007,0,27,003,2003,0,0
MN,MN0035,006,M0208,HAM LAKE: NORTH CENTRAL BRANCH LIBRARY,17565 CENTRAL AVE NE,HAM LAKE,ANOKA,55304,4399,7634346542,BR,NC,4220,0,27,003,2003,0,0
MN,MN0035,007,M0202,BLAINE: JOHNSVILLE BRANCH LIBRARY,12461 OAK PARK BLVD NE,BLAINE,ANOKA,55434,3100,7637673853,BR,NC,7400,0,27,003,2003,0,0
MN,MN0035,008,M0206,COON RAPIDS: NORTHDALE BRANCH LIBRARY,408 NORTHDALE BLVD,COON RAPIDS,ANOKA,55448,3364,7637673851,BR,NC,7500,0,27,003,2003,0,0
MN,MN0035,011,M0212,ST. FRANCIS BRANCH LIBRARY,3519 BRIDGE ST NW,ST FRANCIS,ANOKA,55070,9754,7637532131,BR,NC,2275,0,27,003,2003,0,0
MN,MN0035,014,M0203,BLAINE: NORTHTOWN CENTRAL LIBRARY,711 HIGHWAY 10 NE,BLAINE,ANOKA,55434,2398,7637173267,CE,NC,6320,0,27,003,2003,0,0
MN,MN0035,015,M0213,ANOKA:  RUM RIVER (OPENED JUNE 2000),4201 6TH AVE N,ANOKA,ANOKA,55434,M,7635764695,BR,NC,30150,0,27,003,2003,0,0
MN,MN0037,002,M0230,COLUMBIA HEIGHTS PUBLIC LIBRARY,820 40TH AVENUE NE,COLUMBIA HEIGHTS,ANOKA,55421,2996,7637063690,CE,NC,13570,0,27,003,2003,0,0
MN,MN0038,002,M0301,CHANHASSEN PUBLIC LIBRARY,690 CITY CENTER DRIVE,CHANHASSEN,CARVER,55317,9683,9529348689,BR,NC,3500,0,27,019,2003,0,0
MN,MN0038,003,M0302,CHASKA PUBLIC LIBRARY,3 CITY HALL PLAZA,CHASKA,CARVER,55318,1963,9524483886,BR,NC,8480,0,27,019,2003,0,0
MN,MN0038,004,M0305,WACONIA PUBLIC LIBRARY,101 S ELM STREET,WACONIA,CARVER,55387,1414,9524424714,BR,NC,3000,0,27,019,2003,0,0
MN,MN0038,005,M0306,WATERTOWN LIBRARY,309 LEWIS AVENUE,WATERTOWN,CARVER,55388,8351,9529552939,BR,NC,3700,0,27,019,2003,0,0
MN,MN0038,006,M0303,NORWOOD YOUNG AMERICA PUBLIC LIBRARY,102 MAIN STREET E,NORWOOD-YA,CARVER,55397,0058,9524672665,BR,NC,4000,0,27,019,2003,0,0
MN,MN0039,002,M0430,FARMINGTON COMMUNITY LIBRARY,508 THIRD STREET,FARMINGTON,DAKOTA,55024,1357,6514637990,BR,NC,12500,0,27,037,2003,0,0
MN,MN0039,003,M0440,HASTINGS: PLEASANT HILL LIBRARY,1490 FRONTAGE ROAD,HASTINGS,DAKOTA,55033,2488,6514375286,BR,NC,16030,0,27,037,2003,0,0
MN,MN0039,004,M0450,WEST ST. PAUL: WENTWORTH COMM LIBRARY,199 WENTWORTH AV,WEST ST PAUL,DAKOTA,55118,3536,6514578497,BR,NC,27500,0,27,037,2003,0,0
MN,MN0039,005,M0406,BOOKMOBILE-DAKOTA COUNTY,1101 W COUNTY ROAD 42,BURNSVILLE,DAKOTA,55337,4494,9528987100,BS,NC,-3,1,27,037,2003,0,0
MN,MN0039,006,M0410,BURNSVILLE: BURNHAVEN COMM LIBRARY,1101 W COUNTY ROAD 42,BURNSVILLE,DAKOTA,55337,4494,9524357177,BR,NC,27800,0,27,037,2003,0,0
MN,MN0039,007,M0420,EAGAN: WESCOTT COMMUNITY LIBRARY,1340 WESCOTT ROAD,EAGAN,DAKOTA,55123,1029,6516881500,CE,NC,52574,0,27,037,2003,0,0
MN,MN0039,008,M0405,APPLE VALLEY: GALAXIE LIBRARY,14355 GALAXIE AVENUE,APPLE VALLEY,DAKOTA,55124,8579,6128917045,BR,NC,28495,0,27,037,2003,0,0
MN,MN0039,009,M0460,LAKEVILLE: HERITAGE LIBRARY,20085 HERITAGE DRIVE,LAKEVILLE,DAKOTA,55044,6848,6513653232,BR,NC,19641,0,27,037,2003,0,0
MN,MN0039,010,M0470,INVER GROVE HEIGHTS:  INVER GLEN LIBRARY,8098 BLAINE AVENUE,INVERGROVE HEIGHT,DAKOTA,55076,3249,6515527527,BR,NC,12342,0,27,037,2003,0,0
MN,MN0040,003,M0490,SOUTH SAINT PAUL PUBLIC LIBRARY,106 3RD AVENUE N,SOUTH ST PAUL,DAKOTA,55075,2098,6515543240,CE,NC,10400,0,27,037,2003,0,0
MN,MN0041,002,M0505,AUGSBURG PARK LIBRARY,7100 NICOLLET AVENUE,RICHFIELD,HENNEPIN,55423,3197,9528475300,BR,NC,15039,0,27,053,2003,0,0
MN,MN0041,003,M0515,BROOKLYN PARK LIBRARY,8600 ZANE AVENUE NORTH,BROOKLYN PARK,HENNEPIN,55443,1897,7634248002,BR,NC,15117,0,27,053,2003,0,0
MN,MN0041,004,M0520,CHAMPLIN COMMUNITY LIBRARY,12154 ENSIGN AVENUE NORTH,CHAMPLIN,HENNEPIN,55316,1944,7634271010,BR,NC,8905,0,27,053,2003,0,0
MN,MN0041,005,M0525,EDEN PRAIRIE COMMUNITY LIBRARY,479 PRAIRIE CENTER DRIVE,EDEN PRAIRIE,HENNEPIN,55344,5319,9528295460,BR,NC,14911,0,27,053,2003,0,0
MN,MN0041,006,M0530,EDINA COMMUNITY LIBRARY`,4701 WEST 50TH STREET,EDINA,HENNEPIN,55424,1397,9529221611,BR,NC,18000,0,27,053,2003,0,0
MN,MN0041,007,M0535,EXCELSIOR COMMUNITY LIBRARY,343 THIRD STREET,EXCELSIOR,HENNEPIN,55331,1878,9528475450,BR,NC,3746,0,27,053,2003,0,0
MN,MN0041,008,M0540,GOLDEN VALLEY COMMUNITY LIBRARY,830 WINNETKA AVENUE NORTH,GOLDEN VALLEY,HENNEPIN,55427,4532,7635408290,BR,NC,15449,0,27,053,2003,0,0
MN,MN0041,009,M0543,HOPKINS COMMUNITY LIBRARY,22 11TH AVENUE NORTH,HOPKINS,HENNEPIN,55343,7575,9529302740,BR,NC,12479,0,27,053,2003,0,0
MN,MN0041,010,M0548,LONG LAKE COMMUNITY LIBRARY,1865 WAYZATA BLVD WEST,LONG LAKE,HENNEPIN,55356,9322,9528475525,BR,NC,1883,0,27,053,2003,0,0
MN,MN0041,011,M0552,MAPLE GROVE COMMUNITY LIBRARY,8351 ELM CREEK BOULEVARD,MAPLE GROVE,HENNEPIN,55369,4617,7634208377,BR,NC,14888,0,27,053,2003,0,0
MN,MN0041,012,M0556,MAPLE PLAIN COMMUNITY LIBRARY,5184 MAIN STREET EAST,MAPLE PLAIN,HENNEPIN,55359,9648,9528475700,BR,NC,4719,0,27,053,2003,0,0
MN,MN0041,013,M0564,MINNETONKA COMMUNITY LIBRARY,17524 EXCELSIOR BOULEVARD,MINNETONKA,HENNEPIN,55345,1099,9528475725,BR,NC,4357,0,27,053,2003,0,0
MN,MN0041,014,M0568,OSSEO COMMUNITY LIBRARY,415 CENTRAL AVENUE,OSSEO,HENNEPIN,55369,1194,7634253837,BR,NC,1378,0,27,053,2003,0,0
MN,MN0041,015,M0570,BLOOMINGTON: OXBORO COMMUNITY LIBRARY,8801 PORTLAND AVENUE SOUTH,BLOOMINGTON,HENNEPIN,55420,2997,9528475775,BR,NC,13949,0,27,053,2003,0,0
MN,MN0041,016,M0572,BLOOMINGTON: PENN LAKE COMM LIBRARY,8800 PENN AVENUE SOUTH,BLOOMINGTON,HENNEPIN,55431,2022,9528843667,BR,NC,14733,0,27,053,2003,0,0
MN,MN0041,017,M0575,RIDGEDALE-HENNEPIN AREA LIBRARY,12601 RIDGEDALE DRIVE,MINNETONKA,HENNEPIN,55305,1909,9528478800,BR,NC,61336,0,27,053,2003,0,0
MN,MN0041,018,M0578,CRYSTAL: ROCKFORD ROAD COMM LIBRARY,6401 42ND AVENUE NORTH,CRYSTAL,HENNEPIN,55427,1499,7635335010,BR,NC,19046,0,27,053,2003,0,0
MN,MN0041,019,M0580,ROGERS COMMUNITY LIBRARY,21300 JOHN MILLESS DRIVE,ROGERS,HENNEPIN,55374,M,9528476050,BR,NC,3159,0,27,053,2003,0,0
MN,MN0041,020,M0583,ST. ANTHONY COMMUNITY LIBRARY,ST. ANTHONY SHOPPING CENTER,ST ANTHONY,HENNEPIN,55418,3209,6127811900,BR,NC,5000,0,27,053,2003,0,0
MN,MN0041,021,M0585,ST. BONIFACIUS COMMUNITY LIBRARY,8624 KENNEDY MEMORIAL DRIVE,ST BONIFACIUS,HENNEPIN,55375,M,9524461418,BR,NC,1056,0,27,053,2003,0,0
MN,MN0041,022,M0587,ST. LOUIS PARK COMMUNITY LIBRARY,3240 LIBRARY LANE,ST LOUIS PARK,HENNEPIN,55426,4101,9529298108,BR,NC,15166,0,27,053,2003,0,0
MN,MN0041,023,M0590,EDINA: SOUTHDALE-HENNEPIN AREA LIBRARY,7001 YORK AVENUE SOUTH,EDINA,HENNEPIN,55435,4287,9528475900,BR,NC,71301,0,27,053,2003,0,0
MN,MN0041,024,M0592,WAYZATA COMMUNITY LIBRARY,620 RICE STREET,WAYZATA,HENNEPIN,55391,1734,9528476150,BR,NC,5409,0,27,053,2003,0,0
MN,MN0041,025,M0594,MOUND:  WESTONKA COMMUNITY LIBRARY,2079 COMMERCE BOULEVARD,MOUND,HENNEPIN,55364,1594,9524724105,BR,NC,8691,0,27,053,2003,0,0
MN,MN0041,026,M0510,BROOKDALE-HENNEPIN AREA LIBRARY,6125 SHINGLE CREEK PKWY,BROOKLYN CENTER,HENNEPIN,55430,2110,9528475600,BR,NC,32342,0,27,053,2003,0,0
MN,MN0041,028,M0596,BOOKMOBILE-HENNEPIN COUNTY,15700 36TH AVENUE NORTH,PLYMOUTH,HENNEPIN,55446,3263,7635516006,BS,NC,-3,1,27,053,2003,0,0
MN,MN0041,029,M0573,PLYMOUTH COMMUNITY LIBRARY,15700 36TH AVENUE NORTH,PLYMOUTH,HENNEPIN,55446,3263,9528475825,BR,NC,15650,0,27,053,2003,0,0
MN,MN0042,002,M0602,MINNEAPOLIS -CENTRAL LIBRARY,300 NICOLLET MALL,MINNEAPOLIS,HENNEPIN,55401,1992,6126306000,CE,CC,7320,0,27,053,2003,0,0
MN,MN0042,003,M0603,EAST LAKE COMMUNITY LIBRARY,2727 E LAKE STREET,MINNEAPOLIS,HENNEPIN,55406,1927,6126306550,BR,CC,15116,0,27,053,2003,0,0
MN,MN0042,004,M0604,FRANKLIN COMMUNITY LIBRARY,1314 E FRANKLIN AV,MINNEAPOLIS,HENNEPIN,55404,2924,6126306800,BR,CC,10453,0,27,053,2003,0,0
MN,MN0042,005,M0605,HOSMER COMMUNITY LIBRARY,347 E 36TH STREET,MINNEAPOLIS,HENNEPIN,55408,4567,6126306950,BR,CC,12700,0,27,053,2003,0,0
MN,MN0042,006,M0606,LINDEN HILLS COMMUNITY LIBRARY,2900 W 43RD STREET,MINNEAPOLIS,HENNEPIN,55410,1515,6126306750,BR,CC,7320,0,27,053,2003,0,0
MN,MN0042,007,M0607,NOKOMIS COMMUNITY LIBRARY,5100 34TH AVENUE S,MINNEAPOLIS,HENNEPIN,55417,1545,6126306700,BR,CC,13426,0,27,053,2003,0,0
MN,MN0042,008,M0608,NORTH REGIONAL COMMUNITY LIBRARY,1315 LOWRY AVENUE N,MINNEAPOLIS,HENNEPIN,55411,1398,6126306600,BR,CC,32600,0,27,053,2003,0,0
MN,MN0042,009,M0609,NORTHEAST COMMUNITY LIBRARY,2200 CENTRAL AV NE,MINNEAPOLIS,HENNEPIN,55418,3708,6126306900,BR,CC,15608,0,27,053,2003,0,0
MN,MN0042,010,M0610,PIERRE BOTTINEAU COMMUNITY LIBRARY,1224 2ND STREET NE,MINNEAPOLIS,HENNEPIN,55413,1130,6126306890,BR,CC,2044,0,27,053,2003,0,0
MN,MN0042,011,M0611,ROOSEVELT COMMUNITY LIBRARY,4026 28TH AVENUE S,MINNEAPOLIS,HENNEPIN,55406,3119,6126306590,BR,CC,4043,0,27,053,2003,0,0
MN,MN0042,012,M0612,SOUTHEAST COMMUNITY LIBRARY,1222 4TH STREET SE,MINNEAPOLIS,HENNEPIN,55414,2027,6126306850,BR,CC,18500,0,27,053,2003,0,0
MN,MN0042,013,M0613,SUMNER COMMUNITY LIBRARY,611 EMERSON AVENUE N.,MINNEAPOLIS,HENNEPIN,55411,4196,6126306390,BR,CC,10726,0,27,053,2003,0,0
MN,MN0042,014,M0614,WALKER COMMUNITY LIBRARY,2880 HENNEPIN AV,MINNEAPOLIS,HENNEPIN,55408,1957,6126306650,BR,CC,18500,0,27,053,2003,0,0
MN,MN0042,015,M0615,WASHBURN COMMUNITY LIBRARY,5244 LYNDALE AVENUE S,MINNEAPOLIS,HENNEPIN,55419,1222,6126306500,BR,CC,18965,0,27,053,2003,0,0
MN,MN0042,016,M0616,WEBBER PARK COMMUNITY LIBRARY,4310 WEBBER PARKWAY,MINNEAPOLIS,HENNEPIN,55412,1340,6126306640,BR,CC,4096,0,27,053,2003,0,0
MN,MN0042,017,M0601,BOOKMOBILE - MINNEAPOLIS,1315 LOWRY AVENUE N,MINNEAPOLIS,HENNEPIN,55411,1398,6126306630,BS,CC,-3,1,27,053,2003,0,0
MN,MN0043,002,M0710,ARDEN HILLS LIBRARY,1941 W COUNTY RD E-2,ARDEN HILLS,RAMSEY,55112,2895,6516286831,BR,NC,8000,0,27,123,2003,0,0
MN,MN0043,003,M0720,MAPLEWOOD LIBRARY,1670 BEAM AVE,MAPLEWOOD,RAMSEY,55109,1129,6517042033,BR,NC,22000,0,27,123,2003,0,0
MN,MN0043,004,M0730,NORTH ST. PAUL LIBRARY,2640 EAST 7TH AVENUE,NORTH ST PAUL,RAMSEY,55109,3260,6517042040,BR,NC,10000,0,27,123,2003,0,0
MN,MN0043,005,M0740,ROSEVILLE LIBRARY,2180 NORTH HAMLINE AVENUE,ROSEVILLE,RAMSEY,55113,4241,6516286803,CE,NC,43000,0,27,123,2003,0,0
MN,MN0043,006,M0750,WHITE BEAR LAKE LIBRARY,4698 CLARK AVENUE,WHITE BEAR LAKE,RAMSEY,55110,3415,6514075302,BR,NC,12772,0,27,123,2003,0,0
MN,MN0043,007,M0725,MOUNDS VIEW LIBRARY,2576 COUNTY ROAD 10,MOUNDS VIEW,RAMSEY,55112,4032,7637173272,BR,NC,8000,0,27,123,2003,0,0
MN,MN0043,008,M0745,SHOREVIEW LIBRARY,4570 NORTH VICTORIA STREET,SHOREVIEW,RAMSEY,55126,5863,6514862300,BR,NC,14000,0,27,123,2003,0,0
MN,MN0044,002,M0803,ARLINGTON HILLS BRANCH LIBRARY,1105 GREENBRIER STREET,ST PAUL,RAMSEY,55106,2501,6517933930,BR,CC,7922,0,27,123,2003,0,0
MN,MN0044,003,M0804,ST. PAUL PUBLIC LIBRARY - CENTRAL,90 W FOURTH STREET,ST PAUL,RAMSEY,55102,1668,6512667000,CE,CC,7803,0,27,123,2003,0,0
MN,MN0044,004,M0805,HAMLINE MIDWAY BRANCH LIBRARY,1558 WEST MINNEHAHA AVENUE,ST PAUL,RAMSEY,55104,1264,6516420293,BR,CC,8194,0,27,123,2003,0,0
MN,MN0044,005,M0806,HAYDEN HEIGHTS BRANCH LIBRARY,1456 WHITE BEAR AVENUE,ST PAUL,RAMSEY,55106,2493,6517933934,BR,CC,12324,0,27,123,2003,0,0
MN,MN0044,006,M0807,HIGHLAND BRANCH LIBRARY,1974 FORD PARKWAY,ST PAUL,RAMSEY,55116,1922,6516953700,BR,CC,21554,0,27,123,2003,0,0
MN,MN0044,007,M0808,LEXINGTON BRANCH LIBRARY,1080 UNIVERSITY AVENUE,ST PAUL,RAMSEY,55104,4707,6516420359,BR,CC,18718,0,27,123,2003,0,0
MN,MN0044,008,M0809,MERRIAM PARK BRANCH LIBRARY,1831 MARSHALL AVENUE,ST PAUL,RAMSEY,55104,6010,6516420385,BR,CC,16923,0,27,123,2003,0,0
MN,MN0044,009,M0810,RICE STREET BRANCH LIBRARY,995 RICE STREET,ST PAUL,RAMSEY,55117,4952,6515582223,BR,CC,12846,0,27,123,2003,0,0
MN,MN0044,010,M0811,RIVERVIEW BRANCH LIBRARY,1 EAST GEORGE STREET,ST PAUL,RAMSEY,55107,2999,6512926626,BR,CC,7803,0,27,123,2003,0,0
MN,MN0044,011,M0812,ST. ANTHONY PARK BRANCH LIBRARY,2245 COMO AVENUE,ST PAUL,RAMSEY,55108,1719,6516420411,BR,CC,10590,0,27,123,2003,0,0
MN,MN0044,012,M0813,SUN RAY BRANCH LIBRARY,2105 WILSON AVENUE,ST PAUL,RAMSEY,55119,4033,6517351050,BR,CC,20015,0,27,123,2003,0,0
MN,MN0044,014,M0815,WEST 7TH STREET POPULAR LIBRARY,265 ONEIDA STREET,ST PAUL,RAMSEY,55102,2864,6512985516,BR,CC,783,0,27,123,2003,0,0
MN,MN0044,015,M0802,BOOKMOBILE - ST. PAUL,1080 UNIVERSITY AVENUE,ST PAUL,RAMSEY,55104,4707,6516420379,BS,CC,-3,1,27,123,2003,0,0
MN,MN0045,003,M0903,JORDAN BRANCH LIBRARY,230 S BROADWAY,JORDAN,SCOTT,55352,1508,9524922500,BR,NC,1820,0,27,139,2003,0,0
MN,MN0045,004,M0904,NEW MARKET BRANCH LIBRARY,50 CHURCH STREET,NEW MARKET,SCOTT,55054,0999,9524613460,BR,NC,1600,0,27,139,2003,0,0
MN,MN0045,005,M0905,NEW PRAGUE BRANCH LIBRARY,400 E MAIN STREET,NEW PRAGUE,SCOTT,56071,2429,9527582391,BR,NC,8000,0,27,139,2003,0,0
MN,MN0045,006,M0906,PRIOR LAKE BRANCH LIBRARY,16210 EAGLE CREEK AVENUE S.E.,PRIOR LAKE,SCOTT,55372,4433,9524473375,BR,NC,12000,0,27,139,2003,0,0
MN,MN0045,007,M0907,SAVAGE BRANCH LIBRARY,13090 ALABAMA AV S,SAVAGE,SCOTT,55378,4433,9527071770,BR,NC,17500,0,27,139,2003,0,0
MN,MN0045,008,M0908,SHAKOPEE BRANCH LIBRARY,235 S LEWIS STREET,SHAKOPEE,SCOTT,55379,1448,9522333850,BR,NC,6056,0,27,139,2003,0,0
MN,MN0045,009,M0902,BELLE PLAINE BRANCH LIBRARY,125 W MAIN,BELLE PLAINE,SCOTT,56011,1601,9528736767,BR,NC,5280,0,27,139,2003,0,0
MN,MN0046,002,M1003,LAKE ELMO BRANCH LIBRARY,3459 LAKE ELMO AVENUE N,LAKE ELMO,WASHINGTON,55042,9429,6517775002,BR,NC,1700,0,27,163,2003,0,0
MN,MN0046,003,M1005,MARINE BRANCH LIBRARY,121 JUDD ST.,MARINE,WASHINGTON,55047,8638,6514332820,BR,NC,800,0,27,163,2003,0,0
MN,MN0046,004,M1007,NEWPORT BRANCH,405 SEVENTH AVE,NEWPORT,WASHINGTON,55055,1410,6514599631,BR,NC,1300,0,27,163,2003,0,0
MN,MN0046,005,M1010,PARK GROVE BRANCH LIBRARY,7900 HEMINGWAY AVE S,COTTAGE GROVE,WASHINGTON,55016,1853,6514592040,BR,NC,19650,0,27,163,2003,0,0
MN,MN0046,006,M1013,VALLEY BRANCH LIBRARY,380 ST. CROIX TRAIL,LAKELAND,WASHINGTON,55043,9729,6514365882,BR,NC,2400,0,27,163,2003,0,0
MN,MN0046,007,M1015,MAHTOMEDI: WILDWOOD BRANCH LIBRARY,763 STILLWATER ROAD,MAHTOMEDI,WASHINGTON,55115,2008,6514262042,BR,NC,7600,0,27,163,2003,0,0
MN,MN0046,008,M1018,WOODBURY BRANCH LIBRARY,2150 RADIO DRIVE,WOODBURY,WASHINGTON,55125,3330,6517311320,BR,NC,28000,0,27,163,2003,0,0
MN,MN0046,009,M1008,OAKDALE BRANCH LIBRARY,1010 HERON AVENUE N,OAKDALE,WASHINGTON,55128,5368,6517300504,BR,NC,10400,0,27,163,2003,0,0
MN,MN0046,010,M1001,FOREST LAKE PUBLIC LIBRARY,220 NORTH LAKE,FOREST LAKE,WASHINGTON,55025,2505,6514644088,BR,NC,6990,0,27,163,2003,0,0
MN,MN0047,002,M1020,BAYPORT PUBLIC LIBRARY,582 N 4TH STREET,BAYPORT,WASHINGTON,55003,1111,6514397454,CE,CC,9922,0,27,163,2003,0,0
MN,MN0049,002,M1040,STILLWATER PUBLIC LIBRARY,223 NORTH 4TH STREET,STILLWATER,WASHINGTON,55082,4806,6514391675,CE,NC,13126,0,27,163,2003,0,0
MN,MN0050,002,N0200,GREENBUSH PUBLIC LIBRARY,337 HILL AVENUE WEST,GREENBUSH,ROSEAU,56726,M,2187822218,BR,NO,4000,0,27,135,2003,0,0
MN,MN0050,003,N0300,HALLOCK PUBLIC LIBRARY,163 SOUTH 3RD,HALLOCK,KITTSON,56728,M,2188432401,BR,NO,1100,0,27,069,2003,0,0
MN,MN0050,004,N0400,RED LAKE FALLS PUBLIC LIBRARY,105 CHAMPAGNE AVENUE SW,RED LAKE FALLS,RED LAKE,56750,M,2182532992,BR,NO,2600,0,27,125,2003,0,0
MN,MN0050,005,N0500,ROSEAU PUBLIC LIBRARY,110 2ND AVENUE NE,ROSEAU,ROSEAU,56751,1006,2184632825,BR,NO,3250,0,27,135,2003,0,0
MN,MN0050,006,N0600,THIEF RIVER FALLS PUBLIC LIBRARY,101 EAST FIRST STREET,THIEF RIVER FALLS,PENNINGTON,56701,2041,2186814325,CE,NO,3000,0,27,113,2003,0,0
MN,MN0050,007,N0650,WARREN: GODEL MEMORIAL LIBRARY,314 EAST JOHNSON,WARREN,MARSHALL,56762,1206,2187455465,BR,NO,2200,0,27,089,2003,0,0
MN,MN0050,008,N0700,WARROAD PUBLIC LIBRARY,202 NORTH MAIN,WARROAD,ROSEAU,56763,M,2183861283,BR,NO,9000,0,27,135,2003,0,0
MN,MN0050,009,N0800,BOOKMOBILE,210 NORTH LABREE,THIEF RIVER FALLS,PENNINGTON,56701,2305,2186811066,BS,NO,-3,1,27,113,2003,0,0
MN,MN0051,002,O0018,APPLETON PUBLIC LIBRARY,323 W SCHLIEMAN AVENUE,APPLETON,SWIFT,56208,1229,3202891681,BR,NO,2186,0,27,151,2003,0,0
MN,MN0051,003,O0020,ATWATER PUBLIC LIBRARY,318 ATLANTIC AVENUE WEST,ATWATER,KANDIYOHI,56209,0465,3209748276,BR,NO,874,0,27,067,2003,0,0
MN,MN0051,004,O0025,BENSON PUBLIC LIBRARY,200 13TH STREET NORTH,BENSON,SWIFT,56215,1223,3208427981,BR,NO,6154,0,27,151,2003,0,0
MN,MN0051,005,O0030,BIRD ISLAND PUBLIC LIBRARY,260 S. MAIN,BIRD ISLAND,RENVILLE,55310,0217,3203654640,BR,NO,3000,0,27,129,2003,0,0
MN,MN0051,006,O0040,BROWNTON PUBLIC LIBRARY,528 2ND STREET N,BROWNTON,MCLEOD,55312,0097,3203285900,BR,NO,1176,0,27,085,2003,0,0
MN,MN0051,007,O0045,CLARA CITY LIBRARY,42 WEST CENTER AVENUE,CLARA CITY,CHIPPEWA,56222,0651,3208473535,BR,NO,1632,0,27,023,2003,0,0
MN,MN0051,008,O0050,COSMOS PUBLIC LIBRARY,209 MILKYWAY STREET S,COSMOS,MEEKER,56228,0068,3208777757,BR,NO,1482,0,27,093,2003,0,0
MN,MN0051,009,O0060,DASSEL PUBLIC LIBRARY,460 THIRD ST. N.,DASSEL,MEEKER,55325,0385,3202753756,BR,NO,1080,0,27,093,2003,0,0
MN,MN0051,010,O0065,DAWSON PUBLIC LIBRARY,676 PINE STREET,DAWSON,LAC QUI PARLE,56232,0469,3207692069,BR,NO,8800,0,27,073,2003,0,0
MN,MN0051,011,O0070,GLENCOE PUBLIC LIBRARY,719 13TH ST. E.,GLENCOE,MCLEOD,55336,1502,3208643919,BR,NO,5000,0,27,085,2003,0,0
MN,MN0051,012,O0075,GRACEVILLE PUBLIC LIBRARY,415 STUDDART AVENUE,GRACEVILLE,BIG STONE,56240,0457,3207487332,BR,NO,2804,0,27,011,2003,0,0
MN,MN0051,013,O0077,GRANITE FALLS PUBLIC LIBRARY,155 SEVENTH AVENUE,GRANITE FALLS,YELLOW MEDICINE,56241,1520,3205643738,BR,NO,3025,0,27,173,2003,0,0
MN,MN0051,014,O0080,GROVE CITY PUBLIC LIBRARY,210 ATLANTIC AVENUE W,GROVE CITY,MEEKER,56243,0248,3208572550,BR,NO,1000,0,27,093,2003,0,0
MN,MN0051,015,O0085,HECTOR PUBLIC LIBRARY,126 MAIN ST S,HECTOR,RENVILLE,55342,0368,3208482841,BR,NO,2500,0,27,129,2003,0,0
MN,MN0051,016,O0090,HUTCHINSON PUBLIC LIBRARY,50 HASSAN STREET SE,HUTCHINSON,MCLEOD,55350,2536,3205872368,BR,NO,9000,0,27,085,2003,0,0
MN,MN0051,017,O0095,KERKHOVEN PUBLIC LIBRARY,208 N. 10TH STREET,KERKHOVEN,SWIFT,56252,0508,3202642141,BR,NO,533,0,27,151,2003,0,0
MN,MN0051,018,O0100,LAKE LILLIAN PUBLIC LIBRARY,136 LAKEVIEW STREET,LAKE LILLIAN,KANDIYOHI,56253,0038,3206644514,BR,NO,600,0,27,067,2003,0,0
MN,MN0051,019,O0110,LITCHFIELD PUBLIC LIBRARY,216 NORTH MARSHALL,LITCHFIELD,MEEKER,55355,2138,3206932483,BR,NO,10000,0,27,093,2003,0,0
MN,MN0051,020,O0112,MADISON PUBLIC LIBRARY,401 SIXTH AVENUE,MADISON,LAC QUI PARLE,56256,1234,3205987938,BR,NO,6300,0,27,073,2003,0,0
MN,MN0051,021,O0114,MAYNARD PUBLIC LIBRARY,123 MABEL AVENUE,MAYNARD,CHIPPEWA,56260,0368,3203672143,BR,NO,1400,0,27,023,2003,0,0
MN,MN0051,022,O0116,MILAN PUBLIC LIBRARY,212 E MAIN STREET,MILAN,CHIPPEWA,56262,0187,3207344792,BR,NO,900,0,27,023,2003,0,0
MN,MN0051,023,O0118,MONTEVIDEO: CHIPPEWA COUNTY LIBRARY,224 SOUTH FIRST STREET,MONTEVIDEO,CHIPPEWA,56265,1413,3202696501,BR,NO,12200,0,27,023,2003,0,0
MN,MN0051,024,O0120,NEW LONDON PUBLIC LIBRARY,15 ASH STREET SOUTH,NEW LONDON,KANDIYOHI,56273,0156,3203542943,BR,NO,1500,0,27,067,2003,0,0
MN,MN0051,025,O0122,ORTONVILLE PUBLIC LIBRARY,412 NW 2ND STREET,ORTONVILLE,BIG STONE,56278,1415,3208392494,BR,NO,4700,0,27,011,2003,0,0
MN,MN0051,026,O0123,RAYMOND PUBLIC LIBRARY,208 SPICER AVENUE,RAYMOND,KANDIYOHI,56282,0203,3209674411,BR,NO,1000,0,27,067,2003,0,0
MN,MN0051,027,O0140,RENVILLE PUBLIC LIBRARY,221 N. MAIN STREET,RENVILLE,RENVILLE,56284,0609,3203298193,BR,NO,4124,0,27,129,2003,0,0
MN,MN0051,028,O0150,SPICER PUBLIC LIBRARY,198 MANITOBA,SPICER,KANDIYOHI,56288,0160,3207965560,BR,NO,3000,0,27,067,2003,0,0
MN,MN0051,029,O0160,WILLMAR PUBLIC LIBRARY,410 SW FIFTH STREET,WILLMAR,KANDIYOHI,56201,3298,3202353162,CE,NO,43793,0,27,067,2003,0,0
MN,MN0051,030,O0170,WINSTED PUBLIC LIBRARY,141 MAIN AVENUE W,WINSTED,MCLEOD,55395,M,3204853909,BR,NO,1100,0,27,085,2003,0,0
