LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31
1203,Dunellen Public Library,New Market Road,Dunellen,08812,1496,9089684585,6828,1,0,0,1,1,4.4,5.4,147505,6480,0,29593,183578,94904,24288,119192,21124,34261,174577,0,36013,807,940,124,2600,26292,1850,55124,120,492,23192,2709,ME,CI,SO,MIDDLESEX,Y,2895,4781,-1,Y,Y,ST,6266,NJ0173,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1204,East Brunswick Public Library,2 Jean Walling Civic Center,East Brunswick,08816,3547,9083906950,45455,1,0,0,23.7,23.7,44.8,68.5,2289957,191043,183426,393108,3057534,1879981,365156,2245137,400183,347982,2993302,6155,173789,13322,6002,868,3315,680528,151257,845286,807,933,245501,12268,ME,CI,SO,MIDDLESEX,Y,67328,24028,-1,Y,Y,ST,41711,NJ0174,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1205,Edison Township Free Public Library,340 Plainfield Avenue,Edison,08817,3147,9082872298,90402,1,2,1,14.1,14.1,52.6,66.7,2272373,69791,0,71333,2413497,1348982,487424,1836406,301568,528260,2666234,0,226349,6016,767,475,9053,619005,34075,446443,1361,2040,249235,11293,ME,CI,MO,MIDDDLESEX,Y,8413,127598,-1,Y,N,,82957,NJ0175,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1207,Highland Park Public Library,26 North 6th Avenue,Highland Park,08904,2936,9085722750,12894,1,0,0,3.7,3.7,6.3,10,467476,15676,0,21925,505077,281490,59100,340590,87664,101309,529563,142502,60992,1744,143,172,2814,157196,13936,165777,974,1029,61131,3690,ME,CI,SO,MIDDLESEX,Y,4147,30477,-1,Y,Y,ST,11832,NJ0176,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1208,Jamesburg Public Library,229 Gatzmer Avenue,Jamesburg,08831,1352,9085210440,5633,1,0,0,0,0,3.2,3.2,75718,10203,0,6850,92771,41043,10836,51879,12675,17265,81819,1342,15661,310,283,79,2607,24343,4043,20873,159,309,9090,2979,ME,CI,SO,MIDDLESEX,Y,500,4064,-1,Y,N,,5169,NJ0177,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1209,Metuchen Public Library,480 Middlesex Avenue,Metuchen,08840,1412,9086328526,13008,1,0,0,4.3,4.3,7.8,12.1,513119,15115,0,46026,574260,298405,60723,359128,76394,121128,556650,0,75369,1963,58,198,2900,77213,8865,132097,1015,1118,42775,3167,ME,CI,SO,MIDDLESEX,Y,3500,24747,-1,Y,N,,11937,NJ0178,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1210,Middlesex Public Library,Mountain Avenue,Middlesex,08846,,9083566602,13364,1,0,0,2.9,2.9,4.2,7.1,317066,12959,0,5884,335909,188457,44918,233375,59074,46469,338918,0,66701,4173,405,160,3128,51316,12398,71531,8,81,30814,1278,ME,CI,SO,MIDDLESEX,Y,3932,9283,-1,Y,N,,12263,NJ0179,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1211,Milltown Public Library,20 W. Church St.,Milltown,08850,1528,9082472270,7212,1,0,0,1,1,4.5,5.5,182376,6855,0,13662,202893,117350,20151,137501,32963,28886,199350,0,32777,281,190,123,2643,69439,3802,51623,790,580,23462,3079,ME,CI,SO,MIDDLESEX,Y,3300,12000,-1,Y,N,,6618,NJ0180,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1212,Monroe Township Public Library,Perrineville Road,Jamesburg,08831,1799,9085215000,21281,1,0,0,3.5,3.5,6.7,10.2,618261,22681,0,15251,656193,293714,73375,367089,120353,130709,618151,75795,42856,2472,1084,162,2967,235570,80815,178113,1280,1052,47536,4296,ME,CI,SO,MIDDLESEX,Y,6645,33687,-1,Y,Y,ST,19528,NJ0181,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1213,New Brunswick Public Library,60 Livingston Avenue,New Brunswick,08901,2520,9087455108,41266,1,0,0,7.5,7.5,16.3,23.8,941473,49240,9643,4136,1004492,539835,183224,723059,118148,157849,999056,17273,96433,1090,825,480,3168,91528,21633,75525,892,462,23681,4893,ME,CI,SO,MIDDLESEX,Y,9050,24072,-1,Y,N,,37867,NJ0182,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1214,North Brunswick Public Library,880 Hermann Road,North Brunswick,08902,2341,9082463545,33894,1,0,0,3.9,3.9,11.3,15.2,943350,30779,0,11104,985233,394634,105197,499831,151648,159025,810504,52589,98004,925,695,312,3087,113772,26071,224557,1485,990,64002,8623,ME,CI,SO,MIDDLESEX,Y,6075,38475,-1,Y,N,,31103,NJ0183,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1215,Old Bridge Public Library,Old Bridge Plaza,Old Bridge,08857,2474,9086795622,59879,1,1,0,8.3,8.3,21.2,29.5,1385294,71515,0,57579,1514388,677695,234196,911891,197438,276360,1385689,41880,153025,6993,1693,543,4992,220012,125060,344228,744,681,117836,6761,ME,CI,MO,MIDDLESEX,Y,14637,83998,-1,Y,N,,54947,NJ0184,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1216,Perth Amboy Public Library,196 Jefferson St.,Perth Amboy,08861,4106,9088262600,40467,1,0,0,2,2,10,12,832581,0,0,0,832581,224100,188000,412100,123538,121992,657630,0,187694,775,1570,459,2543,123000,10037,84558,2046,289,24609,4440,ME,CI,SO,MIDDLESEX,Y,0,36616,-1,Y,Y,ST,37134,NJ0185,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1217,Piscataway Public Library,500 Hoes Lane,Piscataway,08854,5040,9084631633,49259,1,1,1,11.8,11.8,23.5,35.3,1916909,81152,0,45911,2043972,1090632,342725,1433357,225449,317696,1976502,2933,134405,5931,2211,380,7598,280247,35172,359163,677,857,159446,12420,ME,CI,MO,MIDDLESEX,Y,18739,61465,-1,Y,Y,ST,45202,NJ0186,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1218,Plainsboro Public Library,506 Plainsboro Road,Plainsboro,08536,2096,6092752897,15536,1,0,0,5.6,5.6,5.9,11.5,511085,27016,0,30090,568191,271556,59404,330960,128088,142981,602029,0,46961,814,884,198,3312,141666,8064,208324,373,2879,94367,3515,ME,CI,SO,MIDDLESEX,Y,23459,33746,-1,Y,Y,ST,14256,NJ0187,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1219,Sayreville Free Public Library,1050 Washington Rd.,Parlin,08859,1061,9087270212,36405,1,0,0,4,4,11.3,15.3,765872,34417,0,5549,805838,414869,147415,562284,93111,108495,763890,0,84663,3210,1321,196,2810,107334,12621,138841,542,1044,23224,1536,ME,CI,SO,MIDDLESEX,Y,6389,35387,-1,Y,Y,ST,33407,NJ0188,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1220,South Amboy Public Library,Second St. & Stevens Avenue,South Amboy,08879,1697,9087216060,7867,1,0,0,1,1,4.8,5.8,223762,9282,5927,12024,250995,142284,22202,164486,39413,28266,232165,19001,45447,700,813,141,2602,40777,1344,49757,91,196,27241,1625,ME,CI,SO,MIDDLESEX,Y,2200,2000,-1,Y,,,7219,NJ0189,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1221,South Brunswick Public Library,Kingston Lane,South Brunswick,08852,9719,9088218224,30932,1,0,1,8.3,8.3,16.4,24.7,1249433,25373,800,71759,1347365,724557,204021,928578,185841,174876,1289295,34506,114189,5622,1230,600,3744,225332,50960,314507,947,947,137229,4500,ME,CI,MO,MIDDLESEX,Y,16412,102600,-1,Y,Y,ST,28385,NJ0190,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1222,South Plainfield Public Library,2484 Plainfield Avenue,South Plainfield,07080,3531,9087547885,20981,1,0,0,4,4,4.6,8.6,593011,20156,0,29427,642594,342912,96814,439726,79900,70234,589860,0,87940,1464,1622,213,3041,136874,10524,121997,206,849,61088,2630,ME,CI,SO,MIDDLESEX,Y,5266,6549,-1,Y,,,19253,NJ0191,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1223,South River Public Library,55 Appleby Avenue,South River,08882,2486,2012854248,13857,1,0,0,2.2,2.2,5,7.2,252408,16163,0,14070,282641,151722,10995,162717,47191,69330,279238,0,41773,692,420,148,2554,54000,20019,53365,323,757,21208,2000,ME,CI,SO,MIDDLESEX,Y,3200,16639,-1,Y,N,,12716,NJ0192,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1224,Spotswood Public Library,548 Main St.,Spotswood,08884,1649,9082511515,8140,1,0,0,0,0,4.3,4.3,142698,7853,0,5790,156341,89790,22550,112340,18155,28172,158667,0,23731,0,0,67,2543,25000,3000,36581,62,928,14718,1025,ME,CI,SO,MIDDLESEX,Y,0,10286,-1,Y,N,,7470,NJ0193,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1225,Woodbridge Public Library,George Frederick Plaza,Woodbridge,07095,2598,9086344450,95152,1,3,0,23.7,23.7,52.3,76,4301000,125888,0,225750,4652638,2921570,615675,3537245,443000,659879,4640124,0,416730,6637,4679,1146,13447,519394,101296,557469,2427,1864,224993,10568,ME,CI,MO,MIDDLESEX,Y,37404,132712,-1,Y,Y,ST,87315,NJ0194,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1300,Monmouth County Library,125 Symmes Drive,Manalapan,07726,3224,9084317220,365153,1,10,0,46,46,88,134,7462597,240894,0,492538,8196029,3627381,1268271,4895652,1347292,1448757,7691701,0,1198191,33053,18295,1242,27358,2106744,276277,2413853,24549,6526,914867,78023,ME,CO,MO,MONMOUTH,Y,12252,103900,-1,Y,Y,ST,335080,NJ0195,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1301,Matawan-Aberdeen Public Library,165 Main Street,Matawan,07747,3126,9085839100,27380,1,0,0,3.7,3.7,8.1,11.8,429303,20946,0,20483,470732,285543,42485,328028,89640,67271,484939,0,79815,3022,219,191,3116,128890,9318,140151,386,695,67002,3843,ME,MJ,SO,MONMOUTH,Y,6431,3336,-1,Y,Y,ST,25125,NJ0196,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1304,Asbury Park Public Library,500 First Avenue,Asbury Park,07712,6117,9087744221,15606,1,0,0,1,1,7,8,315769,31386,0,52926,400081,199335,67344,266679,48161,86992,401832,17000,111019,93,119,418,2950,58063,18733,27686,2479,10,5647,1054,ME,CI,SO,MONMOUTH,Y,0,15677,-1,Y,N,,14321,NJ0197,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1305,Atlantic Highlands Library,100 First Avenue,Atlantic Highland,07716,1203,9082911956,4834,1,0,0,0,1,2,3,66347,7192,405,26967,100911,44529,7039,51568,15850,22382,89800,2180,23321,521,313,70,-1,17525,3035,33761,292,623,10454,690,NO,NP,SO,MONMOUTH,N,0,0,-1,,,,4436,NJ0198,NJ,34,96,02,4, 0, 0, 0, 5, 5,11, 5, 5, 5, 5,11,11, 5,11, 5, 5, 5,11,11, 5, 5, 5, 5,, 7, 5, 5, 5, 5,10,10
1306,Avon Public Library,Garfield & 5th Avenues,Avon-By-The-Sea,07717,,9087756998,2179,1,0,0,0,0,2.2,2.2,105870,2130,0,2314,110314,37280,7118,44398,15732,17668,77798,2140,23337,0,0,50,1560,40000,5000,24945,0,8,4141,520,ME,CI,SO,MONMOUTH,Y,0,150,-1,Y,N,,2000,NJ0199,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1307,Belmar Public Library,517 Tenth Avenue,Belmar,07719,2316,9086810775,5905,1,0,0,1,1,2.5,3.5,158457,4625,0,0,163082,57500,13400,70900,35000,0,105900,0,34972,190,513,60,2912,24800,2540,31035,10,10,12335,0,ME,CI,SO,MONMOUTH,Y,0,0,-1,,,,5419,NJ0200,NJ,34,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11, 0, 0, 0, 1, 5, 1,, 0, 0, 0, 0, 0, 0, 0
1308,Bradley Beach Public Library,511 4th Avenue,Bradley Beach,07720,1248,9087762995,4341,1,0,0,0,0,2.9,2.9,94231,4402,0,6692,105325,54594,1880,56474,24605,22232,103311,0,28376,150,804,50,1768,40286,4114,38539,0,172,5350,700,ME,CI,SO,MONMOUTH,Y,1249,6371,-1,Y,N,,3983,NJ0201,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1309,Brielle Public Library,610 South Street,Brielle,08730,1448,9085289381,4594,1,0,0,1.5,1.5,3,4.5,108483,1996,800,28446,139725,70333,9747,80080,23263,44558,147901,0,26456,0,0,66,1927,31300,2513,58380,0,1300,13280,2705,ME,NP,SO,MONMOUTH,Y,3536,200,-1,Y,Y,ST,4216,NJ0202,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1312,Eatontown Public Library,White Street,Eatontown,07724,1594,9083892665,13017,1,0,0,2,2,5,7,261723,14032,1491,38997,316243,161590,36236,197826,44717,54562,297105,20412,47745,1555,751,134,-1,53399,7811,85575,883,1413,28187,2021,NO,NP,SO,MONMOUTH,N,0,0,-1,,,,11945,NJ0203,NJ,34,96,02,4, 0, 0, 0, 5, 5,11, 5, 5, 5, 5,11,11, 5,11, 5, 5, 5,11,11, 5, 5, 5, 5,, 7, 5, 5, 5, 5,10,10
1314,Fair Haven Public Library,748 River Road,Fair Haven,07701,3397,9087475031,5580,1,0,0,0,1,2,3,91237,7324,260,29759,128580,57967,10247,68214,19454,33181,120849,9439,24400,520,485,69,-1,25809,4560,40891,380,936,12011,1132,NO,NP,SO,MONMOUTH,N,0,0,-1,,,,5120,NJ0204,NJ,34,96,02,4, 0, 0, 0, 5, 5,11, 5, 5, 5, 5,11,11, 5,11, 5, 5, 5,11,11, 5, 5, 5, 5,, 7, 5, 5, 5, 5,10,10
1316,Freehold Public Library,28 1/2 E. Main Street,Freehold,07728,2202,9084625135,11597,1,0,0,1,1,3.9,4.9,178650,10567,0,3067,192284,98647,22587,121234,24012,37047,182293,0,28049,255,324,78,2472,38831,4640,31902,0,260,8740,0,ME,CI,SO,MONMOUTH,Y,0,439,-1,Y,N,,10642,NJ0205,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1324,Keyport Public Library,Broad Street,Keyport,07735,,9082640543,7497,1,0,0,0,0,2.8,2.8,104283,1439,0,4520,110242,51000,9485,60485,28519,28781,117785,0,36192,0,90,60,1202,15655,2894,17441,0,441,5691,274,ME,CI,SO,MONMOUTH,Y,0,2506,-1,Y,N,,6880,NJ0207,NJ,34,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 8, 0
1325,Little Silver Public Library,484 Prospect Avenue,Little Silver,07739,1430,9087479649,6078,1,0,0,1,1,2,3,117060,2487,0,9014,128561,68630,28722,97352,15425,14459,127236,0,26358,2631,265,68,2292,32580,3973,51977,0,68,14702,2264,ME,NP,SO,MONMOUTH,Y,0,770,-1,Y,N,,5577,NJ0208,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1327,Long Branch Public Library,328 Broadway,Long Branch,07740,6938,9082223900,27878,1,1,0,4,4,8.5,12.5,512193,28192,0,17723,558108,301020,59385,360405,85756,106428,552589,2315,116277,5052,930,124,3104,137618,16618,121721,0,376,37840,5446,ME,CI,MO,MONMOUTH,Y,4683,0,-1,Y,Y,ST,25582,NJ0209,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1329,Manasquan Public Library,55 Broad St.,Manasquan,08736,2930,9082231503,5650,1,0,0,0,0,2.5,2.5,42000,1196,0,17988,61184,40532,3652,44184,9343,17762,71289,0,28721,39,414,63,1711,25567,985,37466,0,0,12809,2902,NO,NP,SO,MONMOUTH,Y,0,104,-1,Y,N,,5185,NJ0210,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1332,Middletown Township Library,55 New Monmouth Road,Middletown,07748,2103,9086713700,68355,1,3,0,10,10,26.7,36.7,1577776,67075,800,62738,1708389,915644,328509,1244153,328823,203938,1776914,72366,214583,4686,2986,372,7036,233227,37336,482928,15,452,200936,10279,ME,CI,MO,MONMOUTH,Y,26786,38599,-1,Y,N,,62725,NJ0211,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1334,Monmouth Beach Library,18 Willow Avenue,Monmouth Beach,07750,1419,9082291187,3495,1,0,0,0,0,2,2,60351,1396,0,0,61747,,,,7023,,54965,0,45137,35,418,32,1092,24496,5200,41089,0,0,12569,2800,NO,NP,SO,MONMOUTH,Y,0,0,-1,,,,3207,NJ0212,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1335,Neptune Public Library,25 Neptune Blvd.,Neptune,07754,1125,9087758241,28825,1,0,0,5,5,10.1,15.1,1120184,38479,0,46012,1204675,441881,267344,709225,148272,270640,1128137,11416,70551,7804,3097,171,2800,104374,15405,157552,0,581,57249,5941,ME,CI,SO,MONMOUTH,Y,8275,9531,-1,Y,Y,ST,26451,NJ0213,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1339,Red Bank Public Library,84 W. Front Street,Red Bank,07701,1645,9088420690,10192,1,0,0,3.7,3.7,7.1,10.8,447338,26660,0,27396,501394,281268,88766,370034,67560,74853,512447,0,51870,2304,92,196,2709,62453,6774,64828,8,241,19889,886,ME,CI,SO,MONMOUTH,Y,3553,18445,-1,Y,N,,9353,NJ0215,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1341,Oceanic Public Library,109 Avenue of The Two Rivers,Rumson,07760,1899,9088422692,6885,1,0,0,1,1,2.1,3.1,45000,693,0,56097,101790,49425,7847,57272,12158,23551,92981,7534,30778,208,150,65,1875,25600,5500,47256,3,125,12287,3600,NO,NP,SO,MONMOUTH,N,0,0,-1,N,N,,6318,NJ0216,NJ,34,96,02,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 8, 0
1347,Spring Lake Public Library,1501 Third Avenue,Spring Lake,07762,1402,9084496654,3601,1,0,0,0,1,1,2,49424,5358,302,20088,75172,,,,11807,,66894,1625,17372,388,233,52,-1,13055,2261,25150,218,464,7787,514,ME,CI,SO,MONMOUTH,N,0,0,-1,,,,3304,NJ0217,NJ,34,96,02,4, 0, 0, 0, 5, 5,11, 5, 5, 5, 5,11,11,99,99,99, 5,99,11,11, 5, 5, 5, 5,, 7, 5, 5, 5, 5,10,10
1349,Tinton Falls Public Library,664 Tinton Avenue,Tinton Falls,07724,3275,9085243110,13249,1,0,0,0,0,2,2,51350,0,0,8727,60077,,,,6271,,61299,0,27972,129,461,36,1980,15473,3802,46374,0,4800,21560,3604,ME,NP,SO,MONMOUTH,N,0,1210,-1,Y,N,,12158,NJ0218,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1350,Union Beach Public Library,810 Union Avenue,Union Beach,07735,3137,9082643792,6113,1,0,0,0,0,1.8,1.8,27725,0,0,1200,28925,,,,1585,,29373,0,39303,28,39,37,1040,9862,2750,12067,0,90,4281,0,NO,NP,SO,MPNMOUTH,Y,0,0,-1,N,N,,5610,NJ0219,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1353,West Long Branch Public Library,95 Poplar Avenue,West Long Branch,07764,1653,9082225993,7818,1,0,0,1,1,4.4,5.4,203584,5186,0,8136,216906,112701,20254,132955,28236,31768,192959,0,34841,718,459,119,2143,36427,2782,50515,0,1089,17015,1833,ME,CI,SO,MONMOUTH,Y,0,1238,-1,Y,N,,7174,NJ0220,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1400,Morris County Free Library,30 East Hanover Avenue,Whippany,07981,1825,2012856930,438469,1,0,0,27.2,27.2,58.7,85.9,3634662,85000,0,0,3719662,2094623,582670,2677293,382498,438365,3498156,0,233964,21367,8420,861,3390,289433,107236,372758,18346,9376,78381,2329,ME,CO,SO,MORRIS,Y,54262,34332,-1,Y,Y,PE,402358,NJ0221,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
1401,The Holmes Library,621 Main Street,Boonton,07005,1717,2013342980,8704,1,0,0,1,1,2.8,3.8,175057,0,0,6687,181744,75616,5523,81139,37837,55593,174569,0,39963,264,280,101,2548,45000,16200,37902,480,420,17601,1170,ME,CI,SO,MORRIS,Y,0,6200,-1,Y,Y,ST,7987,NJ0222,NJ,34,96,02,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
