LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
NH89123,Litchfield Public Library,269 Charles Bancroft Highway,Litchfield,03051,2310,6034244044,5626,1,0,0,0,0.62,0.65,1.27,36452,0,0,1137,37589,,,,8993,,37589,0,17234,125,58,62,1664,11900,2340,22702,2,5,14358,2080,NO,CI,SO,HILLSBOROUGH,5119,NH0027,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89124,Littleton Public Library,109 Main Street,Littleton,03561,1238,6034445741,5837,1,0,0,0.94,1.83,1.16,2.99,104968,0,0,15399,120367,73419,14468,87887,18351,13873,120111,0,39665,881,370,103,1799,30160,9360,67126,1539,476,24120,6572,SP,CI,SO,GRAFTON,5311,NH0028,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89125,Leach Library,276 Mammoth Road,Londonderry,03053,3097,6034321132,19849,1,0,0,1,3,4.72,7.72,213894,0,0,14131,228025,138352,28435,166787,37388,22421,226596,542,34000,700,590,120,2597,81071,2356,144793,145,166,76620,2695,SP,CI,SO,ROCKINGHAM,18059,NH0029,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 1, 0, 0, 0, 0, 0, 0
NH89126,Maxfield Public Library,"R.D. 13, Box 37, South Village Rd.",Loudon,03301,9789,6037985153,4239,1,0,0,0,0.72,0.23,0.95,20620,0,0,4946,25566,,,,7480,,24970,0,9445,49,15,26,1404,5980,2080,17993,48,198,10909,1290,SP,CI,SO,MERRIMACK,3857,NH0030,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89127,Converse Free Library,"RR 1, Box 1",Lyme,03768,9702,6037954622,1484,1,0,0,1,1,0.15,1.15,40934,0,0,5543,46477,,,,4850,,40935,0,19900,372,182,56,1982,24700,8840,16557,31,66,8978,300,SP,CI,SO,GRAFTON,1350,NH0031,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89128,J.A. Tarbell Library,"Box 54, Forest Road",Lyndeborough,03082,0054,6036546790,1301,1,0,0,0,0.3,0.02,0.32,10417,0,0,2168,12585,,,,3133,,10971,1993,8404,76,45,21,930,2756,416,4970,9,573,1644,150,SP,CI,SO,HILLSBOROUGH,1184,NH0032,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89129,Madison Town & School Library,P.O. Box 240,Madison,03849,0240,6033678545,1712,1,0,0,0,0.6,0,0.6,14178,0,0,250,14428,,,,2539,,13865,0,8000,509,118,50,1248,4739,319,8247,9,86,4256,125,SP,CI,SO,CARROLL,1558,NH0033,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH8913,Oscar Foss Memorial Library,P.O. Box 219,Center Barnstead,03225,0219,6032693900,3115,1,0,0,0,0.5,0.37,0.87,26000,0,0,1168,27168,,,,4729,,26405,0,9175,191,20,33,936,4680,1248,11496,15,190,4381,275,SP,CI,SO,BELKNAP,2834,NH0034,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89130,Manchester City Library,405 Pine Street,Manchester,03104,6199,6036246550,98722,1,1,0,10.72,18.52,15.43,33.95,1472120,0,3450,159691,1635261,985798,232776,1218574,227217,188561,1634352,12371,314964,15429,2860,585,4742,449044,69951,493189,1534,881,159418,5300,HQ,CI,MO,HILLSBOROUGH,89817,NH0035,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89131,Frost Free Library,"P.O. Box 416, 28 S. Main St.",Marlborough,03455,0416,6038764479,1927,1,0,0,0.87,1.25,0.33,1.58,42646,0,0,4521,47167,,,,7025,,45626,0,18619,843,173,32,1300,15756,520,12244,52,309,4103,348,SP,CI,SO,CHESHIRE,1753,NH0036,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89132,Marlow Town Library,P.O.Box 15,Marlow,03456,0015,6034463466,652,1,0,0,0,0.31,0,0.31,7166,0,0,559,7725,,,,3124,,8389,0,8650,150,9,17,624,2236,260,4289,6,15,2576,300,SP,CI,SO,CHESHIRE,593,NH0037,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89133,Mason Public Library,16 Darling Hill Road,Mason,03048,9600,6038783867,1224,1,0,0,0,0.62,0.38,1,20090,0,850,3132,24072,,,,4076,,20301,0,7953,62,128,20,1056,8996,312,7846,31,173,5903,461,SP,CI,SO,HILLSBOROUGH,1114,NH0038,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89134,Meredith Public library,"P.O. Box 808, Main Street",Meredith,03253,0808,6032794303,4781,1,0,0,0,5.6,0.25,5.85,175573,0,0,20314,195887,96146,17251,113397,24934,17028,155359,0,26294,1055,449,97,2288,56628,3380,104328,681,688,39679,3284,SP,CI,SO,BELKNAP,4350,NH0039,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89135,Merrimack Public Library,470 Daniel Webster Highway,Merrimack,03054,3694,6034245021,22177,1,0,0,4.4,10.75,1.85,12.6,497446,0,0,16991,514437,286005,51858,337863,100933,73852,512648,0,62312,955,807,226,3328,260402,7496,207611,1606,1031,82818,8847,SP,CI,SO,HILLSBOROUGH,20177,NH0040,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0, 0, 0
NH89136,Milan Public Library,Box 153,Milan,03588,0153,6034493461,1299,1,0,0,0,0.2,0,0.2,2500,0,0,180,2680,,,,616,,2450,0,5880,0,0,0,390,1040,200,1080,0,0,260,0,SP,CI,SO,COOS,1182,NH0041,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89137,Wadleigh Memorial Library,49 Nashua Street,Milford,03055,3720,6036732408,11796,1,0,0,2.5,3.7,5.4,9.1,270774,0,0,50285,321059,192030,0,192030,54343,73051,319424,0,50357,1249,449,148,2886,67840,30250,129066,1397,941,57021,3365,SP,CI,SO,HILLSBOROUGH,10732,NH0042,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89138,Nute Library,Box 697,Milton,03851,0697,6036527829,3760,1,0,0,0,0.93,0.17,1.1,0,0,0,44182,44182,,,,10274,,43661,0,17783,449,61,91,1630,16120,646,13719,48,72,7213,1392,SP,NP,SO,STRAFFORD,3421,NH0043,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89139,MILTON MILLS PUBLIC LIBRARY,"BOX 127, MAIN STREET",Milton Mills,03851,0127,6034738535,3760,1,0,0,0,0.25,0,0.25,9951,0,0,700,10651,,,,2050,,9951,0,9000,20,15,12,520,670,0,2851,0,25,1424,0,SP,CI,SO,STRAFFORD,3421,NH0044,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 1, 1, 0, 0, 0, 0, 0, 0
NH8914,Barrington Public Library,Star Route,Barrington,03825,7703,6036649715,6257,1,0,0,0.5,1.1,0.63,1.73,38264,0,0,4706,42970,,,,6010,,41701,0,12336,103,155,29,1690,5824,1040,17262,5,36,9200,540,SP,CI,SO,STRAFFORD,5693,NH0045,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89140,Monroe Public Library,P.O. Box 67,Monroe,03771,0067,6036384736,751,1,0,0,0,0.51,0.04,0.55,30810,0,0,94,30904,,,,9507,,20314,11744,24505,117,141,69,728,6246,48,16126,80,9,5399,480,SP,CI,SO,GRAFTON,683,NH0046,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0, 0, 0
NH89141,Daland Memorial Library,"P.O. Box 224, Main Street",Mont Vernon,03057,0224,6036737888,1824,1,0,0,0,0.49,0.28,0.77,21975,0,0,4625,26600,,,,12508,,26986,0,10269,153,86,19,1144,7587,104,13513,433,157,8550,970,SP,CI,SO,HILLSBOROUGH,1659,NH0047,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89142,Moultonboro Public Library,P.O. Box 150,Moultonboro,03254,0150,6034768895,2922,1,0,0,0.75,1.35,0.25,1.6,41602,0,0,32646,74248,,,,7880,,57759,0,19797,1155,706,53,1144,22100,1509,39875,21,249,11034,525,SP,CI,SO,CARROLL,2658,NH0048,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0, 0, 0
NH89143,Nashua Public Library,2 Court Street,Nashua,03060,3457,6035943412,79402,1,1,1,7,14,32.05,46.05,1414429,0,0,93000,1507429,1015496,0,1015496,171150,227783,1414429,0,197000,5000,1600,1313,7205,436800,67112,698694,776,343,245780,15955,SP,CI,MO,               -1,72240,NH0049,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89144,Olivia Rodham Memorial Library,2 CENTER POND ROAD,Marlborough,03455,9801,6038473214,538,1,0,0,0,0.3,0,0.3,8552,0,0,1229,9781,,,,1263,,8247,0,4952,0,3,7,624,1768,4,3496,0,98,1968,208,SP,CI,SO,CHESHIRE,489,NH0050,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89145,Whipple Free Library,P.O. BOX 237,New Boston,03070,0237,6034873391,3302,1,0,0,0,0.77,1.46,2.23,64779,0,0,5975,70754,39422,3022,42444,11844,12275,66563,0,15024,180,215,55,1612,22048,416,31964,98,236,15452,1085,SP,CI,SO,HILLSBOROUGH,3004,NH0051,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89146,Newbury Public Library,P.O. Box 245,Newbury,03255,0245,6037635803,1346,1,0,0,0.25,0.4,0,0.4,11243,0,0,1405,12648,,,,3155,,11142,0,4361,5,21,3,832,2341,208,4238,4,8,2603,481,NO,CI,SO,MERRIMACK,1225,NH0052,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89147,New Castle Public Library,"Wentworth Road, Box 329",New Castle,03854,0329,6034316773,839,1,0,0,0,0.6,0.15,0.75,21875,0,0,6829,28704,,,,7046,,23900,0,10000,150,95,38,936,6000,350,13500,20,90,5000,2400,SP,CI,SO,ROCKINGHAM,763,NH0053,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89148,New Durham Public Library,"P.O. Box 400, 2 Old Bay Road",New Durham,03855,0400,6038592201,1965,1,0,0,0,0.93,0.07,1,24246,0,0,1884,26130,,,,6755,,27359,0,10218,40,49,21,1368,4730,1241,8056,26,184,3005,179,SP,CI,SO,               -1,1788,NH0054,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89149,Newfields Public Library,P.O. Box 200,Newfields,03856,0200,6037788169,898,1,0,0,0,0.27,0,0.27,2373,0,0,12456,14829,,,,3768,,13289,0,10000,193,38,20,520,1501,104,4741,4,5,2058,0,NO,CI,SO,ROCKINGHAM,817,NH0055,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH8915,Bartlett Public Library,"Box 366, Main Street",Bartlett,03812,0366,6033742755,2241,1,0,0,0,0.52,0.1,0.62,16175,0,0,187,16362,,,,4778,,16021,0,11561,250,36,63,1800,2964,780,12184,12,62,9205,150,SP,SP,SO,CARROLL,2039,NH0056,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89150,Gordon-Nash Library,"P.O. BOX 549, MAIN STREET",New Hampton,03256,0549,6037448061,1634,1,0,0,0.87,2.62,1.77,4.39,0,0,0,149114,149114,85207,14183,99390,23858,19945,143193,7800,39474,1719,554,102,2938,35776,884,44281,376,749,16420,3218,SP,NP,SO,BELKNAP,1487,NH0057,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89151,Langdon Library,"Rt. 151, Nimble Hill Road",Newington,03801,9803,6034365154,685,1,0,0,0,0.55,0,0.55,18944,0,0,11364,30308,,,,8367,,28560,0,15769,640,5,35,1144,1560,520,3844,260,104,2236,0,NO,CI,SO,ROCKINGHAM,623,NH0058,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89152,New Ipswich Library,P.O. Box 320,New Ipswich,03071,0320,6038784644,4035,1,0,0,0,0.75,0.2,0.95,5000,0,0,14395,19395,,,,3877,,21852,2780,15193,97,165,25,1040,15027,416,17819,2,40,11412,1610,NO,CI,SO,HILLSBOROUGH,3671,NH0059,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89153,Tracy Memorial Library,P.O. Box 1919,New London,03257,1919,6035264656,3258,1,0,0,1.75,2.5,2.25,4.75,133525,0,0,40486,174011,97371,22652,120023,25154,28285,173462,0,22209,1473,186,117,2184,20500,5100,83765,566,328,24077,5020,SP,CI,SO,MERRIMACK,2964,NH0060,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89154,Newmarket Public Library,1 Elm Street,Newmarket,03857,1201,6036595311,7167,1,0,0,0.8,1.17,0.68,1.85,88060,0,0,23478,111538,,,,22150,,75787,0,20497,231,161,62,2184,18648,6213,26407,115,287,12958,735,SP,CI,SO,ROCKINGHAM,6521,NH0061,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89155,Richards Free Library,58 North Main Street,Newport,03773,1597,6038633430,6085,1,0,0,1,2.82,1.3,4.12,106543,0,0,56705,163248,74639,10502,85141,21000,56345,162486,0,32180,961,129,89,2340,29640,1580,41507,239,447,14951,4733,SP,CI,SO,SULLIVAN,5536,NH0062,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89156,Gale Library,"P.O. Box 208, 16 South Main Street",Newton,03858,0208,6033824691,3495,1,0,0,0,1.5,0,1.5,60963,0,0,3730,64693,,,,16790,,61350,0,17044,321,163,53,2136,9400,8050,18567,6,96,8807,1202,SP,CI,SO,ROCKINGHAM,3180,NH0063,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89157,North Hampton Public Library,Box 628,North Hampton,03862,0628,6039646326,3638,1,0,0,1,1.75,1.37,3.12,102910,0,0,5803,108713,62076,9691,71767,19275,14474,105516,0,22865,134,155,70,2340,21814,2912,37299,187,165,12833,732,SP,CI,SO,ROCKINGHAM,3310,NH0064,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89158,Northumberland Public Library,"P.O. BOX 64, 22 STATE STREET",Groveton,03582,0064,6036362066,2505,1,0,0,0,0.75,0.8,1.55,42200,0,0,1044,43244,,,,5584,,33815,4300,17700,75,65,32,1552,12428,6000,15614,222,162,6436,683,SP,CI,SO,COOS,2279,NH0065,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
NH89159,Chesley Memorial Library,P.O. Box 157,Northwood,03261,0157,6039425472,3137,1,0,0,0,0.87,0.63,1.5,40036,0,0,2044,42080,,,,8479,,33056,0,15500,75,145,27,1560,10040,634,19963,171,838,10569,635,SP,CI,SO,ROCKINGHAM,2854,NH0066,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH8916,Bath Public Library,P.O. Box 5,Bath,03740,0005,6037473372,790,1,0,0,0,0.37,0,0.37,6111,0,0,1587,7698,,,,2435,,7104,0,12576,0,0,28,780,1560,520,2610,0,2,894,50,SP,CI,SO,GRAFTON,719,NH0067,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89160,Blaisdell Memorial Library,Box 115,Nottingham,03290,0115,6036798484,2960,1,0,0,0,1,0.08,1.08,28725,0,0,722,29447,,,,7852,,28956,0,11320,53,88,12,2072,7176,520,14235,89,489,8344,781,SP,CI,SO,ROCKINGHAM,2693,NH0068,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89162,Orford Social Library,Box 189,Orford,03777,0189,6033539756,1008,1,0,0,0,0.25,0.02,0.27,3544,0,0,3379,6923,,,,981,,6683,0,6770,10,31,10,445,2340,312,2129,0,68,1164,170,SP,CI,SO,GRAFTON,917,NH0070,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89163,Orford Free Library,"RR1, BOX 156, BROOK ROAD",Orford,03777,9721,6033539166,1008,1,0,0,0,0.3,0.05,0.35,4130,0,0,356,4486,,,,1782,,4325,0,5936,17,3,12,550,624,208,1598,3,14,948,45,SP,CI,SO,GRAFTON,917,NH0071,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89164,Ossipee Public Library,"Box 638, Main Street",Center Ossipee,03814,0638,6035396390,3280,1,0,0,0,0.75,0.6,1.35,41032,0,0,987,42019,,,,7165,,36659,4300,8000,14,103,18,1560,15752,624,14762,0,89,5434,1630,SP,CI,SO,CARROLL,2984,NH0072,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89165,Pelham Public Library,5 Main Street,Pelham,03076,3722,6036357581,9472,1,0,0,0,1.77,2.3,4.07,107235,0,0,1475,108710,86320,0,86320,15224,7641,109185,0,31882,55,257,123,2550,21314,7250,30285,65,48,16014,1344,SP,CI,SO,HILLSBOROUGH,8618,NH0073,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
NH89166,Pembroke Town Library,261 Pembroke Street,Pembroke,03275,1716,6034857851,6533,1,0,0,0,0.8,0,0.8,31558,0,850,1157,33565,,,,6111,,31896,0,14320,290,17,52,1640,4160,1700,12695,2,0,4893,120,SP,CI,SO,MERRIMACK,5944,NH0074,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89167,Peterborough Town Library,2 CONCORD STREET,Peterborough,03458,1511,6039246401,5559,1,0,0,1.75,5.2,0.57,5.77,213215,0,0,59000,272215,163272,46283,209555,34450,28210,272215,0,48608,1839,719,175,2600,17233,6000,89663,1694,770,33093,1680,SP,CI,SO,HILLSBOROUGH,5058,NH0075,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
NH89168,Piermont Public Library,P.O. Box 6,Piermont,03779,0006,6032724967,630,1,0,0,0,0.48,0.03,0.51,13000,0,0,7424,20424,,,,6643,,18601,0,13631,326,160,45,780,5808,312,12987,39,92,3919,0,SP,CI,SO,GRAFTON,573,NH0076,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89169,Bremer Pond Memorial Library,P.O. Box 98,Pittsburg,03592,9717,6035386536,888,1,0,0,0,0.1,0,0.1,1500,0,0,111,1611,,,,545,,1429,0,5000,0,0,14,208,260,150,500,0,10,300,20,NO,SP,SO,COOS,808,NH0077,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH8917,Bedford Public Library,3 Meetinghouse Road,Bedford,03102,5406,6034723023,12583,1,0,0,1.95,6.37,0.6,6.97,289149,0,0,10674,299823,169810,38839,208649,61130,28831,298610,0,48707,1423,605,207,3005,179450,3503,135501,1144,784,49123,1500,SP,CI,SO,HILLSBOROUGH,11448,NH0078,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 1, 0, 0, 0,10, 0, 0
NH89170,Carpenter Memorial Library,31 Main Street,Pittsfield,03263,1312,6034358406,3712,1,0,0,0,0.5,0.47,0.97,21710,0,0,5882,27592,,,,8635,,27467,0,10989,0,0,28,1226,6493,416,10780,21,64,5517,600,SP,CI,SO,MERRIMACK,3377,NH0079,NH,33,93,01,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
NH89171,Philip Read Memorial Library,                                 -1,Plainfield,03781,9801,6036756866,2090,1,0,0,0,0.43,0.02,0.45,12740,0,0,5028,17768,,,,4659,,16766,0,15088,173,173,93,780,5616,159,10606,69,160,5309,110,SP,CI,SO,SULLIVAN,1901,NH0080,NH,33,93,01,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 1, 0, 0, 0, 0, 0, 0
