LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,CNTYFIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32,IMP33,IMP34,IMP35,IMP36,IMP37
FL021,LENOIR CITY PUBLIC LIBRARY,122 W. BROADWAY,LENOIR CITY,37771,2914,4239863210,35927,1,0,0,0,1,0,1,14705,0,1800,356,16861,,,,1155,,14347,1800,13026,21,187,43,1560,9500,350,21803,0,57,3526,12,HQ,CO,SO,LOUDON,Y,52,519,95,N,Y,PE,22419,TN0042,TN,47,105,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,18,18, 5, 0, 0
FL002,MEIGS-DECATUR PUBLIC LIBRARY,P.O. BOX 187,DECATUR,37322,0187,4233343332,9198,1,0,0,0,1,0,1,18629,0,0,3210,21839,,,,202,,20327,0,9075,129,417,4,2080,21216,954,19656,1,64,6274,300,HQ,CO,SO,MEIGS,Y,1145,2438,103,Y,Y,ST,5740,TN0043,TN,47,121,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
FL003,ROCKWOOD PUBLIC LIBRARY,117 NORTH FRONT STREET,ROCKWOOD,37854,2320,4233541281,15068,1,0,0,0,1,3,4,70033,0,0,3752,73785,46495,3557,50052,6709,17220,73981,1207,28915,188,390,46,2496,43680,8984,53058,0,45,16595,1594,HQ,CO,SO,ROANE,Y,217,100,11,N,Y,PE,9403,TN0044,TN,47,145,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0
FL004,MADISONVILLE PUBLIC LIBRARY,P.O. BOX 99,MADISONVILLE,37354,1128,4234424500,12161,1,0,0,0,2,0,2,21634,0,2000,11269,34903,,,,910,,28970,3783,10651,130,248,25,1456,10863,612,28609,5,51,10279,455,HQ,CO,SO,MONROE,Y,1195,3124,1,N,Y,PE,7589,TN0045,TN,47,123,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0
FL005,SWEETWATER PUBLIC LIBRARY,210 MAYES AVENUE,SWEETWATER,37874,2620,6153375274,18405,1,0,0,0,2,6,8,74460,0,1800,44942,121202,78992,7121,86113,4009,23316,113438,9435,28128,217,436,46,2184,42888,7576,115297,41,94,44452,4411,HQ,CO,SO,MONROE,Y,1856,6557,23,N,Y,PE,11485,TN0046,TN,47,123,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
FL006,CLEVELAND PUBLIC LIBRARY,795 CHURCH STREET NE,CLEVELAND,37311,2240,4234722163,78830,1,1,0,4,4,13,17,530000,0,0,87202,617202,310467,62277,372744,103955,99470,576169,37047,72433,2436,1703,198,5304,204640,59529,279119,176,155,102385,5863,HQ,CO,MA,BRADLEY,Y,8103,1776,132,N,Y,PE,49192,TN0047,TN,47,011,98,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
FL007,HARRIMAN PUBLIC LIBRARY,601 WALDEN STREET,HARRIMAN,37748,2506,4238823195,20415,1,0,0,0,2,0,2,57152,0,3800,2536,63488,,,,2299,,60255,0,14727,46,239,35,2040,23000,3000,20163,8,200,5387,2100,HQ,CO,SO,ROANE,Y,2059,7274,25,Y,Y,PE,12739,TN0048,TN,47,145,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
FL008,CLYDE W. RODDY PUBLIC LIBRARY,1191 MARKET STREET,DAYTON,37321,1429,4237758406,19321,1,0,0,0,1,2,3,106060,0,0,0,106060,63405,12009,75414,16788,13859,106061,0,21973,356,791,18,2210,147836,22828,114746,0,252,40802,316,HQ,CO,SO,RHEA,Y,1948,6884,24,N,Y,ST,12057,TN0049,TN,47,143,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
FL009,SPRING CITY PUBLIC LIBRARY,P.O. BOX 382,SPRING CITY,37381,0382,4233659757,7512,1,0,0,0,1,0,1,26822,0,6800,2640,36262,,,,1920,,37258,0,11979,266,264,30,1820,8800,780,16273,1,2,4353,700,HQ,CO,SO,RHEA,Y,935,2127,19,N,Y,PE,4688,TN0050,TN,47,143,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
FL010,KINGSTON PUBLIC LIBRARY,1000 BRADFORD WAY,KINGSTON,37763,3137,4233769905,13124,1,0,0,1,3,0,3,91647,0,1800,0,93447,48969,7917,56886,12972,22558,92416,1800,18222,191,432,61,2366,35000,2550,35099,0,200,12214,1100,HQ,CO,SO,ROANE,Y,14451,19,25,Y,Y,ST,8190,TN0051,TN,47,145,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,18, 3, 5, 0, 0
FL011,E.G. FISHER PUBLIC LIBRARY,P.O. BOX 1812,ATHENS,37371,1812,4237457782,45001,1,0,0,1,1,5,6,139964,0,1800,41385,183149,110702,14831,125533,0,54824,180357,0,42167,581,773,68,2782,77007,9984,90601,76,1750,26770,8285,HQ,CO,SO,MCMINN,Y,3494,34,8,Y,Y,ST,28082,TN0052,TN,47,107,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
FL012,BLOUNT COUNTY PUBLIC LIBRARY,301 MCGHEE STREET,MARYVILLE,37801,6811,4239820981,97014,1,0,0,3,4,13,17,652650,0,0,135594,788244,315246,63697,378943,200782,134527,714252,29629,86643,2275,5340,330,3406,244764,26093,466320,0,427,146523,3095,HQ,CO,SO,BLOUNT,Y,1100,8132,7,Y,Y,PE,60539,TN0053,TN,47,009,98,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
FL032,FORT LOUDOUN COMMUNITY SERVICES,"718 GEORGE STREET, N.W.",ATHENS,37303,2214,4237455194,388540,1,13,1,2,9,7,16,134305,464647,64459,11408,674819,312332,72236,384568,220616,33964,639148,10373,114543,253,4640,76,15340,71520,8436,231094,0,123,95947,6530,HQ,OT,MA,MCMINN,Y,6754,7363,43,N,Y,ST,242458,TN0054,TN,47,107,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,40,40,40, 0, 0
HR001,ARGIE COOPER PUBLIC LIBRARY,100 S. MAIN STREET,SHELBYVILLE,37160,3984,9316847323,33126,1,0,0,0,1,4,5,133980,0,1800,70282,206062,77915,12605,90520,7658,85177,183355,0,52922,825,884,75,3040,69792,1427,79294,94,403,19753,2205,HQ,CO,SO,BEDFORD,Y,2723,9037,1,N,Y,ST,20671,TN0055,TN,47,003,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0
HR002,ADAMS MEMORIAL LIBRARY,212 COLLEGE STREET,WOODBURY,37190,1402,6155635861,11399,1,0,0,0,1,1,2,31780,0,0,12052,43832,,,,409,,39191,3000,31776,212,238,22,2600,19344,12552,51731,61,67,20419,558,HQ,CO,SO,CANNON,Y,1419,3021,19,N,Y,PE,7113,TN0056,TN,47,015,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0
HR003,COFFEE CO. LANNOM MEMORIAL LIBRARY,312 NORTH COLLINS,TULLAHOMA,37388,3229,9314552460,23596,1,0,0,0,1,8,9,232203,0,1800,40230,274233,153365,11732,165097,36718,53337,255152,0,57162,1239,1570,158,3224,140569,2384,187790,11,68,64164,1402,HQ,CO,SO,COFFEE,Y,1125,8407,12,Y,Y,PI,14724,TN0057,TN,47,031,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0
HR004,COFFEE CO. MANCHESTER PUBLIC LIBRARY,1005 HILLSBORO BLVD.,MANCHESTER,37355,2099,9317235143,20100,1,0,0,0,1,7,8,232207,0,1800,34286,268293,147587,10646,158233,37170,53795,249198,0,51420,819,865,86,2912,112523,1628,161387,19,119,58298,1303,HQ,CO,SO,COFFEE,Y,1956,1790,6,N,Y,ST,12543,TN0058,TN,47,031,98,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
HR005,FRANKLIN COUNTY PUBLIC LIBRARY,105 SOUTH PORTER STREET,WINCHESTER,37398,1546,9319673706,36442,1,0,0,0,1,3,4,32878,0,0,23897,56775,15141,1109,16250,0,39422,55672,0,33844,237,295,69,2808,43802,308,80281,199,93,22740,658,HQ,CO,SO,FRANKLIN,Y,3599,850,106,N,Y,ST,22741,TN0059,TN,47,051,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0
HR006,FAYETTEVILLE-LINCOLN CO.PUB.LIBRARY,400 ROCKY KNOB LANE,FAYETTEVILLE,37334,2558,9314333286,28785,1,0,0,0,1,3,4,76006,0,1800,17806,95612,46255,7087,53342,7385,29676,90403,0,34567,983,432,46,2732,47901,2080,71861,53,67,14064,1034,HQ,CO,SO,LINCOLN,Y,3254,9311,4,N,Y,ST,17963,TN0060,TN,47,103,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0
HR007,MOORE COUNTY PUBLIC LIBRARY,P. O. BOX 602,LYNCHBURG,37352,0602,9317597285,5189,1,0,0,0,1,1,2,33597,0,2000,5525,41122,,,,2179,,41685,0,22156,252,646,10,1612,9133,697,21590,72,164,5467,1816,HQ,CO,SO,MOORE,Y,989,1469,7,N,Y,PI,3238,TN0061,TN,47,127,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0
HR008,LINEBAUGH PUBLIC LIBRARY,105 WEST VINE STREET,MURFREESBORO,37130,3673,6158934131,139159,1,1,0,5,6,22,28,914525,0,0,80564,995089,487026,122182,609208,159801,294213,1063222,0,158302,1272,1382,223,6708,246895,27805,532567,272,179,202597,11020,HQ,CO,MO,RUTHERFORD,Y,1700,1300,730,Y,Y,PE,86839,TN0062,TN,47,149,98,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
HR009,FRED A. VAUGHT MEMORIAL LIBRARY,211 WHITE OAK STREET,HARTSVILLE,37074,1420,9313743677,6449,1,0,0,0,1,0,1,23736,0,3800,10469,38005,,,,0,,37800,0,20632,175,379,31,1560,19509,935,36522,29,0,16281,259,HQ,CO,SO,TROUSDALE,Y,802,1826,16,N,Y,PI,4024,TN0063,TN,47,169,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
HR010,LEBANON-WILSON COUNTY PUBLIC LIBRARY,108 SOUTH HATTON AVENUE,LEBANON,37087,3590,6154440632,57091,1,1,0,0,2,5,7,178769,0,3600,29831,212200,109583,32374,141957,12906,57265,212128,0,49337,758,930,58,4108,99134,2289,153849,112,64,54890,5204,HQ,CO,MO,WILSON,Y,6978,495,28,Y,Y,ST,35626,TN0064,TN,47,189,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0
HR016,HIGHLAND RIM COMMUNITY SERVICES,2118 E. MAIN STREET,MURFREESBORO,37130,4009,6158933380,390277,1,1,1,2,4,5,9,7000,435724,62048,12249,517021,242653,55617,298270,53116,65089,416475,0,61617,83,366,6,1040,1800,247,91663,0,0,2781,0,HQ,OT,MA,RUTHERFORD,Y,6784,7395,43,N,Y,ST,243542,TN0065,TN,47,149,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0,40,40,40, 0, 0
IN003,0AK RIDGE PUBLIC LIBRARY,CIVIC CENTER,OAK RIDGE,37830,6206,4234828455,28675,1,0,0,5,6,10,16,784185,0,0,0,784185,442980,86573,529553,122280,132352,784185,1123,96794,6965,2892,332,3380,260000,40899,277566,10,957,85411,4859,HQ,CI,SO,ANDERSON,Y,1757,9275,36,N,Y,PE,17894,TN0066,TN,47,001,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 5, 0, 0, 0
WT012,KINGSPORT PUBLIC LIBRARY,400 BROAD STREET,KINGSPORT,37660,4292,4232299488,37662,1,1,0,3,6,9,15,627121,0,0,21425,648546,357279,74922,432201,137709,78636,648546,0,129969,5020,1235,380,4732,234339,6102,234822,672,373,60412,2319,HQ,CO,MO,SULLIVAN,Y,4300,11560,7,Y,Y,PE,23502,TN0067,TN,47,163,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0
IN001,EAST RIDGE CITY LIBRARY,1517 TOMBRAS AVENUE,EAST RIDGE,37412,2716,4238677323,21677,1,0,0,0,2,2,4,69978,0,0,0,69978,51975,8053,60028,9300,650,69978,2000,18000,86,0,16,3172,57402,0,25000,0,0,5000,2390,HQ,CI,SO,HAMILTON,Y,2186,7723,27,N,N,,13527,TN0068,TN,47,065,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7,30, 0, 0, 0, 0,10, 0, 5, 5, 5, 0, 0
IN002,SIGNAL MOUNTAIN PUBLIC LIBRARY,1114 JAMES BOULEVARD,SIGNAL MOUNTAIN,37377,2509,4238867323,7250,1,0,0,1,1,2,3,90354,0,2000,16373,108727,57838,8266,66104,22500,7400,96004,12723,17497,463,6,53,1872,24000,5932,55230,0,0,15328,1586,HQ,CI,SO,HAMILTON,Y,2650,150,5,N,Y,ST,4524,TN0069,TN,47,065,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,10, 0, 0, 0, 0, 0, 0, 0
NL001,GRAINGER COUNTY PUBLIC LIBRARY,GENERAL DELIVERY,RUTLEDGE,37861,9999,4238284784,18667,1,0,0,0,1,0,1,12639,0,1800,296,14735,,,,1889,,11722,0,7746,0,13,17,1092,5460,350,7541,0,49,3731,127,HQ,CO,SO,GRAINGER,Y,1882,338,23,N,N,,11649,TN0070,TN,47,057,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5,18, 5, 0, 0
NL002,HAWKINS COUNTY PUBLIC LIBRARY,407 EAST MAIN ST,ROGERSVILLE,37857,3315,4232728710,47724,1,4,0,1,4,1,5,134250,0,5400,0,139650,96120,1900,98020,18450,7447,123917,0,44900,1000,900,130,6526,86968,7964,138105,97,961,41714,1311,HQ,CO,MO,HAWKINS,Y,5397,15367,97,Y,Y,ST,29781,TN0071,TN,47,073,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
NL003,MORRISTOWN-HAMBLEN PUBLIC LIBRARY,417 WEST MAIN ST,MORRISTOWN,37814,4686,4235866410,52763,1,1,0,1,3,6,9,320980,0,3600,39505,364085,162254,42357,204611,67554,91325,363490,594,95493,2664,1955,223,3588,141390,15319,242772,224,163,65947,4537,HQ,CO,MO,HAMBLEN,Y,5967,1174,107,Y,Y,PE,32925,TN0072,TN,47,063,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0
NL004,HANCOCK COUNTY PUBLIC LIBRARY,P.O. BOX 377,SNEEDVILLE,37869,0377,4237332254,6844,1,0,0,0,1,0,1,16000,0,0,4506,20506,,,,229,,11124,0,10239,78,121,15,1742,7800,1040,12672,0,114,2608,280,HQ,CO,SO,HANCOCK,Y,18,72,17,Y,Y,PE,4271,TN0073,TN,47,067,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,18,18, 5, 0, 0
NL005,DANDRIDGE MEMORIAL LIBRARY,P.O. BOX 339,DANDRIDGE,37725,0339,4233979758,6603,1,0,0,0,1,0,1,41724,0,0,8965,50689,,,,7746,,43572,0,17799,470,282,43,1976,18044,1006,61694,0,16,18433,707,HQ,CO,SO,JEFFERSON,Y,822,1869,16,N,N,,4120,TN0074,TN,47,089,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
NL006,JEFFERSON CITY PUBLIC LIBRARY,1427 RUSSELL AVE,JEFFERSON CITY,37760,2527,4234759094,24078,1,0,0,0,1,0,1,35772,0,0,19233,55005,,,,7938,,47463,0,18362,941,426,62,2080,32757,2025,69457,51,127,24433,947,HQ,CO,SO,JEFFERSON,Y,2722,7788,166,Y,Y,UK,15025,TN0075,TN,47,089,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0
NL007,SEVIER COUNTY PUBLIC LIBRARY,321 COURT AVE,SEVIERVILLE,37862,3412,4234533532,55374,1,1,0,0,2,8,10,238387,0,1800,17601,257788,189166,0,189166,18063,39415,246644,1800,39878,1186,2299,102,4576,145284,17645,171646,0,907,56770,1953,HQ,CO,MO,SEVIER,Y,6768,21481,61,N,N,,34555,TN0076,TN,47,155,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
NL008,ANNA PORTER PUBLIC LIBRARY,207 CHEROKEE ORCHARD RD,GATLINBURG,37738,3417,4234365588,4168,1,0,0,1,1,2,3,93600,0,1800,11032,106432,62824,4778,67602,11169,47926,126697,0,22867,694,602,58,2132,34000,7500,40471,209,624,8526,2182,HQ,CO,SO,SEVIER,Y,492,495,6,N,Y,PI,2601,TN0077,TN,47,155,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0
NL009,STOKELY MEMORIAL LIBRARY,383 EAST BROADWAY,NEWPORT,37821,3105,4236233832,31110,1,0,0,0,1,1,2,38694,0,1800,65176,105670,,,,9615,,59699,7475,21246,436,234,37,2184,45292,4117,56255,6,49,12596,129,HQ,CO,SO,COCKE,Y,495,20,2740,N,Y,PE,19413,TN0078,TN,47,029,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
NL020,NOLICHUCKY COMMUNITY SERVICE,315 MCCRARY DRIVE,MORRISTOWN,37814,3196,4235866251,255488,1,7,1,2,11,0,11,79540,372138,60301,8213,520192,221396,72162,293558,114822,113805,522185,5898,56543,199,481,154,7488,36384,4168,114348,15,204,31115,750,HQ,OT,MA,HAMBLEN,Y,4441,12093,31,N,Y,ST,159431,TN0079,TN,47,063,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,40,40,40, 0, 0
RF001,BENTON COUNTY LIBRARY,122 W. WALNUT STREET,CAMDEN,38320,2955,9015844772,15770,1,1,0,0,1,3,4,71000,0,3600,16325,90925,37049,12062,49111,11512,30895,91518,0,30846,958,3103,37,4160,187204,3634,137810,53,322,57083,2054,HQ,CO,MO,BENTON,Y,1549,132,14,N,Y,PE,9841,TN0080,TN,47,005,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0
RF002,CARROLL COUNTY LIBRARY,159 EAST MAIN STREET,HUNTINGDON,38344,3903,9019861919,28617,1,0,0,0,1,1,2,40700,0,1800,22683,65183,,,,6618,,43957,2498,18582,409,1109,30,2184,50102,1386,62499,60,67,18654,2774,HQ,CO,SO,CARROLL,Y,470,9256,7,N,Y,ST,17858,TN0081,TN,47,017,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0
RF004,GIBSON COUNTY MEMORIAL LIBRARY,303 S. HIGH STREET,TRENTON,38382,2027,9018551991,21478,1,0,0,0,1,2,3,63000,0,1800,11421,76221,45470,905,46375,13580,16769,76724,1800,22257,470,550,72,2236,20625,2936,94669,69,186,45323,2925,HQ,CO,SO,GIBSON,Y,200,149,8,N,Y,PI,13403,TN0083,TN,47,053,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
RF005,HUMBOLDT PUBLIC LIBRARY,WAR MEMORIAL BUILDING,HUMBOLDT,38343,3403,9017842383,13364,1,0,0,0,1,2,3,70575,0,0,13717,84292,43775,0,43775,29583,17916,91274,6484,20646,325,917,70,2496,33852,1840,71879,65,182,31535,4172,HQ,CO,SO,GIBSON,Y,781,299,31,N,Y,PI,8339,TN0084,TN,47,053,98,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RF006,MILDRED G. FIELDS MEMORIAL LIBRARY,1075A VAN HOOK STREET,MILAN,38358,2898,9016868268,12886,1,0,0,0,1,4,5,121550,0,1800,4635,127985,68615,0,68615,25220,14847,108682,0,34331,967,1234,82,2236,57045,3780,99466,206,131,31544,6397,HQ,CO,SO,GIBSON,Y,1266,3310,25,N,Y,PI,8041,TN0085,TN,47,053,98,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0
