LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
S0003,Sunflower County Library,201 Cypress Drive,Indianola,38751,2415,6018872298,32867,1,5,0,2,16,12,28,252385,36219,121846,11470,421920,239964,42270,282234,32346,71461,386041,4975,100621,4431,296,130,8008,108966,10232,72878,283,132,17271,3980,NO,CO,MO,SUNFLOWER,32621,MS0044,MS,28,94,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
T0001,Tallahatchie County,Box 219,Charleston,38921,0219,6016472638,15210,1,3,0,0,6,0,6,69200,19448,0,1784,90432,58645,10820,69465,10018,9601,89084,0,40327,254,66,46,5720,5925,3239,49084,14,91,17903,2900,NO,CO,MO,TALLAHATCHIE,15096,MS0045,MS,28,94,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
T0002,Tombigbee Regional Library,338 Commerce Street,West Point,39773,0675,6014944872,76995,1,10,0,1,22,7,29,338208,93135,0,58628,489971,277369,59431,336800,48811,85132,470743,895,130747,370,462,119,16718,87806,8947,104078,278,160,32063,2273,NO,MJ,MO,CLAY,76419,MS0046,MS,28,94,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
W0001,Warren County-Vicksburg Public Library,700 Veto Street,Vicksburg,39180,3595,6016366411,47880,1,0,0,4,5,12,17,394500,50480,0,29185,474165,216961,49418,266379,71765,96810,434954,11027,83479,1651,1274,218,3120,169078,17788,159935,731,822,51068,4947,NO,CO,SO,WARREN,47522,MS0047,MS,28,94,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
W0002,Washington County Library,341 Main Street,Greenville,38701,4097,6013352331,67935,1,5,0,3,13,14,27,525864,69530,1199,24343,620936,333520,89225,422745,75217,87185,585147,3995,222122,4047,918,407,9620,96416,28548,160865,20,1033,56528,1921,NO,CO,MO,WASHINGTON,67427,MS0048,MS,28,94,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
B0004,Blackmur Memorial Library,Rt. 4 Box 410-D,Water Valley,38965,9230,6014732444,3610,1,0,0,0,1,1,2,46310,0,0,0,46310,,,,16289,,21623,165,19752,327,172,40,-1,18165,1243,17364,22,186,3751,897,NO,CI,SO,YALOBUSHA,3583,MS0049,MS,28,94,05,4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3,11,11,99,99,99, 1,99,11, 5, 1, 1, 5, 1,, 1, 1, 1, 5, 5, 8,10, 0
102,JOCKO VALLEY LIBRARY,BOX 154,ARLEE,59821,  -1,4067263572,1813,1,0,0,0,0.5,0.5,1,3058,1828,0,315,5201,,,,2462,,4033,288,8854,0,12,6,1040,3640,104,2738,0,34,883,0,ME,CO,SO,LAKE,1807,MT0002,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
103,FALLON COUNTY LIBRARY,6 W. FALLON AVENUE,BAKER,59313,1037,4067782883,3103,1,0,0,0,3.4,0,3.4,130953,1386,3000,1496,136835,46221,9342,55563,15262,17362,88187,13462,31095,174,238,28,2566,12324,676,22024,59,402,9188,835,ME,CO,SO,FALLON,3092,MT0003,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
104,BELGRADE PUBLIC LIBRARY,106 N. BROADWAY,BELGRADE,59714,0929,4063884346,6597,1,0,0,0,1,0.5,1.5,66268,1226,3000,10545,81039,,,,3863,,54980,2909,14911,78,40,62,1559,18200,3120,21675,0,668,10724,385,ME,CI,SO,GALLATIN,6574,MT0004,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
105,CARNEGIE PUBLIC LIBRARY,314 MC LEOD,BIG TIMBER,59011,0846,4069325608,3154,1,0,0,0,1.15,1.3,2.45,35399,950,0,386,36735,25281,0,25281,6155,3963,35399,0,31875,0,0,61,1144,10400,1040,28143,0,111,7780,0,ME,CI,SO,SWEET GRASS,3143,MT0005,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
106,PARMLY BILLINGS LIBRARY,510 NORTH BROADWAY,BILLINGS,59101,1178,4066578257,108645,1,1,1,6,10,14.5,24.5,920299,22855,13463,214229,1170846,486571,140241,626812,138054,554277,1319143,168709,223422,1563,1278,219,3281,276832,77636,493218,4648,2710,179086,5725,HQ,MJ,MO,YELLOWSTONE,108267,MT0006,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
107,BOULDER COMMUNITY LIBRARY,201 S. MAIN,BOULDER,59632,0589,4062253241,4094,1,0,0,0,0.83,0.3,1.13,52000,1238,2865,0,56103,,,,7270,,32511,3300,9260,224,330,22,1394,10400,936,20564,41,641,4943,164,ME,MJ,SO,JEFFERSON,4080,MT0007,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
108,BOZEMAN PUBLIC LIBRARY,220 E. LAMME,BOZEMAN,59715,3579,4065864788,36892,1,0,0,3.93,13.41,0,13.41,424234,7429,0,12613,444276,290577,0,290577,49974,99048,439599,7672,55687,2828,585,201,2600,197392,23296,295255,1128,2199,131411,13612,ME,MJ,SO,GALLATIN,36764,MT0008,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,11, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
109,BRIDGER PUBLIC LIBRARY,119 WEST BROADWAY,BRIDGER,59014,0433,4066623598,1919,1,0,0,0,0.4,0,0.4,9480,805,0,6404,16689,,,,2275,,9346,0,12686,30,8,46,582,2340,52,4677,0,162,2300,132,ME,MJ,SO,CARBON,1912,MT0009,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
110,HENRY MALLEY MEMORIAL LIBRARY,102 S. LINCOLN,BROADUS,59317,0345,4064362812,2090,1,0,0,0,0.85,0,0.85,38897,1639,3000,6148,49684,,,,7815,,48468,225,19987,0,16,30,1956,10400,8034,20200,139,766,8133,469,ME,CO,SO,POWDER RIVER,2083,MT0010,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 2, 0, 0, 0, 0, 0, 0
111,BUTTE-SILVER BOW PUBLIC LIBRARY,226 W. BROADWAY,BUTTE,59701,9297,4067233361,33941,1,0,0,0,11.25,1.25,12.5,445729,5823,27355,9791,488698,224209,70327,294536,32164,116822,443522,28485,85665,2392,807,301,2496,197600,26000,124301,728,1134,48114,5289,ME,CO,SO,SILVER BOW,33823,MT0011,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
112,WEDSWORTH MEMORIAL LIBRARY,9 1/2 FRONT STREET,CASCADE,59421,0526,4064682848,1581,1,0,0,0,0.5,0.75,1.25,6688,1634,3000,1487,12809,,,,678,,11958,3000,6662,0,9,39,1002,3380,2340,17007,0,11,0,880,ME,CO,SO,CASCADE,1575,MT0012,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
113,LIBERTY COUNTY LIBRARY,100 1ST ST. E.,CHESTER,59522,0458,4067595445,2295,1,0,0,0,1,1.15,2.15,47115,2015,0,2808,51938,26000,4410,30410,15095,10095,55600,2948,14880,260,57,147,2040,10140,10816,17226,13,323,9881,2580,ME,CO,SO,LIBERTY,2287,MT0013,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
114,Blaine County Library,94 4th Ave.,Chinook,59523,0610,4063572932,4156,1,0,0,0,1.56,0.26,1.82,63522,2348,0,0,65870,,,,14266,,57918,0,15000,120,420,50,1488,10400,1040,25645,84,72,7060,734,ME,CO,SO,BLAINE,4142,MT0014,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
115,Choteau Public Library,17 North Main,Choteau,59422,0876,4064662052,3341,1,0,0,0,0.96,0.16,1.12,24427,2120,0,2182,28729,,,,11877,,28542,0,25000,150,270,23,1600,7800,208,38969,42,152,20920,247,ME,MJ,SO,TETON,3329,MT0015,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 8,10, 0
116,George McCone Memorial County Library,2nd Avenue,Circle,59215,  -1,4064852350,2276,1,0,0,0,0.5,0.35,0.85,30333,1564,3000,874,35771,,,,4393,,21509,3000,19314,367,87,42,864,1560,265,9391,82,58,3773,546,ME,MJ,SO,MC CONE,2268,MT0016,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 1, 0, 0, 0, 0, 0, 0
117,Stillwater County Library,400 3rd Avenue North,Columbus,59019,0266,4063225337,6536,1,0,0,0,1,0.67,1.67,56419,1194,0,25617,83230,,,,11200,,55832,38000,15562,208,30,27,2158,12740,3120,28174,0,932,9124,240,ME,CO,SO,STILLWATER,6513,MT0017,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
118,Conrad Public Library,15 4th Ave. S.W.,Conrad,59425,  -1,4062785751,4554,1,0,0,0,2.35,0.63,2.98,65800,1965,0,400,68165,35938,0,35938,13000,11328,60266,0,26760,92,385,66,1920,13000,2340,47538,8,203,16861,2340,ME,MJ,SO,PONDERA,4538,MT0018,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
119,Glacier County Library,21 First Avenue S.E.,Cut Bank,59427,2992,4068734572,12121,1,2,0,0,2.66,1.5,4.16,174200,2667,0,86000,262867,89233,0,89233,29238,33729,152200,205,44869,0,0,75,3276,15600,5200,85588,15,100,54495,1800,ME,CO,MO,GLACIER,12079,MT0019,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
120,Darby Public Library,102 SOUTH MAIN,Darby,59829,0037,4068213753,988,1,0,0,0,0.3,0,0.3,2225,1929,0,65,4219,,,,0,,2126,0,4000,20,0,2,540,1300,1300,7949,24,151,2993,49,ME,CI,SO,RAVALLI,985,MT0020,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 5, 5, 5,10,10, 0
121,Wm K. Kohrs Memorial Library,501 Missouri Ave.,Deer Lodge,59722,1152,4068462622,6620,1,0,0,0,1.16,0.08,1.24,40000,1560,0,63000,104560,,,,6595,,42177,0,9000,265,38,51,1320,18200,2080,22108,44,745,8041,900,ME,CI,SO,POWELL,6597,MT0021,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
122,Denton Public Library,515 Broadway,Denton,59430,0986,4065672571,350,1,0,0,0,0.94,0,0.94,5843,600,0,267,6710,,,,1519,,4330,0,5477,0,0,3,1950,3900,1040,2600,9,54,2000,240,ME,CI,SO,FERGUS,349,MT0022,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 5, 5, 0, 0, 0
123,Dillon City Library,121 South Idaho,Dillon,59725,  -1,4066834544,8424,1,0,0,0,0.8,0.35,1.15,32430,3420,0,3100,38950,,,,7498,,36305,9261,12582,127,180,49,1062,8476,2392,17429,2,237,5926,374,ME,CI,SO,BEAVERHEAD,8395,MT0023,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
124,Drummond Public Library,114 A Street,Drummond,59832,0378,4062883231,943,1,0,0,0,0.25,0,0.25,7456,801,0,0,8257,,,,528,,3896,0,5681,2,9,3,520,1352,780,1396,0,141,682,75,ME,CI,SO,GRANITE,940,MT0024,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
126,Dutton Public Library,Main Street,Dutton,59433,0427,4064763382,1296,1,0,0,0,0.5,0,0.5,11898,1766,0,0,13664,,,,4767,,13777,0,3800,105,85,4,1040,1560,156,4980,31,96,814,220,ME,MJ,SO,TETON,1291,MT0025,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 1, 0, 0, 0, 0, 0
127,Ekalaka Public Library,Main Street,Ekalaka,59324,  -1,4067756336,1503,1,0,0,0,0.55,0,0.55,28288,1336,0,763,30387,,,,2191,,13126,1346,9500,0,0,5,1060,1560,260,7422,21,78,2794,59,ME,MJ,SO,CARTER,1498,MT0026,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10,10, 0
128,Madison Valley Public Library,210 East Main Street,Ennis,59729,0178,4066827244,1016,1,0,0,0,0.4,0.03,0.43,9452,888,3000,3695,17035,,,,3696,,16224,3000,15619,113,130,4,1508,20436,832,19670,0,627,3425,1820,ME,CI,SO,MADISON,1012,MT0027,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
129,Fairfield Public Library,14 4TH ST. N.,Fairfield,59436,  -1,4064672477,1634,1,0,0,0,0.5,0.5,1,19524,1746,0,251,21521,,,,6209,,16768,3400,10679,10,35,5,1014,2600,104,10889,16,39,4100,10,ME,MJ,SO,TETON,1628,MT0028,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
130,Rosebud County Library,9th and Cedar,Forsyth,59327,0007,4063567561,11379,1,1,0,0,2.81,0,2.81,112890,3139,0,823,116852,42834,5985,48819,17947,545,67311,0,34557,657,483,94,3406,29380,520,54019,314,558,25250,1799,ME,CO,MO,ROSEBUD,11339,MT0029,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
131,Chouteau County Free Library,1518 Main,Fort Benton,59442,  -1,4066225222,5452,1,3,0,0,3.75,1.5,5.25,124000,2234,0,1699,127933,71200,0,71200,21000,27800,120000,10000,38178,150,160,172,5150,26000,3640,84631,29,152,31486,900,ME,CO,MO,CHOUTEAU,5433,MT0030,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
132,Glasgow City County Library,408 3rd Ave. South,Glasgow,59230,2498,4062282731,8239,1,1,0,0,2.7,0,4.4,139430,3016,0,5514,147960,58069,8599,66668,23760,37609,128037,4940,37614,1098,485,125,3240,68692,18980,51350,634,683,10104,380,HQ,MJ,MO,VALLEY,8210,MT0031,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
133,Glendive Public Library,106 South Kendrick,Glendive,59330,1627,4063653633,9505,1,1,0,0,3.97,0.65,4.62,114800,2300,22163,0,139263,60153,8392,68545,12005,36292,116842,18000,27685,520,301,91,3237,31824,4368,44627,152,380,17288,2487,ME,CO,MO,DAWSON,9472,MT0032,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
134,Great Falls Public Library,301 2nd Ave. North,Great Falls,59401,2593,4064530181,74688,1,0,2,5.25,18.75,1.55,20.3,1016836,12880,0,54490,1084206,347776,87640,435416,70000,213668,719084,8476,130000,635,635,211,2784,287040,90064,402996,1846,1707,125034,6493,HQ,MJ,MO,CASCADE,74428,MT0033,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
135,Bitterroot Public Library,306 State Street,Hamilton,59840,2797,4063631670,18434,1,0,0,0,2.9,0,2.9,67730,3219,0,66531,137480,48532,1054,49586,19639,32045,101270,3700,18500,924,212,58,1860,38116,16224,58390,0,2276,27271,2157,ME,CO,SO,RAVALLI,18370,MT0034,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
136,Big Horn County Library,419 North Custer Ave.,Hardin,59034,1892,4066651808,11337,1,0,1,0,7,0,7,206318,2120,0,2092,210530,106062,34956,141018,28535,36765,206318,0,45550,837,1117,91,3089,25740,6500,62197,103,588,30198,4598,ME,CO,MO,BIG HORN,11298,MT0035,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
137,Harlem Public Library,Box 519,Harlem,59526,  -1,4063532712,2572,1,0,0,0,1,0,1,41928,1845,0,0,43773,,,,8627,,40490,501,10000,150,71,55,1300,3380,520,16825,8,95,7881,518,ME,CO,SO,BLAINE,2563,MT0036,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
138,Harlowton Public Library,17 South Central Ave.,Harlowton,59036,  -1,4066325523,2246,1,0,0,0,0.9,0.8,1.7,1396,838,3000,2349,7583,,,,3680,,6731,3000,11800,25,10,33,1594,7800,3640,12000,6,480,5000,100,ME,CI,SO,WHEATLAND,2238,MT0037,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
139,Havre-Hill County Library,402 3rd Street,Havre,59501,  -1,4062652123,17654,1,0,0,0,4.4,0.5,4.9,151899,4510,2491,1379,160279,88539,25491,114030,19324,26924,160278,19757,57419,2231,60,130,2512,49972,5304,89258,283,546,35196,1179,ME,MJ,SO,HILL,17593,MT0038,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
140,Lewis and Clark Library,120 South Last Chance Gulch,Helena,59601,4133,4064422380,47495,1,2,0,4.5,14.5,1,15.5,655407,11612,3222,117846,788087,356259,82687,438946,67428,241673,748047,88004,98827,1327,1097,253,3211,198484,12428,433607,2143,2459,94532,4926,HQ,MJ,MO,LEWIS & CLARK,47330,MT0039,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
141,City-County Library of Hot Springs,114 Main Street,Hot Springs,59845,0127,4067413491,6123,1,0,0,0,1.05,0,1.05,13406,2251,0,416,16073,,,,1208,,13871,0,19099,67,67,75,1162,9152,780,6788,36,195,1951,250,ME,MJ,SO,SANDERS,6102,MT0040,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
143,Garfield County Free Library,Main Street,Jordan,59337,0069,4065572297,1589,1,0,0,0,0.75,0,0.75,16599,6191,3000,210,26000,,,,2683,,15971,4760,8993,149,4,19,1040,2860,1040,5439,19,197,2170,311,ME,CO,SO,GARFIELD,1583,MT0042,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
144,Flathead County Library,247 First Ave. East,Kalispell,59901,4598,4067565690,59218,1,4,0,2.5,20.7,1,21.7,783575,15858,36321,41454,877208,369389,9813,379202,81946,150327,611475,16540,168453,1803,1159,216,7722,363480,63492,513860,3404,2638,169892,5000,ME,CO,MO,FLATHEAD,59012,MT0043,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
145,Laurel Public Library,720 West Third Street,Laurel,59044,0068,4066284961,5686,1,0,0,0,2.65,0.05,2.7,94690,1005,0,3705,99400,50263,20737,71000,8266,12663,91929,595,15130,902,132,28,2004,27664,2600,41344,3,306,14057,520,ME,CI,SO,YELLOWSTONE,5666,MT0044,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
146,Lewistown City Library,701 West Main,Lewistown,59457,  -1,4065385212,11522,1,0,0,1,4.5,0.38,4.88,141774,2742,38407,5840,188763,79868,16536,96404,35730,29137,161271,11304,29754,292,0,66,1924,39000,7967,82839,206,1135,35518,3083,ME,MJ,SO,FERGUS,11482,MT0045,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 1, 0, 0, 0, 0, 0, 0
147,Lincoln County Public Library,220 West 6th,Libby,59923,1898,4062932778,17481,1,2,0,1,7,0.5,7.5,191000,3627,8150,26351,229128,104000,28901,132901,23200,99119,255220,6000,36000,559,120,127,3926,26000,1820,72173,120,1117,25401,429,ME,CO,MO,LINCOLN,17420,MT0046,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
148,Livingston-Park County Library,228 West Callender Street,Livingston,59047,2618,4062220862,14562,1,0,0,0,3.5,1,4.5,149027,2166,0,33834,185027,73886,18304,92190,25379,40716,158285,7738,37023,437,597,162,2084,30160,8320,100175,12,749,37654,1231,ME,MJ,SO,PARK,14511,MT0047,MT,30,94,07,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10,10, 0
149,Phillips County Library,10 South 4th Street East,Malta,59538,  -1,4066542407,5163,1,2,0,0,1.38,0,1.38,43630,1292,3000,1075,48997,,,,12455,,51680,3000,24503,0,336,46,2498,3640,2340,36146,160,247,12446,150,ME,CO,MO,PHILLIPS,5145,MT0048,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
150,Manhattan Community Library,100 S.R.R.E.,Manhattan,59741,0008,4062843235,2308,1,0,0,0,0.43,0,0.43,18135,833,0,816,19784,,,,2664,,9763,324,11300,0,4,5,878,2860,364,8338,0,25,4169,264,ME,MJ,SO,GALLATIN,2300,MT0049,MT,30,94,07,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
