K_DECTOP,LIB_CODE,LIB_NAME,LIB_ADDR,LIB_CITY,LIB_ZIP,LIB_ZIP4,LIB_PHONE,LIB_CNTY,C_OUT_TYP,C_MSA,C_SER_POP,LIB_NUM_BM,WEB_ADR,K_SEQ,STABR,PUB_FIPS,CNTYFIPS,YR
AL0049,104-001,Adelia McConnell Russell Library,318 Church Street,Alexander City,35010,5010,2563296796,Tallapoosa,CE,NO,E,0,,002,AL,01,123,98
AL0050,104-002,Dadeville Public Library,205 North West Street,Dadeville,36853,1355,2058257820,Tallapoosa,CE,NO,C,0,,002,AL,01,123,98
AL0051,104-003,Goodwater Public Library,Weogufka Street,Goodwater,35072,0140,2568395741,Coosa,CE,NO,B,0,,002,AL,01,037,98
AL0052,104-004,Auburn Public Library,161 North Ross Street,Auburn,36830,4803,3348874997,Lee,CE,NO,F,0,,002,AL,01,081,98
AL0053,104-005,Lewis Cooper Jr. Memorial Library,200 South 6th Street,Opelika,36801,0125,3347055380,Lee,CE,NO,E,0,,002,AL,01,081,98
AL0054,104-006,Millbrook Public Library,3901 Park Circle,Millbrook,36054,0525,3342856688,Elmore,CE,NC,D,0,,002,AL,01,051,98
AL0055,104-007,Rockford Public Library,Main Street,Rockford,35136,0128,2563774911,Coosa,CE,NO,A,0,,002,AL,01,037,98
AL0056,104-008,Tallassee Community Library,102 Freeman Avenue,East Tallassee,36023,0671,3342832732,Tallapoosa,CE,NO,D,0,,002,AL,01,123,98
AL0057,104-009,Wetumpka Public Library,212 South Main Street,Wetumpka,36092,0096,3345671308,Elmore,CE,NC,C,0,,002,AL,01,051,98
AL0059,516-001,Florence-Lauderdale Public Library,218 North Wood Avenue,Florence,35630,4706,2567646564,Lauderdale,CE,CC,G,0,,002,AL,01,077,98
AL0060,999-039,Helen Keller Public Library,511 North Main Street,Tuscumbia,35674,2059,2563837065,Colbert,CE,NC,D,0,,002,AL,01,033,98
AL0061,999-042,Leighton Public Library,Main Street,Leighton,35646,0484,2564465380,Colbert,CE,NC,A,0,,002,AL,01,033,98
AL0062,999-050,Muscle Shoals Public Library,1918 East Avalon Avenue,Muscle Shoals,35661,2402,2563869212,Colbert,CE,NC,D,0,,002,AL,01,033,98
AL0063,516-004,Rogersville Public Library,116 Bank Street,Rogersville,35652,0190,2562470151,Lauderdale,CE,NC,B,0,,002,AL,01,077,98
AL0064,999-066,Sheffield Public Library,316 North Montgomery Avenue,Sheffield,35660,2709,2563865633,Colbert,CE,NC,E,0,,002,AL,01,033,98
AL0065,106-000,Northwest Regional Library,185 Ashwood Drive,Winfield,35594,0360,2054872330,Marion,BS,NO,F,1,,002,AL,01,093,98
AL0066,106-001,Clyde Nix Public Library,350 Bexar Avenue W,Hamilton,35570,1944,2059214290,Marion,CE,NO,D,0,,002,AL,01,093,98
AL0067,106-002,Kennedy Public Library,17885 Highway 96,Kennedy,35574,0070,2055963670,Lamar,CE,NO,A,0,,002,AL,01,075,98
AL0068,106-003,MCHS Community Library,1606 11th Street N,Guin,35563,0549,2054682544,Marion,CE,NO,B,0,,002,AL,01,093,98
AL0069,106-004,Millport Public Library,Columbus Street,Millport,35576,0159,2056624286,Lamar,CE,NO,B,0,,002,AL,01,075,98
AL0070,106-005,Russellville Public Library,110 East Lawrence Street,Russellville,35653,2349,2563321535,Franklin,CE,NO,D,0,,002,AL,01,059,98
AL0071,106-006,Sulligent Public Library,Vernon Street,Sulligent,35586,0215,2056988631,Lamar,CE,NO,B,0,,002,AL,01,075,98
AL0072,106-007,Mary Wallace Cobb Memorial Library,110 First Avenue NW,Vernon,35592,0357,2056956123,Lamar,CE,NO,B,0,,002,AL,01,075,98
AL0073,106-008,Weatherford Public Library,307 4th Avenue S,Red Bay,35582,0870,2563569255,Franklin,CE,NO,C,0,,002,AL,01,059,98
AL0074,106-009,Winfield Public Library,185 Ashwood Drive,Winfield,35594,0688,2054872484,Marion,CE,NO,C,0,,002,AL,01,093,98
AL0075,107-000,Wheeler Basin Regional Library,504 Cherry Street NE,Decatur,35602,1766,2563532993,Morgan,BM,CC,G,0,,003,AL,01,103,98
AL0076,107-001,Athens-Limestone Public Library,405 East South Street,Athens,35611,2664,2562321233,Limestone,CE,NO,E,0,,002,AL,01,083,98
AL0077,107-002,Decatur Public Library,504 Cherry Street NE,Decatur,35602,1766,2563532993,Morgan,CE,CC,F,0,,002,AL,01,103,98
AL0077,107-002,DECATUR - SOUTHWEST,RIVER OAKS 1801 BELTLINE RD SW,DECATUR,35601,1801,2053554839,MORGAN,BR,CC,B,0,,003,AL,01,103,98
AL0078,107-003,Hartselle Public Library,152 Sparkman Street NW,Hartselle,35640,2424,2567739880,Morgan,CE,NC,E,0,,002,AL,01,103,98
AL0079,107-004,Lawrence County Public Library,401 College Street,Moulton,35650,1483,2569740883,Lawrence,CE,NC,F,0,,002,AL,01,079,98
AL0080,500-000,Baldwin County Library Cooperative,22743 Milwaukee Street,Robertsdale,36567,0399,3349477632,Baldwin,BS,NC,G,1,,002,AL,01,003,98
AL0080,AL0080-004,Baldwin County Library Cooperative,22743 Milwaukee Street,Robertsdale,36567,0399,3349477632,Baldwin,CE,NC,G,0,,004,AL,01,003,98
AL0081,500-001,Daphne Public Library,618 Whispering Pines Road,Daphne,36526,1225,3346212818,Baldwin,CE,NC,E,0,,002,AL,01,003,98
AL0082,500-002,Fairhope Public Library,161 North Section Street,Fairhope,36532,2490,3349287483,Baldwin,CE,NC,D,0,,002,AL,01,003,98
AL0083,999-072,Foley Public Library,319 East Laurel Avenue,Foley,36535,2680,3349437665,Baldwin,CE,NC,C,0,,002,AL,01,003,98
AL0084,500-004,Bay Minette Public Library,205  West Second Street,Bay Minette,36507,4838,3349377947,Baldwin,CE,NC,D,0,,002,AL,01,003,98
AL0085,500-005,Loxley Public Library,1001 Loxley Avenue,Loxley,36551,0527,3349645695,Baldwin,CE,NC,B,0,,002,AL,01,003,98
AL0086,500-006,Oscar Johnson Memorial Library,21967 6th St,Silverhill,36576,0185,3349455201,Baldwin,CE,NC,A,0,,002,AL,01,003,98
AL0087,999-071,Robertsdale Public Library,18301 Pennsylvania Street,Robertsdale,36567,3072,3349475720,Baldwin,CE,NC,B,0,,002,AL,01,003,98
AL0088,500-008,Thomas B. Norton Public Library,221 West 19th Avenue,Gulf Shores,36542,3055,3349681176,Baldwin,CE,NC,C,0,,002,AL,01,003,98
AL0090,501-001,Adamsville Public Library,4825 Main Street,Adamsville,35005,0241,2056743399,Jefferson,CE,NC,C,0,,002,AL,01,073,98
AL0091,501-002,Bessemer Public Library,400 North 19th Street,Bessemer,35020,4819,2054287882,Jefferson,CE,NC,F,0,,002,AL,01,073,98
AL0092,501-003,Emmet O'Neal Public Library,50 Oak Street,Mountain Brook,35213,4295,2058790459,Jefferson,CE,NC,E,0,,002,AL,01,073,98
AL0093,501-004,Walter J. Hanna Memorial Library,4615 Gary Avenue,Fairfield,35064,1341,2057836007,Jefferson,CE,NC,E,0,,002,AL,01,073,98
AL0093,501-004,Western Hills Mall Branch,Suite 32 Aronov Drive,Fairfield,35064,5064,2059231150,JEFFERSON,BR,CC,E,0,,003,AL,01,073,98
AL0094,501-005,Fultondale Public Library,1015 Walkers Chapel Road,Fultondale,35068,0549,2058496335,Jefferson,CE,NC,D,0,,002,AL,01,073,98
AL0095,501-006,Gardendale Public Library,995 Mt Olive Road,Gardendale,35071,1165,2056316639,Jefferson,CE,NC,D,0,,002,AL,01,073,98
AL0096,501-007,Graysville Public Library,315 South Main Street,Graysville,35073,1404,2056743040,Jefferson,CE,NC,B,0,,002,AL,01,073,98
AL0097,501-008,Homewood Public Library,1721 Oxmoor Road,Homewood,35209,4085,2058778661,Jefferson,CE,NC,E,0,,002,AL,01,073,98
AL0098,501-009,Hoover Public Library,200 Municipal Drive,Hoover,35216,5510,2054447800,Jefferson,CE,NC,F,0,,002,AL,01,073,98
AL0099,501-010,Hueytown Public Library,1372 Hueytown Road,Hueytown,35023,2443,2054911443,Jefferson,CE,NC,E,0,,002,AL,01,073,98
AL0100,501-011,Irondale Public Library,105 South 20th Street,Irondale,35210,1593,2059511415,Jefferson,CE,NC,D,0,,002,AL,01,073,98
AL0101,501-012,Leeds Jane Culbreth Library,802 Parkway Drive SE,Leeds,35094,2217,2056995962,Jefferson,CE,NC,D,0,,002,AL,01,073,98
AL0102,501-013,Midfield Public Library,400 Breland Drive,Midfield,35228,2732,2059231027,Jefferson,CE,NC,D,0,,002,AL,01,073,98
AL0103,501-014,Pleasant Grove Public Library,501 Park Road,Pleasant Grove,35127,0339,2057447221,Jefferson,CE,NC,D,0,,002,AL,01,073,98
AL0104,501-015,Tarrant Public Library,1143 Ford Avenue,Tarrant,35217,2437,2058492825,Jefferson,CE,NC,D,0,,002,AL,01,073,98
AL0105,501-016,Trussville Public Library,201 Parkway Drive,Trussville,35173,1125,2056552022,Jefferson,CE,NC,D,0,,002,AL,01,073,98
AL0106,501-017,Vestavia Hills-Scrushy Pub Library,1112 Montgomery Highway,Vestavia Hills,35216,2797,2059780155,Jefferson,CE,NC,E,0,,002,AL,01,073,98
AL0107,501-018,Warrior Public Library,10 First Street,Warrior,35180,1500,2056473006,Jefferson,CE,NC,C,0,,002,AL,01,073,98
AL0108,501-000,Avondale Branch Library,509 40th Street South,Birmingham,35222,3300,2055955821,Jefferson,BR,CC,E,0,,003,AL,01,073,98
AL0108,501-000,East Ensley Branch Library,900 14th Street Ensley,Birmingham,35218,1206,2057871928,Jefferson,BR,CC,C,0,,004,AL,01,073,98
AL0108,501-000,East Lake Branch Library,5 Oporto Madrid Blvd South,Birmingham,35206,4800,2058363341,Jefferson,BR,CC,F,0,,005,AL,01,073,98
AL0108,501-000,Eastwood Branch,Eastwood Mall,Birmingham,35210,1912,2055914944,Jefferson,BR,CC,E,0,,006,AL,01,073,98
AL0108,501-000,Ensley Branch,1201 25th Street Ensley,Birmingham,35218,1944,2057852625,Jefferson,BR,CC,D,0,,007,AL,01,073,98
AL0108,501-000,Five Points West Library,4620 Avenue V,Birmingham,35208,4704,2057808151,Jefferson,BR,CC,F,0,,008,AL,01,073,98
AL0108,501-000,Inglenook Branch Library,4100 40th Terrace North,Birmingham,35217,4162,2058498739,Jefferson,BR,CC,E,0,,009,AL,01,073,98
AL0108,501-000,North Birmingham Branch,2501  3rd Avenue North,Birmingham,35207,4554,2052546454,Jefferson,BR,CC,F,0,,011,AL,01,073,98
AL0108,501-000,Powderly Branch,3301 Jefferson Avenue SW,Birmingham,35221,9989,2059256178,Jefferson,BR,CC,E,0,,013,AL,01,073,98
AL0108,501-000,Pratt City Branch,1100 Hibernian Street,Birmingham,35214,5312,2057985071,Jefferson,BR,CC,E,0,,014,AL,01,073,98
AL0108,501-000,Slossfield Branch,1916 25th Court North,Birmingham,35234,1028,2053221222,Jefferson,BR,CC,E,0,,015,AL,01,073,98
AL0108,501-000,Smithfield Branch,1 8th Avenue West,Birmingham,35204,3724,2053248428,Jefferson,BR,CC,E,0,,016,AL,01,073,98
AL0108,501-000,Springville Road Regional Library,1224 Old Springville Road,Birmingham,35215,7512,2058560824,Jefferson,BR,CC,G,0,,017,AL,01,073,98
AL0108,501-019,Titusville Branch,2 6th Avenue SW,Birmingham,35211,2909,2053221140,Jefferson,BR,CC,E,0,,018,AL,01,073,98
AL0108,501-000,West End Branch,1241 Tuscaloosa Avenue SW,Birmingham,35211,1929,2057855518,Jefferson,BR,CC,F,0,,019,AL,01,073,98
AL0108,501-000,Woodlawn Branch,5709 First Avenue North,Birmingham,35212,1603,2055952001,Jefferson,BR,CC,D,0,,020,AL,01,073,98
AL0108,501-000,Wylam Branch,4300 7th Avenue Wylam,Birmingham,35224,2624,2057850349,Jefferson,BR,CC,E,0,,021,AL,01,073,98
AL0108,501-019,Birmingham Public Library,2100 Park Place,Birmingham,35203,2794,2052263611,Jefferson,CE,CC,I,0,,023,AL,01,073,98
AL0108,501-000,North Avondale Resource Center,501 43rd Street N,Birmingham,35222,1417,2055922082,Jefferson,BR,CC,D,0,,024,AL,01,073,98
AL0108,501-019,South Side Branch Library,1814 11th Avenue South,Birmingham,35205,5205,2059337776,Jefferson,BR,CC,U,0,,025,AL,01,073,98
AL0109,504-000,DeKalb County Public Library,504 Grand Avenue NW,Fort Payne,35967,2313,2568452671,DeKalb,CE,NO,F,0,,002,AL,01,049,98
AL0109,AL0109-005,HENAGAR PUBLIC LIBRARY,% OF TOWN HALL,HENAGAR,35978,0039,2056576282,DEKALB,BR,NO,B,0,,005,AL,01,049,98
AL0109,AL0109-006,DEKALB COUNTY BOOKMOBILE,504 GRAND AVENUE NW,FORT PAYNE,35967,2313,2568452671,DEKALB,BS,NO,E,1,,006,AL,01,049,98
AL0110,504-001,Collinsville Public Library,4299 Alabama Highway 68,Collinsville,35961,0743,2565242323,DeKalb,CE,NO,B,0,,002,AL,01,049,98
AL0111,504-002,Geraldine Public Library,13543 Alabama Hwy 227,Geraldine,35974,0268,2566596663,DeKalb,CE,NO,A,0,,002,AL,01,049,98
AL0112,504-003,Rainsville Public Library,941 East Main Street,Rainsville,35986,0509,2566383311,DeKalb,CE,NO,C,0,,002,AL,01,049,98
AL0113,505-000,Escambia Co. Coop. Library System,700 East Church Street,Atmore,36502,2694,3343684130,Escambia,BM,NO,E,0,,003,AL,01,053,98
AL0114,505-001,Atmore Public Library,700 East Church Street,Atmore,36502,2694,3343685234,Escambia,CE,NO,D,0,,002,AL,01,053,98
AL0115,505-002,Brewton Public Library,206 West Jackson Street,Brewton,36426,1518,3348674626,Escambia,CE,NO,D,0,,002,AL,01,053,98
AL0116,505-003,Flomaton Public Library,McCurdy Street,Flomaton,36441,1017,3342963552,Escambia,CE,NO,B,0,,002,AL,01,053,98
AL0117,506-000,Gadsden-Etowah Co. Public Library,254 College Street,Gadsden,35999,3100,2565494699,Etowah,CE,CC,G,0,,002,AL,01,055,98
AL0117,506-000,Alabama City Public Library,2700 West Meighan,Gadsden,35904,1716,2565494688,Etowah,BR,CC,B,0,,003,AL,01,055,98
AL0117,506-000,Carver Memorial Library,1030 Tuscaloosa Avenue,Gadsden,35901,3054,2055494690,Etowah,BR,CC,B,0,,004,AL,01,055,98
AL0117,506-000,East Gadsden Public Library,921 WILSON AVENUE,Gadsden,35903,1742,2055494691,Etowah,BR,CC,B,0,,005,AL,01,055,98
AL0118,999-082,Attalla-Etowah Co. Public Library,604 North 4th Street,Attalla,35954,2033,2565389266,Etowah,CE,NC,D,0,,002,AL,01,055,98
AL0119,506-002,Rainbow City Public Library,3702 Rainbow Drive,Rainbow City,35906,6324,2564428477,Etowah,CE,NC,D,0,,002,AL,01,055,98
AL0120,508-000,Marengo Library System,211 East Washington Street,Demopolis,36732,2133,3342891595,Marengo,BS,NO,E,1,,002,AL,01,091,98
AL0121,508-001,Demopolis Public Library,211 East Washington Street,Demopolis,36732,2133,3342891595,Marengo,CE,NO,D,0,,002,AL,01,091,98
AL0122,508-002,Marengo County Public Library,507 North Main,Linden,36748,0519,3342952246,Marengo,CE,NO,C,0,,002,AL,01,091,98
AL0123,509-000,Marshall County Cooperative Library,325 2nd Street NW,Arab,35016,1225,2565860565,Marshall,BS,NO,F,1,,004,AL,01,095,98
AL0124,509-001,Arab Public Library,325 2nd Street NW,Arab,35016,1948,2565863366,Marshall,CE,NO,D,0,,002,AL,01,095,98
AL0125,509-002,Boaz Public Library,205 South Main Street,Boaz,35957,2026,2565938056,Marshall,CE,NO,D,0,,002,AL,01,095,98
AL0126,509-003,Guntersville Public Library,1240 O'Brig Avenue,Guntersville,35976,1431,2565717595,Marshall,CE,NO,D,0,,002,AL,01,095,98
AL0127,509-004,Albertville Public Library,Jackson Street,Albertville,35950,0430,2568918290,Marshall,CE,NO,E,0,,002,AL,01,095,98
AL0128,510-000,Harrison Regional Library System,50 Lester Street,Columbiana,35051,9477,2056693910,Shelby,BM,NC,F,0,,002,AL,01,117,98
AL0129,510-001,Albert L. Scott Library,100 9th Street NW,Alabaster,35007,9172,2056646822,Shelby,CE,NC,E,0,,002,AL,01,117,98
AL0130,510-002,Calera Public Library,1241 17th Avenue,Calera,35040,0699,2056683514,Shelby,CE,NC,B,0,,002,AL,01,117,98
AL0131,510-003,Columbiana Public Library,Lester Street,Columbiana,35051,1459,2056695812,Shelby,CE,NC,C,0,,002,AL,01,117,98
AL0132,510-004,Helena Public Library,230 Tucker Road,Helena,35080,0262,2056648308,Shelby,CE,NC,C,0,,002,AL,01,117,98
AL0133,510-005,Lallouise F. McGraw Library,Main Street,Vincent,35178,0003,2056722749,Shelby,CE,NC,B,0,,002,AL,01,117,98
AL0134,510-006,Parnell Memorial Library,845 Valley Street,Montevallo,35115,3720,2056659207,Shelby,CE,NC,C,0,,002,AL,01,117,98
AL0135,510-007,Pelham Public Library,Pelham Parkway at Cummings,Pelham,35124,1627,2056206418,Shelby,CE,NC,D,0,,002,AL,01,117,98
AL0136,510-008,Wilsonville Public Library,Main Street,Wilsonville,35186,0024,2056696180,Shelby,CE,NC,B,0,,002,AL,01,117,98
AL0137,510-009,North Shelby County Library,7030 Meadowlark Drive,Birmingham,35242,5340,2059959931,Shelby,CE,NC,E,0,,002,AL,01,117,98
AL0139,511-000,Pickens County Cooperative Library,Post Office Bldg Highway 17 S,Carrollton,35447,0489,2053678407,Pickens,BM,NO,E,0,,002,AL,01,107,98
AL0140,511-001,Aliceville Public Library,416 3rd Avenue NE,Aliceville,35442,2207,2053736691,Pickens,CE,NO,C,0,,002,AL,01,107,98
AL0141,511-002,Carrollton Public Library,Highway 17 S,Carrollton,35447,0092,2053672142,Pickens,CE,NO,B,0,,002,AL,01,107,98
AL0142,511-003,Gordo Public Library,Main Street,Gordo,35466,0336,2053647148,Pickens,CE,NO,B,0,,002,AL,01,107,98
AL0143,511-004,Reform Public Library,216  1st Street South,Reform,35481,0819,2053756240,Pickens,CE,NO,B,0,,002,AL,01,107,98
AL0144,512-000,St. Clair County Library,1921 1st Avenue North,2ELL CITY,35125,1663,2058841685,St. Clair,CE,NC,F,0,,002,AL,01,115,98
AL0144,512-000,Steele Public Library,US Highway 11,Steele,35987,5987,2055380811,St. Clair,BR,NO,B,0,,003,AL,01,115,98
AL0145,512-001,Ashville Public Library,6th Avenue,Ashville,35953,0187,2055947954,St. Clair,CE,NC,B,0,,002,AL,01,115,98
AL0146,512-002,Moody Public Library,2900 Daniel Drive,Moody,35004,2239,2056402517,St. Clair,CE,NC,C,0,,002,AL,01,115,98
AL0147,512-003,Odenville Public Library,150 Alabama Street,Odenville,35120,0249,2056295901,St. Clair,CE,NC,A,0,,002,AL,01,115,98
AL0148,512-005,Pell City Public Library,1923 1st Avenue North,Pell City,35125,1663,2058841015,St. Clair,CE,NC,D,0,,002,AL,01,115,98
AL0150,513-000,Sumter County Library System,Washington Street,Livingston,35470,0377,2056522349,Sumter,BM,NO,D,0,,002,AL,01,119,98
AL0151,513-001,Hightower Memorial Library,630 Avenue A,York,36925,2604,2053922004,Sumter,CE,NO,C,0,,002,AL,01,119,98
AL0152,513-002,Ruby Pickens Tartt Public Library,Washington Street,Livingston,35470,0377,2056522349,Sumter,CE,NO,C,0,,002,AL,01,119,98
AL0154,514-001,Anniston-Calhoun County Public Lib.,108 East 10th Street,Anniston,36202,0308,2052378501,Calhoun,CE,CC,G,0,,002,AL,01,015,98
AL0154,514-001,Carver Branch Library,222 WEST 14TH STREET,Anniston,36201,4411,2562377271,Calhoun,BR,CC,C,0,,003,AL,01,015,98
AL0154,AL0154-006,ANNISTON-CALHOUN COUNTY BOOKMOBILE,108 EAST 10TH STREET,ANNISTON,36202,0308,2562378501,CALHOUN,BS,NO,E,1,,006,AL,01,015,98
AL0155,514-002,Jacksonville Public Library,200 Pelham Road S,Jacksonville,36265,2153,2564356332,Calhoun,CE,NC,E,0,,002,AL,01,015,98
AL0156,514-003,Piedmont Public Library,106 North Main Street,Piedmont,36272,2022,2564473369,Calhoun,CE,NC,D,0,,002,AL,01,015,98
AL0157,999-001,Akron Public Library,Oak Street,Akron,35441,0008,2053723148,Hale,CE,NO,A,0,,002,AL,01,065,98
AL0158,999-002,Ashford Branch Library,Sixth Avenue,Ashford,36312,9271,3348993121,Houston,BR,NC,B,0,,003,AL,01,069,98
AL0158,999-002,Rossie Purcell Branch,South Main Street,Columbia,36319,0330,3346964417,Houston,BR,NC,A,0,,007,AL,01,069,98
AL0158,999-002,HOUSTON-LOVE MEMORIAL LIBRARY,212 WEST BURDEHAW STREET,DOTHAN,36302,1369,3347939767,HOUSTON,CE,CC,G,0,,008,AL,01,069,98
AL0158,AL0158-009,HOUSTON-LOVE MEMORIAL LIBRARY BOOKMOBILE,212 WEST BURDESHAW STREET,DOTHAN,36302,1369,3347939767,HOUSTON,BS,NO,C,2,,009,AL,01,069,98
AL0159,999-003,Blountsville Public Library,65 Chestnut Street,Blountsville,35031,0219,2054293156,Blount,CE,NC,B,0,,002,AL,01,009,98
AL0160,999-004,Cherokee Public Library,75 Main Street,Cherokee,35616,0333,2563594384,Colbert,CE,NC,B,0,,002,AL,01,033,98
AL0161,999-005,Brent-Centreville Public Library,153 Walnut Street,Centreville,35042,1322,2059264736,Bibb,CE,NO,E,0,,002,AL,01,007,98
AL0162,999-006,Chilton-Clanton Public Library,100 First Avenue,Clanton,35045,3499,2057551768,Chilton,CE,NO,F,0,,002,AL,01,021,98
AL0162,999-006,Jemison Public Library,Highway 31,Jemison,35085,0609,2056884492,Chilton,BR,NO,B,0,,003,AL,01,021,98
AL0162,999-006,Maplesville Public Library,City Hall Building,Maplesville,36750,6750,3343664211,Chilton,BR,NO,A,0,,004,AL,01,021,98
AL0162,999-006, THORSBY PUBLIC LIBRARY,Highway 31 North,Thorsby,35171,0608,3346443375,Chilton,BR,NO,B,0,,005,AL,01,021,98
AL0163,999-007,Choctaw County Public Library,124 North Academy Avenue,Butler,36904,2206,2054592542,Choctaw,CE,NO,E,0,,002,AL,01,023,98
AL0163,999-007,Gilbertown Branch Library,%Choctaw County Public Library,Gilbertown,36908,6908,3348432885,Choctaw,BR,NO,A,0,,003,AL,01,023,98
AL0163,999-007,Silas Branch Library,%Choctaw County Public Library,Silas,36919,6919,,Choctaw,BR,NO,A,0,,004,AL,01,023,98
AL0164,999-008,Citronelle Memorial Library,7855 State Street,Citronelle,36522,2450,3348667319,Mobile,CE,NC,C,0,,002,AL,01,097,98
AL0165,999-009,Grove Hill Public Library,108 DuBose Avenue,Grove Hill,36451,9502,3342758157,Clarke,CE,NO,B,0,,002,AL,01,025,98
AL0166,999-010,Bessie K. Russell Branch Library,3011-C Sparkman Drive,Huntsville,35810,3713,2568599050,Madison,BR,CC,E,0,,003,AL,01,089,98
AL0166,999-010,Elenor E. Murphy Branch Library,7910 Charlotte Drive,Huntsville,35802,2862,2568815620,Madison,BR,CC,F,0,,005,AL,01,089,98
AL0166,999-010,Gurley Public Library,331 Walker Street,Gurley,35748,8332,2567762102,Madison,BR,NC,B,0,,006,AL,01,089,98
AL0166,999-010,Madison Public Library,130 PLAZA DRIVE,Madison,35758,1160,2564612246,Madison,BR,NC,E,0,,008,AL,01,089,98
AL0166,999-010,ELIZABETH CARPENTER PUBLIC LIBRARY,5496 Main Street,New Hope,35760,9544,2567232995,Madison,BR,NC,B,0,,009,AL,01,089,98
AL0166,999-010,Madison Square Mall,"5901 University Drive, NW",Huntsivlle,35806,2506,2568370783,Madison,BR,CC,G,0,,012,AL,01,089,98
AL0166,999-010,TRIANA BRANCH LIBRARY,280 ZIERDT ROAD,MADISON,35758,8208,2054617598,MADISON,BR,CC,B,0,,013,AL,01,089,98
AL0166,999-010,COLLEGE OF DISCOVERY,OSCA MASON COMM -149 MASON COURT,HUNTSVILLE,35805,0433,2055352272,MADISON,BR,CC,B,0,,014,AL,01,089,98
AL0166,999-010,Huntsville-Madison Co. Pub. Library,915 Monroe Street,Huntsville,35804,0443,2055325950,Madison,CE,CC,I,0,,015,AL,01,089,98
AL0166,AL0166-016,BAILEY COVE BRANCH,1409 WEATHERLY PLAZA,HUNTSVILLE,35803,2617,2058810257,MADISON,BR,NC,F,0,,016,AL,01,089,98
AL0166,AL0166-017,BLUE SPRING BRANCH,4600 BLUE SPRING ROAD,HUNTSVILLE,35810,1949,2058517492,MADISON,BR,CC,E,0,,017,AL,01,089,98
AL0166,AL0166-022,TILLMAN HILL BRANCH LIBRARY,131 KNOWLEDGE DRIVE,HAZEL GREEN,35750,9999,2058289529,MADISON,BR,NC,E,0,,022,AL,01,089,98
AL0166,AL0166-023,MONROVIA BRANCH,1962 JEFF ROAD,MADISON,35758,9999,2058376153,MADISON,BR,NC,E,0,,023,AL,01,089,98
AL0166,AL0166-024,HUNTSVILLE-MADISON CO. PUB. LIBRARY BOOKMOBIL,915 MONROE STREET,HUNTSVILLE,35804,0443,2565325950,MADISON,BS,CC,E,1,,024,AL,01,089,98
AL0167,999-011,James C. Poole Jr. Memorial Library,219 Prairie Avenue,Eutaw,35462,1178,2053729026,Greene,CE,NO,E,0,,002,AL,01,063,98
AL0168,999-012,Greenville-Butler Co. Pub. Library,309 Ft Dale Street,Greenville,36037,1401,3343823216,Butler,CE,NO,E,0,,002,AL,01,013,98
AL0169,999-013,Hale County-Greensboro Library,1105 Main Street,Greensboro,36744,0399,3346243409,Hale,CE,NO,C,0,,002,AL,01,065,98
AL0170,999-014,Ina Pullen Smallwood Memorial Lib.,224 Grant Street,Chickasaw,36671,0449,3344526465,Mobile,CE,NC,D,0,,002,AL,01,097,98
AL0171,999-015,White Smith Memorial Library,213 College Avenue,Jackson,36545,0265,3342464962,Clarke,CE,NO,D,0,,002,AL,01,025,98
AL0172,999-016,Marion-Perry County Library,202 Washington Street,Marion,36756,1824,3346836411,Perry,CE,NO,E,0,,002,AL,01,105,98
AL0173,999-017,Woodville Public Library,26 Venson Street,Woodville,35776,0116,2567762796,Jackson,CE,NO,A,0,,002,AL,01,071,98
AL0174,999-018,Mose Hudson Tapia Public Library,13885 South Wintzell Avenue,Bayou La Batre,36509,2410,3348244213,Mobile,CE,NC,B,0,,002,AL,01,097,98
AL0175,999-019,Scottsboro Public Library,1002 South Broad Street,Scottsboro,35768,2512,2565744335,Jackson,CE,NO,F,0,,002,AL,01,071,98
AL0176,999-020,Oneonta Public Library,221 2nd Street South,Oneonta,35121,1721,2052747641,Blount,CE,NC,F,0,,002,AL,01,009,98
AL0177,999-021,Thomasville Public Library,1000 Mosley Drive,Thomasville,36784,6784,3346365343,Clarke,CE,NO,C,0,,002,AL,01,025,98
AL0178,999-022,Macon County-Tuskegee Pub. Library,302 South Main Street,Tuskegee,36083,1806,3347275192,Macon,CE,NO,E,0,,002,AL,01,087,98
AL0178,999-022,Notasulga Branch Library,49 South Main,Notasulga,36866,6866,3342574522,Macon,BR,NO,B,0,,003,AL,01,087,98
AL0179,999-023,Moundville Public Library,"City Hall, Market Street",Moundville,35474,0336,2053712283,Hale,CE,NO,B,0,,002,AL,01,065,98
AL0180,999-024,Uniontown Public Library,Lucian Street,Uniontown,36786,0637,3346286681,Perry,CE,NO,B,0,,002,AL,01,105,98
AL0181,999-025,Prichard Public Library,300 Lovejoy Loop West,Prichard,36610,3952,3344527847,Mobile,CE,NC,F,0,,002,AL,01,097,98
AL0181,999-032,Mitchell Branch Library,4440 Highpoint Drive,Eight Mile,36613,3952,3344527946,Mobile,BR,NC,D,0,,004,AL,01,097,98
AL0182,999-026,McIntosh Branch Library,CITY OF MCINTOSH,McIntosh,36553,0478,3349442047,Washington,BR,NO,A,0,,003,AL,01,129,98
AL0182,999-026,Washington County Public Library,Highway 56,Chatom,36518,1057,3348472097,Washington,CE,NO,E,0,,004,AL,01,129,98
